Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,No. Agr. DPMU. KGR F (7) Tender/13/2022-06,2023_HPCDP_71821_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"C/o Flow Irrigation Scheme Riduan (Rehru) Kuhal at Village and G.P. Sunehar, Tehsil Nagrota Bagwan, District Kangra (H.P.)","C/o Flow Irrigation Scheme Riduan (Rehru) Kuhal at Village and G.P. Sunehar, Tehsil Nagrota Bagwan, District Kangra (H.P.)",Please refer Tender documents. ,NA ,,Civil Works - Water Works,Flow Irrigation Scheme ,Tender,90.0,365.0,"Village and G.P. Sunehar, Tehsil Nagrota Bagwan,",176208.0,District Project Management Unit HPCDP JICA ODA Ph ,"District Project Management Unit HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur ",06-Apr-2023 11:00 AM ,District Project Management Unit HPCDP JICA ODA Ph,No ,No,District Project Manager O/o DPMU HPCDP JICA ODA,"District Project Manager O/o DPMU HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur","1,500",District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,No,1.0,DD - Demand Draft,"50,900",No,fixed,,District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,01-Apr-2023 06:00 PM,11-Apr-2023 11:00 AM,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,NA ,NA ,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,18-Apr-2023 10:00 AM,Technical,Technical Evaluation Summary,Rajesh Kumar,17-Apr-2023 08:09 PM,technical_108036.pdf,Finance,Financial Evaluation Summary,Rajesh Kumar,20-Apr-2023 03:06 PM,finance_108036.pdf,BOQ Comparative Chart,27-Jul-2023,"INR 3,257,981",365.0,Rajesh Kumar,27-Jul-2023 11:05 AM,AOCFISRIDUAN.pdf (578.00 KB),AOC,1.0,341283.0,Ajay Kumar,10-Apr-2023 01:35 PM,Accepted-AOC,L1,27-Jul-2023,Rajesh Kumar,Internal,Bipan Smakaria Vivek Saklani Pradeep Sharma Nandini Kapoor,Rajesh Kumar,17-Apr-2023 08:11 PM,18-Apr-2023 10:00 AM,techsummary_108036.pdf (186.86 KB),Rajesh Kumar,Internal,Bipan Samkaria Vivek Saklani Pradeep Sharma Nandini Kapoor,Rajesh Kumar,27-Jul-2023 11:04 AM,finsummary_108036.pdf (161.49 KB),1.0,341283.0,Ajay Kumar,INR,"3,257,981",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,2023_HPCDP_71821_1,No. Agr. DPMU. KGR F (7) Tender/13/2022-06,"C/o Flow Irrigation Scheme Riduan (Rehru) Kuhal at Village and G.P. Sunehar, Tehsil Nagrota Bagwan, District Kangra (H.P.)"
,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341344.0,Ajeev Kumar,10-Apr-2023 03:41 PM,Rejected-Finance,rejected,27-Jul-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,340792.0,Ashwani,10-Apr-2023 04:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341259.0,Bhikham Ram Kapoor,10-Apr-2023 01:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works in HP as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,341364.0,Kuldeep Singh,10-Apr-2023 04:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily one work indicating exp. in key activities as indicated in NIT Sr.VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,341328.0,Narender Kumar Govt Contractor,10-Apr-2023 03:14 PM,Rejected-Finance,rejected,27-Jul-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Financial statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,341274.0,VIJAY KUMAR,10-Apr-2023 01:21 PM,Rejected-Finance,rejected,27-Jul-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Bidders Qualification Forms as indicated in NIT Sr. No. 3(a) xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Valid PAN Card as indicated in NIT Sr. No. 3(a) xii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Should be registered under Goods and service tax as indicated in NIT Sr. No. 3(a) xiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
