EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"70,400",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,"Construction of Rajeev Gandhi Govt. Engineering College at Nagrota Bagwan in District Kangra, (H.P.). (SH-Balance work of Boundary wall along Mechanical Engineering Block, Workshop Block, Library cum Computer Centre and Trainee Hostel Block)","Construction of Rajeev Gandhi Govt. Engineering College at Nagrota Bagwan in District Kangra, (H.P.). (SH-Balance work of Boundary wall along Mechanical Engineering Block, Workshop Block, Library cum Computer Centre and Trainee Hostel Block)",Please refer Tender documents. ,NA ,"35,17,630",Civil Works,NA ,Tender,120.0,60.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,PWD,Nagrota 19-5,2023_PWD_73599_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-May-2023 04:00 PM,29-May-2023 11:00 AM,19-May-2023 04:00 PM,29-May-2023 10:00 AM,NA ,NA ,19-May-2023 04:00 PM,29-May-2023 10:00 AM,13-Jun-2023 11:00 AM,1.0,ICICI BANK,Executive Engineer,Internal,AE DAO SUpdt HDM,Suresh Kumar Walia,09-Jun-2023 02:41 PM,13-Jun-2023 11:00 AM,techsummary_110604.pdf (1029.13 KB),PWD,2023_PWD_73599_1,Nagrota 19-5,"Construction of Rajeev Gandhi Govt. Engineering College at Nagrota Bagwan in District Kangra, (H.P.). (SH-Balance work of Boundary wall along Mechanical Engineering Block, Workshop Block, Library cum Computer Centre and Trainee Hostel Block)",04-Jul-2023,"INR 3,517,629",60.0,Suresh Kumar Walia,15-Jul-2023 01:19 PM,Award.pdf (247.00 KB),Award,Executive Engineer,Internal,AE Supdt HDM DAO,Suresh Kumar Walia,24-Jun-2023 03:32 PM,finsummary_110604.pdf (194.64 KB),1.0,349511.0,MANJEET SINGH GOVT CONTRACTOR,26-May-2023 02:58 PM,Rejected-Finance,Lowest 2,24-Jun-2023,Technical,sum,Suresh Kumar Walia,09-Jun-2023 02:40 PM,technical_110604.pdf,Finance,sum,Suresh Kumar Walia,24-Jun-2023 03:31 PM,finance_110604.pdf,BOQ Comparative Chart,1.0,348905.0,sahil choudhary govt contractor,INR,"3,535,218"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2.0,348905.0,sahil choudhary govt contractor,26-May-2023 05:25 PM,Accepted-AOC,Award,15-Jul-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,349601.0,SANDHIR MALHI,26-May-2023 02:27 PM,Rejected-Technical,Document not received as per requirement,09-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,349274.0,tek chand,27-May-2023 12:22 PM,Rejected-Technical,Document not received as per requirement,09-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
