Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
S.Shyam,Internal,,CHANDAN DEKA,10-May-2023 11:56 AM,10-May-2023 12:00 PM,techsummary_48721.pdf (309.72 KB),Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2023_PWD_30321_32,CE/Commn/01/ RIDF-XXVIII/2022-23/5,RE/RIDF-XXVIII/Sivasagar/3,Technical,TBE,CHANDAN DEKA,10-May-2023 11:06 AM,,Finance,Financial,CHANDAN DEKA,10-May-2023 05:33 PM,,BOQ Comparative Chart,S. Shyam,Internal,,CHANDAN DEKA,31-Jul-2023 05:34 PM,finsummary_48721.pdf (134.27 KB),1,183215,AMAR JYOTI MAHANTA,18-Apr-2023 11:07 AM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,1.0,184293.0,S K JUAL ALI,INR,19277190.0,31-Aug-2023,INR 1.927719E+7,365.0,CHANDAN DEKA,31-Jul-2023 05:35 PM,npw_sivsagar_3_juel.pdf (134.00 KB),AOC,RE/RIDF-XXVIII/Sivasagar/3,"Construction of embankment cum road on Dikhow bund R/B from NH Bridge to Dikhowmukh, (Ch. 0m to 1500m) under Mukhya Mantri Mothauri Pokikaran Achani under RIDF-XXVIII of NABARD for the year 2022-23. in Sivasagar LAC",Please refer Tender documents. ,NA ,"2,14,19,100",Civil Works – Roads,NA ,Tender,180.0,365.0,Sivasagar,785640.0,NA ,NA ,NA ,"O/o Chief Engineer, PWRD, Assam, Chandmari, Ghy-03",No ,No,"6,400",Nil,Nil,No,"Chief Engineer, PWRD, Assam, Chandmari, Ghy-03","O/o Chief Engineer, PWRD, Assam, Chandmari, Ghy-03","4,28,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Payment Status,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/01/ RIDF-XXVIII/2022-23/5,2023_PWD_30321_32,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,04-Apr-2023 04:00 PM,24-Apr-2023 02:30 PM,04-Apr-2023 04:00 PM,24-Apr-2023 02:00 PM,04-Apr-2023 04:00 PM ,24-Apr-2023 12:00 PM ,04-Apr-2023 04:00 PM,24-Apr-2023 02:00 PM,10-May-2023 12:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,182299,Bhaskarjyoti Gogoi,24-Apr-2023 12:00 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification details,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,184041,CHOWKHAMOON BURAGOHAIN,22-Apr-2023 08:34 AM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,184355,M/S Shass Engineers,23-Apr-2023 04:49 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,184222,PRANTIK BORA,23-Apr-2023 12:28 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quanitity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,184437,RITURAJ BORGOHAIN,24-Apr-2023 12:40 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,184029,S K ENTERPRISE,22-Apr-2023 07:30 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,184293,S K JUAL ALI,22-Apr-2023 08:40 PM,Accepted-AOC,Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,184438,Sri Jintu Dutta,24-Apr-2023 12:50 PM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,184213,SURESH AGARWALLA,22-Apr-2023 10:52 AM,Rejected-AOC,Not Awarded,31-Jul-2023 05:37 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
