Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Financial Bids has been opened,Sanjita Bodo,12-Oct-2022 04:48 PM,,BOQ Comparative Chart,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,2022_PWRDW_25569_9,CE/APART/49/2022/14,Road from Batabari to Bonorgaon LP school of villages Batabari in Kokrajhar District,1,150800,AMIT BRAHMA,16-Jun-2022 09:57 PM,Rejected-AOC,Rejected as L2,17-Jul-2023 07:01 PM,1.0,150348.0,RABIRAM NARZARY,INR,7829301.0,"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer,CE,PWRD(Roads),Assam",Pallavi Chakravorty,17-Jul-2023 06:58 PM,finsummary_39498.pdf (105.59 KB),"Chief Engineer,(EAP)PWRD,Assam",Internal,"Deputy Secretary(Works),PWRD,CPIU and Superintending Engineer,CE,PWRD(Roads),Assam",Pallavi Chakravorty,11-Oct-2022 08:11 PM,12-Oct-2022 02:30 PM,techsummary_39498.pdf (172.31 KB),Technical,Technical Bids has been opened,Pallavi Chakravorty,25-Jun-2022 05:01 PM,,17-Jul-2023,INR 7829301.2,180.0,Pallavi Chakravorty,17-Jul-2023 06:59 PM,WO_Rd_Batabari.pdf (88.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,EMD,18-May-2022 09:00 AM,24-Jun-2022 02:30 PM,18-May-2022 09:00 AM,24-Jun-2022 02:00 PM,18-May-2022 09:00 AM ,30-May-2022 11:00 AM ,18-May-2022 09:00 AM,24-Jun-2022 02:00 PM,12-Oct-2022 02:30 PM,1.0,SBI Bank,Road from Batabari to Bonorgaon LP school of villages Batabari in Kokrajhar District,APART/NOCP/ROADS/KOK-07 Construction of road from Batabari to Bonorgaon LP school of villages Batabari and Bonorgaon of 5th part Sidli Mouza in Kokrajhar District (length 0.8 KM) under APART,Please refer Tender documents. ,NA ,"1,03,92,000",Civil Works – Roads,NA ,Tender,90.0,180.0,Kokrajhar District,783347.0,"O/o The Chief Engineer,(EAP) PWRD,Assam ","O/o The Chief Engineer,(EAP) PWRD,Assam Fatasil Ambari,Guwahati- 781025 ",30-May-2022 11:00 AM ,"O/o The Chief Engineer,(EAP) PWRD,Assam",No ,No,1.0,Corrigendum 1,Date,,"2,07,840",Yes,fixed,,Nil,Nil,"Chief Engineer,(EAP) PWRD,Assam","O/o The Chief Engineer,(EAP) PWRD,Assam Fatasil Ambari,Guwahati- 781025",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders,CE/APART/49/2022/14,2022_PWRDW_25569_9,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,AOC
,,,,,,,,,,2,150555,Anjan Brahma,16-Jun-2022 11:00 PM,Rejected-Technical,As per decision of Bid Evaluation Committee,11-Oct-2022 08:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,3,150912,Gul kr Wary,16-Jun-2022 11:46 PM,Rejected-Technical,As per decision of Bid Evaluation Committee,11-Oct-2022 08:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,4,150726,Marjit Basumatary,24-Jun-2022 12:54 PM,Rejected-AOC,Rejected as L4,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Letter of Bid (Technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,5,149758,NANDA SEKHAR UZIR,16-Jun-2022 09:24 PM,Rejected-AOC,Rejected as L5,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,6,150254,PADMAVATI CONSTRUCTION,23-Jun-2022 09:09 PM,Rejected-AOC,Rejected as L6,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Letter of Bid (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,7,148481,Prasanta Dey,16-Jun-2022 07:31 PM,Rejected-AOC,Rejected as L3,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,8,150923,Priyashi Aashi Developers Pvt. Ltd.,17-Jun-2022 12:02 PM,Rejected-Technical,As per decision of Bid Evaluation Committee,11-Oct-2022 08:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,9,150348,RABIRAM NARZARY,24-Jun-2022 01:47 PM,Accepted-AOC,Awarded Contract Bidder,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,10,150370,SUDHANG KUMAR BRAHMA,15-Jun-2022 09:27 PM,Rejected-AOC,Rejected as L7,17-Jul-2023 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
