S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,ICICI BANK,25-Mar-2023 12:00 PM,03-Apr-2023 11:00 AM,25-Mar-2023 12:00 PM,03-Apr-2023 10:30 AM,NA ,NA ,25-Mar-2023 12:00 PM,03-Apr-2023 10:30 AM,13-Apr-2023 02:50 PM,"Construction of link road from Mangnal to Chandpurdhar via Chunkoli, Chimmu Km 0/0 to 8/400 (SH- C/o Formation cutting 5/7 Mtrs. Wide, R/walls , B/walls, Cross Drainage works, P/L Kharnja stone soling, Road side unlined drain, Essential Parapets, Du","Construction of link road from Mangnal to Chandpurdhar via Chunkoli, Chimmu Km 0/0 to 8/400 (SH- C/o Formation cutting 5/7 Mtrs. Wide, R/walls , B/walls, Cross Drainage works, P/L Kharnja stone soling, Road side unlined drain, Essential Parapets, Du",please refer to tender document ,NA ,"9,11,73,568",Civil Works - Roads,NA ,Rate Contract,75.0,180.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,"5,000",Nil,Nil,No,EE Shillai,Executive Engineer HP PWD Division Shillai,"18,24,000",No,fixed,,Nil,Nil,PWD,TA-18784-18883dt-22-3-2023,2023_PWD_71578_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,Finance,Financial summary,Narender verma,21-Apr-2023 03:33 PM,finance_107691.pdf,BOQ Comparative Chart,1.0,339603.0,Arya Construction Company,INR,"60,966,606",1.0,339603.0,Arya Construction Company,02-Apr-2023 08:15 PM,Accepted-AOC,AOC,24-Jul-2023,Technical,technical summary,Narender verma,13-Apr-2023 02:07 PM,technical_107691.pdf,PWD,2023_PWD_71578_1,TA-18784-18883dt-22-3-2023,"Construction of link road from Mangnal to Chandpurdhar via Chunkoli, Chimmu Km 0/0 to 8/400 (SH- C/o Formation cutting 5/7 Mtrs. Wide, R/walls , B/walls, Cross Drainage works, P/L Kharnja stone soling, Road side unlined drain, Essential Parapets, Du",EE Shillai,Internal,"AE Shillai, HDM, Supdt. TA",Narender verma,13-Apr-2023 02:25 PM,13-Apr-2023 02:50 PM,techsummary_107691.pdf (3650.82 KB),EE Shillai,Internal,"AE Shillai, HDM, Supdt. TA, DAO",Narender verma,21-Apr-2023 03:37 PM,finsummary_107691.pdf (2843.74 KB),24-Jul-2023,"INR 60,966,606",180.0,Narender verma,24-Jul-2023 03:21 PM,AOCChandpurdhar.pdf (653.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,2.0,340116.0,hardik construction company,03-Apr-2023 10:19 AM,Rejected-Finance,Not lowest,21-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,3.0,340069.0,M/S CHAUHAN CONSTRUCTION,02-Apr-2023 04:32 PM,Rejected-Finance,Not lowest,21-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration and Permanent account number,,,,,,,,,,,,4.0,340053.0,Ram Lal,03-Apr-2023 10:19 AM,Rejected-Finance,Not lowest,21-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy List of machinery tools and plants,legal proof of owner, Technical Staff",,,,,,,,,,,,5.0,339256.0,Ranjeet Singh,02-Apr-2023 06:36 AM,Rejected-Finance,Not lowest,21-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,6.0,339437.0,Yashwant Singh Diwan,03-Apr-2023 09:29 AM,Rejected-Finance,Not lowest,21-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy work done and work in hand general rule sr. No 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy workdone minimum one similarwork done of amount notless than 40percent of estimate cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy bidding capacity assessed certificate from Charted Accountant CA Annual report. 50 lakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
