Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,"1,500",Nil,Nil,No,"61,200",No,fixed,,Nil,Nil,PWD,C/O LINK ROAD HARIZAN BASTI BADLOI VIA PATTIAN KM.,2022_PWD_65735_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,C/O LINK ROAD HARIZAN BASTI BADLOI VIA PATTIAN KM. 0/00 TO 1/800.,"C/O 4.00 MTR. SPAN R.C.C. SLAB TYPE CULVERT AT RD. 1/650 AND P/L G.S.B., W.M.M. AND TARRING IN KM. 0/500 TO 1/00, SOLID CAUSE WAY AT RD. 0/255 TO 0/285, 0/390 TO 0/420 AND EDGE WALL AT RD. 0/300 TO 0/322) (UNDER S.C.S.P. HEAD).",Please refer Tender documents. ,NA ,"35,78,444",Civil Works - Roads,NA ,Tender,60.0,90.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,30-Sep-2022 10:30 AM,07-Oct-2022 11:30 AM,30-Sep-2022 10:30 AM,07-Oct-2022 10:30 AM,NA ,NA ,30-Sep-2022 10:30 AM,07-Oct-2022 10:30 AM,15-Oct-2022 03:00 PM,Executive Engineer,EXECUTIVE ENGINEER BARSAR DIVISION HPPWD BARSAR,1.0,ICICI BANK,1.0,306829.0,AMANDEEP SHARMA GOVT ONTRACTOR,06-Oct-2022 09:28 PM,Rejected-Finance,L1L2L3,20-Oct-2022,Technical,BID OPEN SUMMARY,Dev Raj,13-Oct-2022 04:05 PM,technical_98925.pdf,Finance,FIN BID SUMMARY,Dev Raj,20-Oct-2022 12:19 PM,finance_98925.pdf,BOQ Comparative Chart,1.0,306072.0,bhanu partap singh,INR,"2,950,426",EXECUTIV ENGINEER,Internal,"TENDER ASSISTANT, SUPDT, HDM, DAO",Dev Raj,13-Oct-2022 04:11 PM,15-Oct-2022 03:00 PM,techsummary_98925.pdf (821.55 KB),PWD,2022_PWD_65735_1,C/O LINK ROAD HARIZAN BASTI BADLOI VIA PATTIAN KM.,C/O LINK ROAD HARIZAN BASTI BADLOI VIA PATTIAN KM. 0/00 TO 1/800.,13-Jul-2023,"INR 3,578,444",90.0,Vinod Kanwar,13-Jul-2023 05:53 PM,Bhanu.pdf (240.00 KB),C/O LINK ROAD HARIZAN BASTI BADLOI VIA PATTIAN KM. 0/00 TO 1/800.,Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Dev Raj,20-Oct-2022 12:25 PM,finsummary_98925.pdf (363.94 KB)
,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,306072.0,bhanu partap singh,06-Oct-2022 10:44 AM,Accepted-AOC,Work Completed,13-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,306841.0,BRAHAM DASS SHARMA,07-Oct-2022 08:54 AM,Rejected-Finance,L1L2L3,20-Oct-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,306302.0,SHIVANI SHARMMA,06-Oct-2022 05:43 PM,Rejected-Technical,DUE TO WORK DONE ATTACHED TO RS. 5.58 LACS INSTEAD OF SIMILAR WORK DONE I.E. 4 PERCENT TO RS. 14.31 LACS AND LABOUR LICENSE NOT ATTACHED,13-Oct-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,306819.0,sunil kumar,07-Oct-2022 09:33 AM,Rejected-Technical,WORK DONE ATTACHED TO RS 11.66 LACS INSTEAD OF SIMILAR WORK DONE I.E. 40 PERCENT TO RS. 14.31 LACS,13-Oct-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,305666.0,V.V. CONSTRUCTION CO.,05-Oct-2022 02:02 PM,Rejected-Technical,DUE TO WORK DONE ATTACHED TO RS. 10.00 LACS INSTEAD OF SIMILAR WORK DONE I.E. 40 PERCENT TO RS. 14.31 LACS,13-Oct-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.00 Lakhs or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
