Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,No.AGR. DPMU. KGR. F (7) Tender/13/2022-Vol-I-61,2023_HPCDP_72334_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Apr-2023 06:00 PM,01-May-2023 11:00 AM,19-Apr-2023 06:55 PM,29-Apr-2023 05:00 PM,NA ,NA ,19-Apr-2023 06:55 PM,29-Apr-2023 05:00 PM,01-May-2023 05:45 PM,"1,11,300",Yes,fixed,,DPM HPCDP JICA Palampur,Palampur,"2,000",DPM HPCDP JICA Palampur,Palampur,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,1.0,DD - Demand Draft,"Co Flow Irrigation Scheme Malti Kuhal at Village and G.P. Nandehar, Tehsil Kangra, District Kangra (H.P.)","Co Flow Irrigation Scheme Malti Kuhal at Village and G.P. Nandehar, Tehsil Kangra, District Kangra (H.P.)",Please refer Tender documents. ,NA ,,Civil Works - Water Works,Flow Irrigation Scheme ,Tender,90.0,365.0,"Village and G.P. Nandehar, Tehsil Kangra, District",176001.0,District Project Management Unit HPCDP JICA ODA Ph ,"District Project Management Unit HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at PalampurDistrict Project Management Unit HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur ",25-Apr-2023 11:00 AM ,District Project Management Unit HPCDP JICA ODA,No ,No,District Project Manager O/o DPMU HPCDP JICA ODA,"District Project Manager O/o DPMU HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur",05-Jul-2023,"INR 7,976,958",365.0,Rajesh Kumar,05-Jul-2023 02:55 PM,AOCFISMALTI.pdf (578.00 KB),AOC,Finance,Financial Evaluation Summary,Rajesh Kumar,03-May-2023 03:51 PM,finance_108829.pdf,BOQ Comparative Chart,Technical,Technical Evaluation Summary,Rajesh Kumar,01-May-2023 05:39 PM,technical_108829.pdf,Rajesh Kumar,Internal,OP Chauhan Pradeep Sharma Nagender Nag Vivek Saklani,Rajesh Kumar,01-May-2023 05:41 PM,01-May-2023 05:45 PM,techsummary_108829.pdf (112.22 KB),1.0,344573.0,Ajeev Kumar,29-Apr-2023 03:27 PM,Rejected-Finance,"Being L5, Not Accepted",14-Jun-2023,Rajesh Kumar,Internal,OP Chauhan Vivek Saklani Pradeep Sharma Nagender Nag,Rajesh Kumar,14-Jun-2023 01:15 PM,finsummary_108829.pdf (272.79 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,2023_HPCDP_72334_1,No.AGR. DPMU. KGR. F (7) Tender/13/2022-Vol-I-61,"Co Flow Irrigation Scheme Malti Kuhal at Village and G.P. Nandehar, Tehsil Kangra, District Kangra (H.P.)",1.0,344526.0,Bhikham Ram Kapoor,INR,"7,976,958"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,344526.0,Bhikham Ram Kapoor,29-Apr-2023 01:45 PM,Accepted-AOC,L1,05-Jul-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,344490.0,JOGINDER SINGH,29-Apr-2023 09:30 AM,Rejected-Finance,"Being L3, Not Accepted",14-Jun-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,344486.0,Kuldeep Sood Govt. Contr.,28-Apr-2023 05:40 PM,Rejected-Finance,"Being L4, Not Accepted",14-Jun-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works in HP as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,344507.0,Rajeev Sood,29-Apr-2023 09:31 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily one work indicating exp. in key activities as indicated in NIT Sr.VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,344352.0,SEWA SINGH,27-Apr-2023 02:58 PM,Rejected-Finance,"Being L2, Not Accepted",14-Jun-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,344558.0,Shadil Thakur,29-Apr-2023 02:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
