Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bank Name,Cover No,Cover,Document Type,Description
Technical,Technical bid opening summary,Gurminder Singh,18-May-2023 12:14 PM,technical_109241.pdf,1,346024,ATISH MAHAJAN,08-May-2023 10:25 PM,Rejected-Finance,Due to L10,27-May-2023,Finance,Financial bid opening summary,Rohit Gupta,27-May-2023 06:16 PM,finance_109241.pdf,BOQ Comparative Chart,1.0,345980.0,LAKHANPAL SHARMA,INR,"1,374,305",15-Jul-2023,"INR 2,090,516",180.0,Gurminder Singh,15-Jul-2023 05:39 PM,Lakhanpalaward.pdf (740.00 KB),Award letter dated 13.06.2023,Executive Engineer,Internal,HDM DAO SUPDT,Rohit Gupta,27-May-2023 06:22 PM,finsummary_109241.pdf (342.89 KB),Executive Engineer,Internal,HDM DAO SUPDT,Gurminder Singh,18-May-2023 12:15 PM,18-May-2023 12:20 PM,techsummary_109241.pdf (510.82 KB),PWD,2023_PWD_72630_5,PW-BLP1-CB-eproc/23-766-810 dt 21.4.23,C/O link road from Dali Jungle Jhaleda.,29-Apr-2023 02:00 PM,09-May-2023 11:00 AM,29-Apr-2023 02:00 PM,09-May-2023 10:30 AM,NA ,NA ,29-Apr-2023 02:00 PM,09-May-2023 10:30 AM,18-May-2023 12:20 PM,PWD,PW-BLP1-CB-eproc/23-766-810 dt 21.4.23,2023_PWD_72630_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,C/O link road from Dali Jungle Jhaleda.,G-I RCC H-pipe culvert.,Please refer Tender documents. ,NA ,"20,90,516",Civil Works - Roads,G-I RCC H-pipe culvert. ,Tender,75.0,180.0,Bilaspur,174001.0,NA ,NA ,NA ,"Division No.1, HPPWD Bilaspur",No ,No,Executive Engineer,"Division No.1, HPPWD Bilaspur",500.0,Nil,Nil,No,"39,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Receipt of Tender form cost and EMD indicated in schedule E.
,,,,,2,346117,Gopal Chand,09-May-2023 08:36 AM,Rejected-Finance,Due to L11,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractor Registration.
,,,,,3,345513,Hardeep Singh,08-May-2023 10:47 PM,Rejected-Finance,Due to L9,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST EPF and PAN Number.
,,,,,4,345980,LAKHANPAL SHARMA,09-May-2023 10:18 AM,Accepted-AOC,Due to L1,15-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate duly signed by the concerned EE.
,,,,,5,345833,LAKHDATAPEEER CONSTRUCTION PVT LTD,08-May-2023 07:47 PM,Rejected-Finance,Due to L5,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of correctness.
,,,,,6,346089,Lalit Kumar,08-May-2023 10:53 PM,Rejected-Finance,Due to L11,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of machinery, tools and plants."
,,,,,7,346131,MANOHAL LAL,09-May-2023 09:58 AM,Rejected-Finance,Due to L3,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 of SBD.
,,,,,8,345962,NARESH KUMAR,08-May-2023 03:22 PM,Rejected-Finance,Due to L12,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ
,,,,,9,346086,parmod kumar,08-May-2023 10:01 PM,Rejected-Finance,Due to L4,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10,345501,Sada Ram,07-May-2023 03:12 PM,Rejected-Finance,Due to L8,27-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
