Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
19-Apr-2023 04:30 PM,04-May-2023 11:30 AM,19-Apr-2023 04:30 PM,04-May-2023 10:30 AM,NA ,NA ,19-Apr-2023 04:30 PM,04-May-2023 10:30 AM,18-May-2023 04:35 PM,"2,95,000",Yes,fixed,,EE JSV Division Thural,EE JSV Division Thural,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Dharamshala,Irrigation and Public Health,HP",EE/IPHDT/2023-528-72 dated 19.04.2023,2023_HPIPH_72329_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,CAD work to Flow Irrigation Scheme Kathul Kuhal Bigger Dia in Tehsil Palampur Distt Kangra HP,Providing Laying Jointing and testing of HDPE pipe in distribution system and Construction Of Outlets,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,180.0,365.0,CAD work to Flow Irrigation Scheme Kathul Kuhal Bi,176107.0,NA ,NA ,NA ,EE JSV Divisin Thural,No ,No,1.0,Fee/PreQual/Technical,.pdf,"i) The Bid security in favour of Executive Engineer, Jal Shakti Division Thural, as per NIT",1.0,Corrigendum2,Date,,1.0,ICICI BANK,Executive Engineer Thural,Executive Engineer Thural,"2,500",EE JSV Division Thural,EE JSV Division Thural,No,Superintending Engineer,Internal,1 EE (D) Circle Dharamshala 2 EE Thural 3 AE (D) Circle Dharamshala 4 Supdt (Works) Circle Dharamshala,Sarwan Thakur,03-Jul-2023 03:01 PM,finsummary_108825.pdf (548.00 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Dharamshala,Irrigation and Public Health,HP",2023_HPIPH_72329_1,EE/IPHDT/2023-528-72 dated 19.04.2023,CAD work to Flow Irrigation Scheme Kathul Kuhal Bigger Dia in Tehsil Palampur Distt Kangra HP,1.0,345053.0,shiven ohri,INR,"12,765,872",1,343741,aditya govt. contractor,03-May-2023 10:21 AM,Rejected-AOC,Rejected,03-Jul-2023,Superintending Engineer,Internal,1 EE (D) Dharamshala 2 EE Thural 3 AE (D) Dharamshala 4 Supdt (W) Dharamshala,Sarwan Thakur,18-May-2023 04:29 PM,18-May-2023 04:35 PM,techsummary_108825.pdf (1887.75 KB),Technical,Summary,Sarwan Thakur,18-May-2023 04:25 PM,technical_108825.pdf,Finance,Proceeding,Sarwan Thakur,03-Jul-2023 02:52 PM,finance_108825.pdf,BOQ Comparative Chart,03-Jul-2023,"INR 12,765,872",365.0,Sarwan Thakur,03-Jul-2023 03:30 PM,award.pdf (289.00 KB),Award
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ii) The cost of bid form as shown above shall be submitted online mode (e-payment as per NIT,2.0,Corrigendum1,Financial Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,2,344981,AMIT CHOUDHARY,03-May-2023 02:26 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,iii) Copy of Registration with Jal Shakti Vibhag or any other state/ Central Govt. as per NIT.,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,344319,Ashwani Kumar Govt Contractor,03-May-2023 07:24 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of PAN, GST registration, EPF and latest clearance certificate thereof as per NIT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,4,343383,Chamunda Construction Company,03-May-2023 07:51 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"vi) Work done, Experience Certificate,Pre-qualification criteria, Financial Qualification, Similar N",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,344998,Dogra Construction Company Pvt Ltd,03-May-2023 03:28 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,vii) The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,344898,GANTANTAR THAKUR,03-May-2023 05:58 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,344937,Gulrez Mohammed,04-May-2023 08:59 AM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,vii) An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,345003,KRP Engineering Pvt. Ltd.,04-May-2023 10:07 AM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,344864,P C Construction,02-May-2023 01:48 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,344907,Ravinder Kumar Sahore,02-May-2023 06:50 PM,Rejected-AOC,Rejected,03-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,
