Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bid Document,Imp. Of Birinchiguri FIS (Canal lining) under PMKSY-HKKP for the year 2021-22,Imp. Of Birinchiguri FIS (Canal lining) under PMKSY-HKKP for the year 2021-22,Please refer Tender documents. ,NA ,"1,53,16,002",Civil Works,NA ,Tender,180.0,365.0,Sidli,783373.0,NA ,NA ,NA ,Kokrajhar,No ,No,1.0,SBI Bank,"3,100",Nil,Nil,No,10-Apr-2023 05:00 PM,04-May-2023 03:00 PM,10-Apr-2023 05:00 PM,04-May-2023 02:00 PM,NA ,NA ,17-Apr-2023 10:00 AM,04-May-2023 02:00 PM,16-Jun-2023 10:40 AM,"CHD, Irrigation, BTC","o/o CHD, Irrigation, BTC, Kokrajhar",Bodoland Territorial Council||Irrigation-BTC,CHDI/ ET-24/2022-23/11,2023_BoTC_30429_7,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"3,06,320",Yes,percentage,2.0%,Nil,Nil,AOC,"Binod Deka,CHD",Internal,,Ramizuddin Ahmed,16-Jun-2023 10:36 AM,16-Jun-2023 10:40 AM,techsummary_48896.pdf (501.02 KB),24-Jul-2023,INR 13784401.8,365.0,Ramizuddin Ahmed,24-Jul-2023 01:52 PM,birinchiguri7.pdf (322.00 KB),Technical,Technical Bid Opened,Khonghar Basumatary,08-May-2023 11:18 AM,,1,185323,ABDUL SAMAD CHOUDHURY,04-May-2023 01:20 AM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,Bodoland Territorial Council||Irrigation-BTC,2023_BoTC_30429_7,CHDI/ ET-24/2022-23/11,Imp. Of Birinchiguri FIS (Canal lining) under PMKSY-HKKP for the year 2021-22,1.0,185318.0,SRI DHIREN SINGHA,INR,13784401.8,Finance,financial bid opened,Mirajul Haque,16-Jun-2023 11:00 AM,,BOQ Comparative Chart,Sri Binod Deka,Internal,,Ramizuddin Ahmed,24-Jul-2023 01:45 PM,finsummary_48896.pdf (305.66 KB),AOC
,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,184844,AJOY NARZARY,03-May-2023 04:18 PM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,185122,DADHI BRAHMA,04-May-2023 11:15 AM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,184849,JACOB NARZARY,01-May-2023 10:04 PM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,183335,KAMALA KANTA KHAKLARY,29-Apr-2023 09:46 PM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,185347,M/S MOUSUMI ENTERPRISE,04-May-2023 10:48 AM,Rejected-Technical,documents not found in order,16-Jun-2023 10:36 AM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,185241,M/S NRPM Enterprise,03-May-2023 11:19 PM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,185335,Padmalachan Narzary,04-May-2023 12:39 AM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,184829,Sola Basumatary,01-May-2023 04:09 PM,Rejected-Finance,Work alloted to other bidder.,24-Jul-2023 01:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,185318,SRI DHIREN SINGHA,03-May-2023 07:34 PM,Accepted-AOC,Lowest Bidder with credential,24-Jul-2023 01:53 PM,,,,,,,,,,,,,,,,,,,,,,AOC
