S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
1.0,DD - Demand Draft,"1,20,200",Yes,fixed,,District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,District Project Manager O/o DPMU HPCDP JICA ODA,"District Project Manager O/o DPMU HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,No. Agr. DPMU. KGR F (7) Tender/13/2022-03,2023_HPCDP_71815_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,000",District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,No,01-Apr-2023 06:00 PM,11-Apr-2023 11:00 AM,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,NA ,NA ,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,27-Apr-2023 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"C/o Flow Irrigation Scheme Nai Kuhal at Village and G.P. Matour, Tehsil Kangra , District Kangra (H.P.)","C/o Flow Irrigation Scheme Nai Kuhal at Village and G.P. Matour, Tehsil Kangra , District Kangra (H.P.)",Please refer Tender documents. ,NA ,,Civil Works - Water Works,Flow Irrigation Scheme ,Tender,90.0,365.0,"Village G.P. Matour, Tehsil Kangra , District Ka",176001.0,District Project Management Unit HPCDP JICA ODA Ph ,"District Project Management Unit HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur ",06-Apr-2023 11:00 AM ,District Project Management Unit HPCDP JICA ODA Ph,No ,No,Rajesh Kumar,Internal,Bipin Samkaria Vivek Saklani Pradeep Sharma Nagender Nag,Rajesh Kumar,27-Jul-2023 10:46 AM,finsummary_108032.pdf (128.22 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,2023_HPCDP_71815_1,No. Agr. DPMU. KGR F (7) Tender/13/2022-03,"C/o Flow Irrigation Scheme Nai Kuhal at Village and G.P. Matour, Tehsil Kangra , District Kangra (H.P.)",1.0,340648.0,aatish choudhary govt. cont.,INR,"9,250,949",Finance,Financial Evaluation Summary,Rajesh Kumar,03-May-2023 03:56 PM,finance_108032.pdf,BOQ Comparative Chart,Technical,Technical Evaluation Summary,Rajnish Kumar,27-Apr-2023 10:41 AM,technical_108032.pdf,27-Jul-2023,"INR 9,250,949",365.0,Rajesh Kumar,27-Jul-2023 10:55 AM,AOCFISNAIKUHAL.pdf (498.00 KB),AOC,Rajesh Kumar,Internal,Bipan Samkaria Vivek saklani paradeep sharma nagender nag,Rajesh Kumar,27-Apr-2023 10:55 AM,27-Apr-2023 11:00 AM,techsummary_108032.pdf (256.79 KB),1.0,340648.0,aatish choudhary govt. cont.,10-Apr-2023 12:36 PM,Accepted-AOC,L1,27-Jul-2023
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341207.0,Ashok Soni,10-Apr-2023 01:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341013.0,GANTANTAR THAKUR,10-Apr-2023 11:36 AM,Rejected-Finance,"L2,Rejected",27-Jul-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,340938.0,SEWA SINGH,08-Apr-2023 04:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works in HP as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily one work indicating exp. in key activities as indicated in NIT Sr.VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
