Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,No. Agr. DPMU. KGR F (7) Tender/13/2022-02,2023_HPCDP_71813_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"C/o Flow Irrigation Scheme Chamruhal Kuhal at Village Chimbalhar, G.P. Bindraban, Tehsil Palampur, District Kangra (H.P.)","C/o Flow Irrigation Scheme Chamruhal Kuhal at Village Chimbalhar, G.P. Bindraban, Tehsil Palampur, District Kangra (H.P.)",Please refer Tender documents. ,NA ,,Civil Works - Water Works,Flow Irrigation Scheme ,Tender,90.0,365.0,"Village Chimbalhar, G.P. Bindraban, Tehsil Palampu",176061.0,District Project Management Unit HPCDP JICA ODA Ph ,District Project Management Unit HPCDP JICA ODA  ,06-Apr-2023 11:00 AM ,District Project Management Unit HPCDP JICA ODA,No ,No,1.0,Regarding Bid Document,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"1,500",District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,No,District Project Manager O/o DPMU HPCDP JICA ODA,"District Project Manager O/o DPMU HPCDP JICA ODA Phase-II, Opposite to Soil Testing Lab, Holta at Palampur",01-Apr-2023 06:00 PM,11-Apr-2023 11:00 AM,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,NA ,NA ,01-Apr-2023 06:55 PM,10-Apr-2023 05:00 PM,18-Apr-2023 10:00 AM,"78,600",No,fixed,,District Project Manager O/o DPMU HPCDP JICA ODA,Palampur,1.0,DD - Demand Draft,Rajesh Kumar,Internal,Bipan Samkaria Vivek Saklani Pradeep Sharma Banita Sood,Rajesh Kumar,27-Jul-2023 11:08 AM,finsummary_108029.pdf (80.22 KB),1.0,340999.0,RANBIR SINGH,INR,"5,826,284",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Palampur,2023_HPCDP_71813_1,No. Agr. DPMU. KGR F (7) Tender/13/2022-02,"C/o Flow Irrigation Scheme Chamruhal Kuhal at Village Chimbalhar, G.P. Bindraban, Tehsil Palampur, District Kangra (H.P.)",27-Jul-2023,"INR 5,826,284",365.0,Rajesh Kumar,27-Jul-2023 11:09 AM,AOCFISCHAMRUHAL.pdf (659.00 KB),AOC,Finance,Financial Proceeding,Rajesh Kumar,18-Apr-2023 04:49 PM,finance_108029.pdf,BOQ Comparative Chart,Technical,Technical Evaluation Summary,Rajesh Kumar,17-Apr-2023 07:40 PM,technical_108029.pdf,Rajesh Kumar,Internal,Bipan Smakaria Vivek Saklani Pradeep Sharma Banita Sood,Rajesh Kumar,17-Apr-2023 07:46 PM,18-Apr-2023 10:00 AM,techsummary_108029.pdf (128.22 KB),1.0,341106.0,ABHISHEK KAUL,10-Apr-2023 01:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341199.0,AMIT KATOCH,10-Apr-2023 10:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341171.0,Bhikham Ram Kapoor,09-Apr-2023 10:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341008.0,GANTANTAR THAKUR,10-Apr-2023 11:05 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works in HP as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,341288.0,GOKUL RAM,10-Apr-2023 02:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Apr-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily one work indicating exp. in key activities as indicated in NIT Sr.VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,341186.0,JOGINDER SINGH,10-Apr-2023 07:34 AM,Rejected-Finance,rejected,27-Jul-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,340923.0,Naveen Kumar,10-Apr-2023 07:02 AM,Rejected-Finance,rejected,27-Jul-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,340999.0,RANBIR SINGH,10-Apr-2023 02:15 PM,Accepted-AOC,L1,27-Jul-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
