Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
C/O Govt. ITI Building at Talwar at Lahru Tehsil Jaisinghpur Distt. Kangra (HP),"C/O fencing of G.I.link chain for boundary wall, C/O front gate with brick boundary wall, P/L paver block, CC work, steel work for Ramp, C/O R/wall and Edge wall) (Deposit)",Please refer Tender documents. ,NA ,"29,25,336",Civil Works - Buildings,NA ,Tender,75.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,"1,500",Nil,Nil,No,"58,600",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,C/O Govt. I.T.I building at Talwar at Lahru,2023_PWD_73890_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,25-May-2023 03:30 PM,05-Jun-2023 11:00 AM,25-May-2023 04:00 PM,03-Jun-2023 05:00 PM,NA ,NA ,25-May-2023 04:00 PM,03-Jun-2023 05:00 PM,14-Jun-2023 11:00 AM,Executive Engineer,"Executive Engineer, HPPWD Jaisinghpur",1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,Executive Engineer,Internal,"Executive Engineer, DA, HDM, Supdt G-II",Vijay Kumar Verma,13-Jun-2023 04:07 PM,14-Jun-2023 11:00 AM,techsummary_110968.pdf (284.31 KB),PWD,2023_PWD_73890_1,C/O Govt. I.T.I building at Talwar at Lahru,C/O Govt. ITI Building at Talwar at Lahru Tehsil Jaisinghpur Distt. Kangra (HP),18-Jul-2023,"INR 2,350,558",60.0,Vijay Kumar Verma,05-Sep-2023 04:39 PM,AOCawardITITalwar.pdf (720.00 KB),Shri Varun Gupta,Executive Engineer,Internal,"Executive Engineer, DA, HDM, Supdt G-II",Vijay Kumar Verma,16-Jun-2023 01:03 PM,finsummary_110968.pdf (231.81 KB),1.0,349768.0,varun gupta,INR,"2,350,558",Finance,Summary,Vijay Kumar Verma,16-Jun-2023 12:55 PM,finance_110968.pdf,BOQ Comparative Chart,1.0,350894.0,RANBIR SINGH BHURIA,02-Jun-2023 01:18 PM,Rejected-Finance,Rejected due to higher rates bidder L2,16-Jun-2023,Technical,Summary,Vijay Kumar Verma,13-Jun-2023 03:33 PM,technical_110968.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,350558.0,SAVITA KUMARI,01-Jun-2023 05:32 PM,Rejected-Finance,Rejected due to higher rates bidder L4,16-Jun-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,351421.0,Sunil Walia,03-Jun-2023 03:18 PM,Rejected-Finance,Rejected due to higher rates bidder L3,16-Jun-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Rule 26.2 b in SBD one Similar work not less than 40 percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,349768.0,varun gupta,03-Jun-2023 03:26 PM,Accepted-AOC,Lowest Bidder,05-Sep-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,351604.0,VINOD KUMAR,03-Jun-2023 12:52 PM,Rejected-Finance,Rejected due to higher rates bidder L5,16-Jun-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
