Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (online/ offline mode) as per NIT conditions,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",No. JSV-1/TA/ E-tender/23- 4455-78 dt 23-05-23,2023_HPIPH_73793_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Providing Separate Water Supply Scheme to upcoming Bulk Drug Park at Polian Beet in Tehsil Haroli Distt. Una H.P,Providing Separate Water Supply Scheme to upcoming Bulk Drug Park at Polian Beet in Tehsil Haroli Distt. Una H.P,as per NIT  ,NA ,"23,06,88,559",Civil Works,NA ,Tender,120.0,365.0,Polian Beet in Haroli Consty,174301.0,Distt Hamirpur HP  ,Chief Engineer (H/Z) Jal Shakti department Hamirpur  ,02-Jun-2023 11:30 AM ,"Una, HP",No ,No,1.0,ICICI BANK,1.0,Minutes of Pre bid meeting,Other,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,"2,500",Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,Yes,"23,39,386",No,fixed,,Executive Engineer Jal Shakti Divn No.1 Una HP,Executive Engineer Jal Shakti Divn No.1 Una HP,24-May-2023 11:30 AM,05-Jun-2023 11:30 AM,24-May-2023 11:30 AM,05-Jun-2023 10:00 AM,24-May-2023 11:30 AM ,05-Jun-2023 10:00 AM ,24-May-2023 11:30 AM,05-Jun-2023 10:00 AM,21-Jun-2023 11:20 AM,Finance,summary,Vinod Kumar Dhiman,21-Jun-2023 11:35 AM,finance_110841.pdf,BOQ Comparative Chart,Technical,summary attached,Vinod Kumar Dhiman,21-Jun-2023 11:17 AM,technical_110841.pdf,31-Jul-2023,"INR 259,940,171",365.0,Puneet Sharma,31-Jul-2023 12:49 PM,AOC.pdf (683.00 KB),AOC,---,Internal,-----,Vinod Kumar Dhiman,21-Jun-2023 11:18 AM,21-Jun-2023 11:20 AM,techsummary_110841.pdf (4438.72 KB),1.0,351727.0,DEVENDRA CONSTRUCTION COMPANY,03-Jun-2023 05:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Jun-2023,---,Internal,AOC,Puneet Sharma,31-Jul-2023 12:45 PM,finsummary_110841.pdf (682.96 KB),1.0,349519.0,Unipro Techno Infrastructure Pvt Ltd,INR,"259,940,171","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2023_HPIPH_73793_1,No. JSV-1/TA/ E-tender/23- 4455-78 dt 23-05-23,Providing Separate Water Supply Scheme to upcoming Bulk Drug Park at Polian Beet in Tehsil Haroli Distt. Una H.P
,,.pdf,Earnest Money (online/ offline mode) as per NIT conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,351780.0,HARJEET SINGH,05-Jun-2023 08:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Jun-2023,,,,,,,,,,,,,,,
,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt.NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,351627.0,Swastik Constructions,03-Jun-2023 07:29 PM,Rejected-Finance,Not Found L-1,31-Jul-2023,,,,,,,,,,,,,,,
,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria. as per NIT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,351338.0,TIRUPATI CEMENT PRODUCTS,03-Jun-2023 05:37 PM,Rejected-Finance,Not Found L-1,31-Jul-2023,,,,,,,,,,,,,,,
,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,349519.0,Unipro Techno Infrastructure Pvt Ltd,03-Jun-2023 07:27 PM,Accepted-AOC,Found L-1,31-Jul-2023,,,,,,,,,,,,,,,
,,.pdf,A scanned copy of undertaking that I have carefully studied all the terms and conditions stipulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Technical bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Annual Turnover of three years as per NIT conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"PAN (Permanent Account No.), GST registration and EPF registration and latest income returns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
