Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed
Finance,7 Nos bidders have admitted for evaluation and decided by the TOC to have justification from the lowest one .,Ashwani Kumar,24-Jul-2023 03:57 PM,finance_111518.pdf,BOQ Comparative Chart,Technical,Among 12 nos bidders who submitted their physical documents 5 nos were not admitted due to not complying of terms and conditions and documents.7 nos bidders were considered by the TOC for further evaluation.,Ashwani Kumar,06-Jul-2023 04:23 PM,technical_111518.pdf,31-Jul-2023,"INR 275,000",365.0,Ashwani Kumar,31-Jul-2023 11:15 AM,AOCP.pdf (437.00 KB),Award of Contract,Sh Manoj Kumar,Internal,EO AE JE,Ashwani Kumar,06-Jul-2023 04:35 PM,06-Jul-2023 05:00 PM,techsummary_111518.pdf (291.24 KB),1,355652,ANANDITA PLASTIC RECYCLING,20-Jun-2023 05:26 PM,Rejected-Finance,Higher side,24-Jul-2023,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Una - UDDHP,2023_UDDHP_74340_1,MCH/Sant Tndr/processing/23-506-509dat 01.6.23,MSWM project site at Dagneri MC Hamirpur as provisions of SWM rules 2016,1.0,355498.0,M/S J K ENTERPRISES,INR,"214,000",Sh Manoj Kumar,Internal,E O ME JE,Ashwani Kumar,24-Jul-2023 04:26 PM,finsummary_111518.pdf (1155.12 KB),1.0,DD - Demand Draft,"13,800",No,fixed,,Executive Officer,Municipal Council Hamirpur HP,02-Jun-2023 05:00 PM,21-Jun-2023 02:00 PM,02-Jun-2023 05:00 PM,20-Jun-2023 06:00 PM,NA ,NA ,02-Jun-2023 05:00 PM,20-Jun-2023 06:00 PM,06-Jul-2023 05:00 PM,Executive Officer MC Hamirpur HP,Municipal Council Hamirpur Distt Hamirpur HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender in shape of DD in favour of EO MC Hamirpur,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Una - UDDHP,MCH/Sant Tndr/processing/23-506-509dat 01.6.23,2023_UDDHP_74340_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,MSWM project site at Dagneri MC Hamirpur as provisions of SWM rules 2016,Processing work of MSWM project site at Dagneri MC Hamirpur as provisions of SWM rules 2016,Please refer Tender documents. ,NA ,"2,75,200",Manpower Supply,NA ,Tender,60.0,365.0,Dagneri MC Hamirpur,177001.0,NA ,NA ,NA ,O/O MC Hamirpur HP,No ,No,500.0,Executive Officer,Municipal Council Hamirpur HP,No
,,,,,,,,,,,,,,,,,,,,,,,,,2,355528,EAGLE SCOUT SECURITY SERVICES,20-Jun-2023 03:25 PM,Rejected-Finance,Higher side,24-Jul-2023,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,.pdf,EMD in shape of FDR duly pledged with the EO MC Hamirpur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3,355130,KULDEEP SINGH,20-Jun-2023 11:48 AM,Rejected-Finance,Rejected by the TOC,24-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration /Labour Licence /Proof related to the MSWM work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4,355234,MANISH,19-Jun-2023 08:56 PM,Rejected-Finance,Higer bidder,24-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF NO PAN NO ESI NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,5,355638,MAYA ENTERPRISES,20-Jun-2023 04:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Performance /Experience Certificate of MSWM from competent authority minimum 2 year of HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,355324,M/S HURRICANE SECURITY AGENCY PVT.LTD,19-Jun-2023 01:31 PM,Rejected-Finance,Higher side,24-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg correctness of bid and complete the work with in stipulated time as per direction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,7,355498,M/S J K ENTERPRISES,20-Jun-2023 09:45 AM,Accepted-AOC,TOC has consider and decided to AOC to L2,31-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ BILL of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,8,355502,M/S NEESHA WORK CONTRACT SERVICE,20-Jun-2023 04:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,9,355586,PAWAN SHARMA,20-Jun-2023 01:50 PM,Not Admitted-Fee/PreQual/Technical,Others-As per terms conditions bidder can not apply who has already awarded work of SWM in the Municipal Counicl Hamirpur presently . hence not admitted.,06-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,10,355538,ROOP LAL,20-Jun-2023 12:15 PM,Not Admitted-Fee/PreQual/Technical,Others-As per terms & conditions bidder can not apply who has already have award of work (SWM) of Municipal Council Hamirpur H.P. Hence not admitted.,06-Jul-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
