Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PW/MED/TA/NIT/ e-notice/24-25-1902-14 dt 07.08.2024,2024_PWD_92004_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"COST OF TENDER  and EARNEST MONEY INDICATED IN SCHEDULE F,",20-Aug-2024 10:00 AM,28-Aug-2024 11:00 AM,20-Aug-2024 10:00 AM,27-Aug-2024 06:00 PM,,,20-Aug-2024 10:00 AM,27-Aug-2024 06:00 PM,03-Sep-2024 04:15 PM,"39,900",No,fixed,,Nil,Nil,1.0,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,500.0,Nil,Nil,No,"Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi","Annual comprehensive maintenance contract CMC and operation 24 7 for Sub Station 33  11 kv HT panel and Transformer existing at  Shri Lal Bahadur Shastri Govt. Medical College and Hospital, Nerchowk, District Mandi HP SH for 1st half six months","Annual comprehensive maintenance contract CMC and operation 24 7 for Sub Station 33  11 kv HT panel and Transformer existing at  Shri Lal Bahadur Shastri Govt. Medical College and Hospital, Nerchowk, District Mandi HP SH for 1st half six months",PLEASE REFER TO BID DOCUMENT,,"19,94,200",Electrical Works,,Tender,75.0,180.0,NERCHOWK,175008.0,,,,"Electrical Division, HP.PWD Mandi H.P",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Valid Class A electrical license holder issued by Chief Electrical Inspector,,,,,,,,,,,,,,,,2.0,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,3.0,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Income Tax (PAN) and  GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,4.0,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial turnover of last three years preceding the year in which tender is called  as per TQC,,,,,,,,,,,,,,,,5.0,Machinery Details,Machinery Details,Machinery Details,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done certificates  with copy of award  as per Technical Qualification Criteria,,,,,,,,,,,,,,,,6.0,Miscellaneous,Existing Work Order Commitment,Ongoing Work Order Details with percentage of work completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit  regarding No  gazetted and non-gazetted HPPWD. Employees related to him,,,,,,,,,,,,,,,,7.0,Work Details,Work Completed Certificate Copies,Work Completed Certificate Copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit that never been blacklisted and  information furnished with the bid is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder address format with valid email ID and contact numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
