Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,000","The Executive Engineer, Dhemaji W. R. Division",Dhemaji,No,"Immediate measures for restoration of Kumatiya R/B embankment upstream of Rly. Line(at 4th Km,Abhoypur area) under S.D.R.F for 2019-20 (Package 2)","Immediate measures for restoration of Kumatiya R/B embankment upstream of Rly. Line(at 4th Km,Abhoypur area) under S.D.R.F for 2019-20 (Package 2)",Please refer Tender documents. ,NA ,"76,14,927",Civil Works,NA ,Tender,180.0,60.0,Dhemaji,787057.0,NA ,NA ,NA ,Dibrugarh,No ,No,25-Feb-2020 06:00 PM,06-Mar-2020 02:00 PM,25-Feb-2020 06:00 PM,05-Mar-2020 02:00 PM,NA ,NA ,29-Feb-2020 10:00 AM,05-Mar-2020 02:00 PM,16-Mar-2020 04:55 PM,1.0,Fee,.pdf,Cost of tender and EMD,"1,52,299",Yes,percentage,2.0%,"The Executive Engineer, Dhemaji W. R. Division",Dhemaji,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh",1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,DHEM/SDRF/KUMATIYA/2019-20/1,2020_DoWR_16786_1,Yes,Open Tender,Works,Works,3.0,No,No,Online,No,No,No,AOC,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Additional Chief Engineer, UAZ, W.R. Department, Dibrugarh, Director, Design and Planning, Deputy Director, Design and Planning, Accounts Officer, Dibrugarh Water Resources Division, Dibrugarh",Joy Sekhar Chakraborty,16-Mar-2020 04:50 PM,16-Mar-2020 04:55 PM,techsummary_25553.pdf (754.58 KB),1,77520,BINIT KR. GOGOI,05-Mar-2020 10:58 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,16-Mar-2020 04:39 PM,technical_25553.pdf,Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_16786_1,DHEM/SDRF/KUMATIYA/2019-20/1,"Immediate measures for restoration of Kumatiya R/B embankment upstream of Rly. Line(at 4th Km,Abhoypur area) under S.D.R.F for 2019-20 (Package 2)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,77145,LAKHI DIHINGIA,04-Mar-2020 06:53 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,77314,Mr. Dimpale Gogoi,03-Mar-2020 06:56 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,77519,Mr. Uma Kanta Lahan,05-Mar-2020 11:14 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,77521,NABA CHETIA,05-Mar-2020 10:44 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,76918,NAGENDRA BAGIRI,03-Mar-2020 06:23 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,77277,PROVARKAR DAS,04-Mar-2020 10:23 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,16-Mar-2020 04:39 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,77283,pulin borgohain,05-Mar-2020 01:00 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,77259,PURNANANDA GOHAIN,05-Mar-2020 09:55 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,77373,Rabindra Chhawchharia,05-Mar-2020 11:12 AM,Accepted-AOC,PROPER,30-Apr-2020 03:02 PM,,,,,,,,,,AOC
