Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Technical,SUMMARY,Rattan Kumar Sharma,17-Dec-2019 10:46 AM,technical_47448.pdf,1.0,139810.0,ANIL KUMAR,13-Dec-2019 02:50 PM,Rejected-Finance,NOT THE LOWEST BIDDER,30-Apr-2020 12:58 PM,1.0,139957.0,Rattan Singh Chauhan Contractor,INR,"3,235,536",Finance,SUMMARY,Rattan Kumar Sharma,21-Dec-2019 01:32 PM,finance_47448.pdf,BOQ Comparative Chart,Executive Engineer,Internal,SUPERINTENDENT G-II DAO DHD TENDER ASSISTANT,Rattan Kumar Sharma,30-Apr-2020 12:58 PM,finsummary_47448.pdf (279.95 KB),30-Apr-2020,"INR 2,735,821",365.0,Rattan Kumar Sharma,30-Apr-2020 01:00 PM,95.pdf (993.00 KB),AOC,PWD,2019_PWD_32953_2,7826-76 DATED 18.11.2019,Construction of Assistant Engineer Office-cum-Residence at Haripurdhar Tehsil Sangrah District Sirmour H.P.,Executive Engineer,Internal,Superintendent G_II HDM DAO,Rattan Kumar Sharma,20-Dec-2019 03:00 PM,20-Dec-2019 03:15 PM,techsummary_47448.pdf (676.61 KB),AOC,"1,500","Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,No,1.0,DD - Demand Draft,Construction of Assistant Engineer Office-cum-Residence at Haripurdhar Tehsil Sangrah District Sirmour H.P.,C/O Building portion i/c water supply and sanitary installation).,Please refer Tender documents. ,NA ,"27,35,821",Civil Works,NA ,Tender,90.0,365.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,28-Nov-2019 02:00 PM,16-Dec-2019 11:30 AM,28-Nov-2019 02:00 PM,13-Dec-2019 05:00 PM,NA ,NA ,28-Nov-2019 02:00 PM,13-Dec-2019 05:00 PM,20-Dec-2019 03:15 PM,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah","48,550",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",UCO Bank Sangrah,PWD,7826-76 DATED 18.11.2019,2019_PWD_32953_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,AOC
,,,,,2.0,140033.0,BALBIR SINGH,13-Dec-2019 02:21 PM,Rejected-Technical,Not Qualified,20-Dec-2019 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,AOC
,,,,,3.0,140061.0,BHARAT BHUSHAN,13-Dec-2019 03:53 PM,Rejected-Finance,NOT THE LOWEST BIDDER,30-Apr-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FULL COPY OF LATEST CONTRACTORS REGISTRATION,AOC
,,,,,4.0,140015.0,JAGMOHAN CHAUHAN,13-Dec-2019 01:19 PM,Rejected-Finance,NOT THE LOWEST BIDDER,30-Apr-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST NUMBER,AOC
,,,,,5.0,139957.0,Rattan Singh Chauhan Contractor,12-Dec-2019 07:30 PM,Accepted-AOC,AOC,30-Apr-2020 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",AOC
,,,,,6.0,139939.0,vijay singh thakur,12-Dec-2019 07:02 PM,Rejected-Finance,NOT THE LOWEST BIDDER,30-Apr-2020 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM NO 8,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC
