Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Amar Nath Arora HDM Sh Ved Prakash Sharma Supdt Gr-II,Satish Kumar,02-Sep-2019 01:11 PM,finsummary_44356.pdf (54.44 KB),14-Apr-2020,"INR 1,174,485",180.0,Satish Kumar,14-Apr-2020 01:46 PM,305.pdf (210.00 KB),AOC,PWD,2019_PWD_30817_1,No/PW/ksli/NIT/19-20-6568-75 dt 1/8/19,C/o Forest Rest house Kathni Dharmapur subathu by pass in km 0/0 to 0/785,Er Rakesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Amar nath Arora HDM Sh Ved Prakash Sharma Supdt Gr-II,Satish Kumar,02-Sep-2019 10:43 AM,02-Sep-2019 10:45 AM,techsummary_44356.pdf (60.23 KB),1.0,129224.0,Baljeet Singh Thakur,INR,"1,506,134",Finance,Bid Opening Summary,Satish Kumar,02-Sep-2019 01:04 PM,finance_44356.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Satish Kumar,30-Aug-2019 05:21 PM,technical_44356.pdf,1.0,129224.0,Baljeet Singh Thakur,28-Aug-2019 04:27 PM,Accepted-AOC,Lowest Tender,14-Apr-2020 01:46 PM,AOC,"24,000",No,fixed,,EE Kasauli,Kasauli,14-Aug-2019 10:00 AM,30-Aug-2019 11:00 AM,14-Aug-2019 11:00 AM,29-Aug-2019 04:00 PM,NA ,NA ,14-Aug-2019 11:00 AM,29-Aug-2019 04:00 PM,02-Sep-2019 10:45 AM,EE HPPWD Kasauli,EE HPPWD Kasauli,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),500.0,EE Kasauli,Kasauli,No,C/o Forest Rest house Kathni Dharmapur subathu by pass in km 0/0 to 0/785,C/O link road to Forest Rest house kathni Dharampur Subathu by Pass road in km 0/0 to 0/785 SH P/L Gr-I Gr-II and Gr-III and M/T in km 0/0 to 0/785,Please refer Tender documents. ,NA ,"11,74,485",Civil Works,NA ,Tender,90.0,180.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,PWD,No/PW/ksli/NIT/19-20-6568-75 dt 1/8/19,2019_PWD_30817_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,129258.0,Contractor Babu Ram,28-Aug-2019 06:51 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:46 PM,AOC,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,129162.0,M/s Abhi Construction,29-Aug-2019 03:05 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,129298.0,NITESH GARG,29-Aug-2019 12:26 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,128669.0,Rakesh Thakur,21-Aug-2019 07:40 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:46 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,129301.0,Varun Sharma,29-Aug-2019 01:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Aug-2019 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,129303.0,YOG RAJ SHARMA,29-Aug-2019 01:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Aug-2019 05:21 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
