Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Amar nath Arora HDM Sh Ved Prakash Sharma Supdt Gr-II,Satish Kumar,17-Aug-2019 03:41 PM,finsummary_44053.pdf (54.65 KB),14-Apr-2020,"INR 689,845",180.0,Satish Kumar,14-Apr-2020 01:24 PM,223.pdf (225.00 KB),AOC,PWD,2019_PWD_30581_1,No/PWD/ksli/NIT/19-20-5310-20 dt 23/7/19,c/o Sultanpur to Mari ka ghat road in km0/0 to 8/180,Er Rajesh kumar,Internal,Er Satish Kumar AE Subathu Sh Paramjit Singh Grover DAO Sh Amar Nath Arora HDM Sh VEd Prakash Sharma supdt Gr II,Satish Kumar,17-Aug-2019 12:13 PM,17-Aug-2019 12:15 PM,techsummary_44053.pdf (60.02 KB),Finance,Financial Bid opening Summary,Satish Kumar,17-Aug-2019 03:29 PM,finance_44053.pdf,BOQ Comparative Chart,1.0,127364.0,KARAN KUMAR,INR,"807,290",Technical,Bid Opening Summary,Satish Kumar,17-Aug-2019 12:00 PM,technical_44053.pdf,1.0,127364.0,KARAN KUMAR,10-Aug-2019 08:33 PM,Accepted-AOC,Lowest Tender,14-Apr-2020 01:24 PM,AOC,1.0,DD - Demand Draft,PWD,No/PWD/ksli/NIT/19-20-5310-20 dt 23/7/19,2019_PWD_30581_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE HPPWD Kasauli,EE HPPWD Kasauli,01-Aug-2019 10:00 AM,16-Aug-2019 11:00 AM,01-Aug-2019 11:00 AM,14-Aug-2019 04:00 PM,NA ,NA ,01-Aug-2019 11:00 AM,14-Aug-2019 04:00 PM,17-Aug-2019 12:15 PM,350.0,EE Kasauli,Kasauli,No,"13,800",Yes,fixed,,EE Kasauli,Kasauli,c/o Sultanpur to Mari ka ghat road in km0/0 to 8/180,C/o Culvert on sultanpur to mari ka Ghat SH c/O hume pipe culvert 900 mm dia at Rd 1/445 1/960 2/770 and 2/885,Please refer Tender documents. ,NA ,"6,89,845",Civil Works,NA ,Tender,90.0,180.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,127837.0,NITESH GARG,14-Aug-2019 03:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Aug-2019 12:00 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,127608.0,Sohan Lal,13-Aug-2019 12:14 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,127557.0,VIKAS KUMAR,12-Aug-2019 09:06 PM,Rejected-AOC,Not Lowest,14-Apr-2020 01:24 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,AOC
