Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,EE Kasauli,Kasauli,No,1.0,DD - Demand Draft,PWD,No.PW/Ksli/NIT/19-20-8999-9009 dt 6/9/19,2019_PWD_31555_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O chandi Hearth Bughar Kanaita road in km 0/0 to 8/500 Under SCCP SH C/O 5.00 Meter span Slab Culvert at Rd 0/710,C/O chandi Hearth Bughar Kanaita road in km 0/0 to 8/500 Under SCCP SH C/O 5.00 Meter span Slab Culvert at Rd 0/710,Please refer Tender documents. ,NA ,"17,65,655",Civil Works,NA ,Tender,90.0,180.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,17-Sep-2019 03:00 PM,01-Oct-2019 11:00 AM,17-Sep-2019 03:30 PM,30-Sep-2019 06:00 PM,NA ,NA ,17-Sep-2019 03:30 PM,30-Sep-2019 06:00 PM,01-Oct-2019 01:40 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),"34,000",No,fixed,,EE Kasauli,Kasauli,EE HPPWD Kasauli,EE HPPWD Kasauli,AOC,Finance,Financial Bid opening Summary,Satish Kumar,01-Oct-2019 03:21 PM,finance_45424.pdf,BOQ Comparative Chart,1.0,132683.0,Rakesh Kumar,INR,"1,375,045",1.0,132585.0,Contractor Babu Ram,27-Sep-2019 01:34 PM,Rejected-AOC,Not Lowest,14-Apr-2020 02:34 PM,Technical,Bid Opening Summary,Satish Kumar,01-Oct-2019 01:16 PM,technical_45424.pdf,PWD,2019_PWD_31555_1,No.PW/Ksli/NIT/19-20-8999-9009 dt 6/9/19,C/O chandi Hearth Bughar Kanaita road in km 0/0 to 8/500 Under SCCP SH C/O 5.00 Meter span Slab Culvert at Rd 0/710,Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Amar nath Arora HDM Sh Ved Prakash sharma Supdt Gr-II,Satish Kumar,01-Oct-2019 01:35 PM,01-Oct-2019 01:40 PM,techsummary_45424.pdf (58.23 KB),Er Rajesh kumar,Internal,Er Satish kumar AE Subathu Sh Amar nath Arora HDM Sh Ved Prakash Sharma Supdt Gr -II,Satish Kumar,01-Oct-2019 03:24 PM,finsummary_45424.pdf (52.07 KB),14-Apr-2020,"INR 1,148,032",180.0,Satish Kumar,14-Apr-2020 02:34 PM,377.pdf (203.00 KB),AOC,AOC
,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,AOC,,,,,,,,,,,,2.0,132683.0,Rakesh Kumar,28-Sep-2019 02:43 PM,Accepted-AOC,Lowest Tender,14-Apr-2020 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,AOC,,,,,,,,,,,,3.0,132702.0,Ved Praksah Verma,29-Sep-2019 06:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Oct-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
