S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"6,000",Nil,Nil,Yes,Consultancy Services for Preparation of Detailed Project Reports under AMRUT 2 Tranche III,Preparation of DPR as per enclosed BOQ,Please refer Tender documents. ,NA ,"3,00,00,000",Consultancy,NA ,Tender,120.0,1095.0,Assam,781006.0,Guwahati ,Office of the Mission Director AMRUT Assam Dispur Guwahati 781006 ,17-Jan-2023 03:00 PM ,Guwahati,No ,No,Mission Director AMRUT Assam,Office of the Mission Director AMRUT Assam Dispur Guwahati 781006,1.0,Fee/PreQual/Technical,.pdf,Qualifying Documents,1.0,extention of time,Date,,09-Jan-2023 06:00 PM,22-Feb-2023 02:00 PM,09-Jan-2023 06:00 PM,21-Feb-2023 05:00 PM,10-Jan-2023 09:00 AM ,17-Jan-2023 11:00 AM ,18-Jan-2023 09:00 AM,21-Feb-2023 05:00 PM,21-Mar-2023 02:00 PM,Urban Development Department||Mission Directorate AMRUT Assam,AS/AMRUT-2.0/1/2023/1 dtd 06.01.2023,2023_UDD_28739_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,"6,00,000",Yes,fixed,,Nil,Nil,AOC,"Secretary, DoHUA, GoA",External,,Kumar Purkayastha,21-Mar-2023 01:59 PM,21-Mar-2023 02:00 PM,techsummary_46288.pdf (2099.77 KB),04-May-2023,INR 1.55664E+7,365.0,Kumar Purkayastha,04-May-2023 12:11 PM,aoc.pdf (295.00 KB),AOC,Technical,all bids are admitted for evaluation,BABUL BORGOHAIN,22-Feb-2023 04:51 PM,,Secretary to the Govt of Assam Department of Housing and Urban Alfairs,External,,Kumar Purkayastha,04-May-2023 12:06 PM,finsummary_46288.pdf (1000.20 KB),Urban Development Department||Mission Directorate AMRUT Assam,2023_UDD_28739_1,AS/AMRUT-2.0/1/2023/1 dtd 06.01.2023,Consultancy Services for Preparation of Detailed Project Reports under AMRUT 2 Tranche III,Finance,all bids are admitted for evaluation,Kumar Purkayastha,04-May-2023 11:36 AM,,BOQ Comparative Chart,1.0,176613.0,DRA CONSULTANTS LIMITED,INR,15566400.0,1,177715,Anvaya Construction Consultancy Pvt Ltd,21-Feb-2023 04:46 PM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,2.0,Replies to Pre bid Queries.,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,176613,DRA CONSULTANTS LIMITED,21-Feb-2023 03:33 PM,Accepted-AOC,L1 BIDDER,04-May-2023 12:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,175561,GREEN Design and Engineering Services Pvt. Ltd.,21-Feb-2023 11:22 AM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,176428,MARS PLANNING ENGINEERING SERVICES PVT LTD,21-Feb-2023 11:43 AM,Rejected-Finance,L4 BIDDER,04-May-2023 12:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,175858,NABARD Consultancy Services,01-Feb-2023 03:11 PM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,174975,NSS ASSOCIATES CONSULTING ENGINEERS AND INFRA PVT LTD,30-Jan-2023 05:15 PM,Rejected-Finance,L5 BIDDER,04-May-2023 12:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,176518,Radiant,21-Feb-2023 04:42 PM,Rejected-Finance,L2 BIDDER,04-May-2023 12:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,175182,Samarth Infra Tech Services Pvt. Ltd.,21-Feb-2023 03:27 PM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,175773,SETECH(India),21-Feb-2023 01:04 PM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,176556,Snow Fountain Consultants,21-Feb-2023 10:25 AM,Rejected-Technical,Non responsive in technical bid,21-Mar-2023 01:59 PM,AOC
