Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
590.0,Nil,Nil,No,Superintending Engineer,"SE (OP) Circle, HPSEBL, Solan, Power House Road Saproon Solan","11,880",No,fixed,,Nil,Nil,29-Apr-2023 10:00 AM,09-May-2023 11:30 AM,29-Apr-2023 10:10 AM,08-May-2023 04:00 PM,29-Apr-2023 10:15 AM ,30-Apr-2023 12:00 PM ,30-Apr-2023 12:05 PM,08-May-2023 04:00 PM,16-May-2023 04:30 PM,HPSEBL||CE(OP) South||SE(OP) Solan,04-2023-24,2023_HPSEB_72566_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,04-2023-24,"E Tender on partial turnkey basis for prov 11 KV HT Line and 11 4 KV 63 KVA SStn for prov SOP to the TWell at Vill Bhatoli Jattan under Electrical Sub Division, HPSEBL, Joghon",A-Class Electrical License with Chief Electrical Inspector Shimla ,NA ,"11,87,933",Electrical Works,HT DTR LT ,Tender,180.0,90.0,Solan,173211.0,NA ,NA ,NA ,"SE (OP) Circle, HPSEBL, Solan",No ,No,1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender Fees,1.0,ICICI BANK,30-May-2023,"INR 813,497",90.0,Mohan Singh Guleria,31-May-2023 11:03 AM,Award042023.pdf (4073.00 KB),Detail award uploaded,Finance,Committee member detail uploaded,Mohan Singh Guleria,16-May-2023 04:39 PM,finance_109142.pdf,BOQ Comparative Chart,Technical,Technically Bid Downloaded successfully and committee member detail uploaded,Mohan Singh Guleria,09-May-2023 12:07 PM,technical_109142.pdf,Superintending Engineer,Internal,Committee Member detail uploaded,Mohan Singh Guleria,16-May-2023 04:24 PM,16-May-2023 04:30 PM,techsummary_109142.pdf (562.09 KB),1.0,345663.0,ABS ENTERPRISES,08-May-2023 02:13 PM,Accepted-AOC,Awarded,31-May-2023,Superintending Engineer,Internal,Committee member detail uploaded,Mohan Singh Guleria,30-May-2023 05:08 PM,finsummary_109142.pdf (562.10 KB),HPSEBL||CE(OP) South||SE(OP) Solan,2023_HPSEB_72566_1,04-2023-24,04-2023-24,1.0,345663.0,ABS ENTERPRISES,INR,"813,497"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A-Class Electrical License with Chief Electrical Inspector Shimla,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,344654.0,Aman Electrical,07-May-2023 02:43 PM,Rejected-Finance,Rejected,30-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID Capacity/Turnover Certificate with CA Certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,345799.0,AMAN ELECTRICAL ENTERPRISES,08-May-2023 10:15 AM,Rejected-Technical,Rejected,16-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,345651.0,A.R ELETRICAL ENTERPRISES,07-May-2023 03:47 PM,Rejected-Technical,Rejected,16-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,345896.0,rajinder singh,08-May-2023 01:16 PM,Rejected-Finance,Rejected,30-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate/completion certificate as per SBD Volume-I, Section-III, Clause No. 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,345818.0,sai venktesh engineering works,08-May-2023 03:27 PM,Rejected-Technical,Rejected,16-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit for Blacklisting/Change of ownership/litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,345184.0,SANJEEV KUMAR,04-May-2023 04:38 PM,Rejected-Finance,Rejected,30-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPFO/ESI No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,345092.0,VINAY KUMAR SHARMA,04-May-2023 04:41 PM,Rejected-Finance,Rejected,30-May-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Joint Venture if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
