Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
07-2023-24,E Tender on partial turnkey basis for prov 11 KV HT Line and 11 4 KV 63 KVA SStn for prov SOP to the T Well at Vill Rampur Harijan Basti under Electrical Sub Division HPSEBL Joghon,A-Class Electrical License with Chief Electrical Inspector Shimla ,NA ,"10,24,197",Electrical Works,HT DTR LT ,Tender,180.0,90.0,Solan,173211.0,NA ,NA ,NA ,"SE (OP) Circle, HPSEBL, Solan",No ,No,"10,240",No,fixed,,Nil,Nil,1.0,ICICI BANK,HPSEBL||CE(OP) South||SE(OP) Solan,07-2023-24,2023_HPSEB_72572_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender Fees,Superintending Engineer,"SE (OP) Circle, HPSEBL, Solan, Power House Road Saproon Solan",29-Apr-2023 10:00 AM,09-May-2023 11:30 AM,29-Apr-2023 10:05 AM,08-May-2023 04:00 PM,29-Apr-2023 10:15 AM ,30-Apr-2023 12:00 PM ,30-Apr-2023 12:05 PM,08-May-2023 04:00 PM,16-May-2023 04:30 PM,Superintending Engineer,Internal,Committee member detail uploaded,Mohan Singh Guleria,31-May-2023 10:53 AM,finsummary_109149.pdf (562.09 KB),HPSEBL||CE(OP) South||SE(OP) Solan,2023_HPSEB_72572_1,07-2023-24,07-2023-24,1.0,345095.0,VINAY KUMAR SHARMA,INR,"711,305",Finance,Committee member detail uploaded,Mohan Singh Guleria,16-May-2023 04:45 PM,finance_109149.pdf,BOQ Comparative Chart,Technical,Technically document downloaded successfully and committee member detail uploaded,Mohan Singh Guleria,09-May-2023 12:18 PM,technical_109149.pdf,31-May-2023,"INR 711,305",90.0,Mohan Singh Guleria,31-May-2023 11:10 AM,Award072023.pdf (3916.00 KB),Detail awarded uploaded,Superintending Engineer,Internal,Committee member detail uploaded,Mohan Singh Guleria,16-May-2023 04:28 PM,16-May-2023 04:30 PM,techsummary_109149.pdf (562.09 KB),1.0,345736.0,ABS ENTERPRISES,08-May-2023 02:28 PM,Rejected-Finance,Rejected,31-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,A-Class Electrical License with Chief Electrical Inspector Shimla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,344652.0,Aman Electrical,30-Apr-2023 09:16 PM,Rejected-Finance,Rejected,31-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID Capacity/Turnover Certificate with CA Certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,345835.0,AMAN ELECTRICAL ENTERPRISES,08-May-2023 10:58 AM,Rejected-Technical,Rejected,16-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,345824.0,sai venktesh engineering works,08-May-2023 03:30 PM,Rejected-Technical,Rejected,16-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,345196.0,SANJEEV KUMAR,04-May-2023 05:08 PM,Rejected-Finance,Rejected,31-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate/completion certificate as per SBD Volume-I, Section-III, Clause No. 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,345095.0,VINAY KUMAR SHARMA,08-May-2023 09:01 AM,Accepted-AOC,Awarded,31-May-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit for Blacklisting/Change of ownership/litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPFO/ESI No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Joint Venture if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
