Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Request for Proposal for selection of agencies for Skill Yatra (Skill Awareness program),Request for Proposal for selection of agencies for Skill Yatra (Skill Awareness program) under Assam Skill Development Mission under SANKALP scheme,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,120.0,45.0,Assam Skill Development Mission Garchuk Guwahati,781035.0,NA ,NA ,NA ,Assam Skill Development Mission Garchuk Guwahati,No ,No,Mission Directotr,Assam Skill Development Mission Garchuk Guwahati-781935,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,06-Jan-2023 09:00 AM,31-Jan-2023 11:00 AM,06-Jan-2023 09:00 AM,30-Jan-2023 05:00 PM,06-Jan-2023 09:00 AM ,11-Jan-2023 04:00 PM ,20-Jan-2023 09:00 AM,30-Jan-2023 05:00 PM,10-Mar-2023 02:30 PM,"1,000",Nil,Nil,No,"25,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,ASDM- ASDM-3189/2022/49,2023_SEED_28655_1,Yes,Open Tender,Works,Services,2.0,No,No,Online,No,No,No,AOC,Finance,Please refer Notice,Vikash Jyoti Kalita,14-Mar-2023 08:07 PM,finance_46103.pdf,BOQ Comparative Chart,Technical,Technical score,Karabi Borgohain,10-Mar-2023 11:56 AM,technical_46103.pdf,Mission Director,Internal,,Vikash Jyoti Kalita,14-Mar-2023 08:10 PM,finsummary_46103.pdf (77.46 KB),MD,Internal,,Karabi Borgohain,10-Mar-2023 12:02 PM,10-Mar-2023 02:30 PM,techsummary_46103.pdf (117.09 KB),Skill Employment and Entrepreneurship Department||Assam Skill Development Mission,2023_SEED_28655_1,ASDM- ASDM-3189/2022/49,Request for Proposal for selection of agencies for Skill Yatra (Skill Awareness program),1.0,CORRIGENDUM_for_Rectification,"Reference to the RFP no ASDM-3189/2022/49 dated 04-01-2023, while uploading in the Assam Tender portal the L1 is mentioned wrongly. Hence, the result is hereby revoke for rectification of the same.",14-Mar-2023 07:44 PM,CORRIGENDUM_for_RFP_on_Skill_Yatra.pdf ,147.73,Financial Opening,1,175695,AISECT,30-Jan-2023 04:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,15-Mar-2023,INR 3490000.0,52.0,Vikash Jyoti Kalita,10-May-2023 11:00 AM,AOC_Acceptance_Skill_Yatra.pdf (390.00 KB),AOC,1.0,175718.0,Unifiers Social Ventures Pvt. Ltd.,INR,3490000.0,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,175160,down town Charity Trust,28-Jan-2023 02:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,175770,IDEAL ABHIJAN,30-Jan-2023 12:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,175766,Indianeers Media Private Limited,30-Jan-2023 04:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,175840,Integrated Learning Solution Pvt.Ltd.,30-Jan-2023 04:57 PM,Rejected-AOC,L2,10-May-2023 11:01 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,175793,jobhut,30-Jan-2023 03:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,175905,SHRISTI CAREERWAYS,30-Jan-2023 04:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,174969,Sumangal Foundation,30-Jan-2023 04:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,175718,Unifiers Social Ventures Pvt. Ltd.,30-Jan-2023 03:09 PM,Accepted-AOC,L1,10-May-2023 11:01 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,175783,Valeur Fabtex Private Limited,30-Jan-2023 03:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Mar-2023 11:56 AM,,,,,,,,,,,,,AOC
