Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
HP Krishi Vishva Vidyalaya||Estate Officer,EE CSKHPV NIT No 2225-32 dt 06/04/2023,2023_HPKV_72045_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of Civil works under JICA ProjCreation of Infrastructure for vegetable seed Production unit SAUs CSKHPKV, Palampur. (SH- Providing and fixing Linked chain fencing in Banuri Farm)","Construction of Civil works under JICA Project Creation of Infrastructure for vegetable seed Production unit SAUs CSKHPKV, Palampur. (SH Providing and fixing Linked chain fencing in Banuri Farm)",Please refer Tender documents. ,NA ,"18,73,538",Civil Works - Buildings,NA ,Tender,75.0,150.0,CSKHPKV Palampur,176062.0,NA ,NA ,NA ,CSKHPKV Palampur,No ,No,Executive Engineer,CSKHPKV Palampur,500.0,EE (Const),"CSKHPKV ,Palampur",No,14-Apr-2023 10:00 AM,24-Apr-2023 10:30 AM,14-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,NA ,NA ,14-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,03-May-2023 12:00 PM,"37,470",No,fixed,,"EE (Const) CSKHPKV,Palampur",SBI- HPAU PALAMPUR,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration (For the appropriate class) and GST Registration,1.0,DD - Demand Draft,1.0,343305.0,Edge India,INR,"2,176,062",30-May-2023,"INR 2,176,062",150.0,Arun Kumar Vyas,20-Jul-2023 02:50 PM,AOC.pdf (288.00 KB),HP Krishi Vishva Vidyalaya||Estate Officer,2023_HPKV_72045_1,EE CSKHPV NIT No 2225-32 dt 06/04/2023,"Construction of Civil works under JICA ProjCreation of Infrastructure for vegetable seed Production unit SAUs CSKHPKV, Palampur. (SH- Providing and fixing Linked chain fencing in Banuri Farm)",Sudhir Sood,Internal,,Arun Kumar Vyas,06-May-2023 11:07 AM,finsummary_108431.pdf (293.30 KB),Finance,Financial Bid Opening,Arun Kumar Vyas,06-May-2023 10:50 AM,finance_108431.pdf,BOQ Comparative Chart,1,343268,ADARSH SOOD,20-Apr-2023 09:26 PM,Rejected-Technical,Non-Responsive,29-Apr-2023,Technical,technical,Arun Kumar Vyas,29-Apr-2023 03:30 PM,technical_108431.pdf,Sudhir Sood,Internal,,Arun Kumar Vyas,29-Apr-2023 03:36 PM,03-May-2023 12:00 PM,techsummary_108431.pdf (445.01 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD and Form 7/8 duly signed by the Contractor,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,343181,Bhupinder PatialGovt. Contract & Supplier,20-Apr-2023 03:13 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,343305,Edge India,21-Apr-2023 11:19 AM,Accepted-AOC,First Lowest,20-Jul-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in the Estate Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,343195,Habans Singh,20-Apr-2023 03:39 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,343276,MOHIT SHARMA,21-Apr-2023 01:00 PM,Rejected-Technical,Non-Responsive,29-Apr-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD and (EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,342962,Saddam Engineering,21-Apr-2023 12:33 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money in FDR from scheduled banks and Cost of tender form in the shape of DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,343398,Sahil Thakur,21-Apr-2023 04:24 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,343015,SANJAY KUMAR JASWAL GOVT.CONTRACTOR,20-Apr-2023 02:02 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,343388,SUBHASH CHAND GOVT CONTRACTOR,21-Apr-2023 02:11 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,343423,TANUJ SHARMA,21-Apr-2023 04:37 PM,Rejected-Finance,Higher Bid,06-May-2023,,,,,,,,,,,,
