Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Tender Stage
CGM Gen APGCL,3rd Floor bijulee bhawan paltan bazar Guwahati 01,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,1.0,SBI Bank,Security cum boundary wall,Construction of security cum boundary wall for the remaining portion along eastern hillside of NTPS wall length 900 m,Please refer Tender documents. ,NA ,"1,27,19,777",Civil Works,NA ,Tender,180.0,180.0,Namrup Thermal Power Station,786622.0,NA ,NA ,NA ,office of CGM Gen,No ,No,"1,000",Nil,Nil,No,"2,54,396",Yes,fixed,,Nil,Nil,06-Dec-2022 06:00 PM,23-Dec-2022 01:00 PM,06-Dec-2022 06:00 PM,22-Dec-2022 04:00 PM,NA ,NA ,06-Dec-2022 06:00 PM,22-Dec-2022 04:00 PM,Assam Power Generation Company Limited,APGCL CGM GEN HNC 2022 23 NTPS boundary wall 15 09,2022_APGCL_28053_1,Yes,Open Tender,Works,Works,1.0,No,No,Online,No,No,No,AOC,MR B BHUYAN,Internal,MR KK BHUYAN CGM NRE MR KAIMAL CGM F N A MR SAIKIA GM C,Manash Gogoi,12-May-2023 03:14 PM,techsummary_44516.pdf (6717.18 KB),Assam Power Generation Company Limited,2022_APGCL_28053_1,APGCL CGM GEN HNC 2022 23 NTPS boundary wall 15 09,Security cum boundary wall,1,169812,B.G. Enterprises,22-Dec-2022 10:03 AM,Rejected-AOC,L9,12-May-2023 04:41 PM,Finance,OPENED,Manash Gogoi,09-May-2023 02:36 PM,,BOQ Comparative Chart,AOC
,,,,.xls,Price Bid BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,169881,CHETIA INFRACON PVT. LTD,21-Dec-2022 09:16 PM,Rejected-AOC,L12,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,167275,dci associates,21-Dec-2022 04:48 PM,Accepted-AOC,L1,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,169699,Dhananjoy Talukdar,21-Dec-2022 05:24 PM,Rejected-AOC,L8,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,167821,Global Oilfield Services (P) Ltd.,21-Dec-2022 05:34 PM,Rejected-Finance,L11,12-May-2023 04:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6,169895,GOURI DIRIAL,22-Dec-2022 03:39 PM,Rejected-AOC,L3,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,7,170110,Himangshu Goswami,22-Dec-2022 03:37 PM,Rejected-AOC,L5,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,8,170010,Mr. Arupjyoti Gohain,22-Dec-2022 10:26 AM,Rejected-AOC,L4,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,9,169340,M/S Mescons Associate,20-Dec-2022 07:23 PM,Rejected-AOC,L7,12-May-2023 04:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,10,170040,M/S S.S. CONSTRUCTION,22-Dec-2022 02:38 PM,Rejected-AOC,L6,12-May-2023 04:41 PM,,,,,,,AOC
