Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
"Construction of Mangan to Antu road Km 0/0 to 3/0 (SH Improvement of curve at RD 0/195 to 0/235, ROFD between km. 0/600 to 1/00 and C/O 900mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 0/920, 1/180, 1/350 and 1/650) under MNP","Construction of Mangan to Antu road Km 0/0 to 3/0 (SH Improvement of curve at RD 0/195 to 0/235, ROFD between km. 0/600 to 1/00 and C/O 900mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 0/920, 1/180, 1/350 and 1/650) under MNP",Please refer Tender documents. ,NA ,"14,82,289",Civil Works - Roads,NA ,Tender,75.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,500.0,Nil,Nil,No,1.0,ICICI BANK,PWD,No.PW.RGH.Tender-2022-23-5311 dt.6.8.22,2022_PWD_63547_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,"30,000",No,fixed,,Nil,Nil,09-Aug-2022 09:00 AM,16-Aug-2022 11:00 AM,09-Aug-2022 09:00 AM,16-Aug-2022 10:30 AM,NA ,NA ,09-Aug-2022 09:00 AM,16-Aug-2022 10:30 AM,18-Aug-2022 01:25 PM,PWD,2022_PWD_63547_1,No.PW.RGH.Tender-2022-23-5311 dt.6.8.22,"Construction of Mangan to Antu road Km 0/0 to 3/0 (SH Improvement of curve at RD 0/195 to 0/235, ROFD between km. 0/600 to 1/00 and C/O 900mm dia RCC Hume pipe culvert alongwith both side wing walls at RD 0/920, 1/180, 1/350 and 1/650) under MNP",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Sh. Rajinder Kumar Supdt.-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Sr.Asstt",Narender verma,18-Aug-2022 01:24 PM,18-Aug-2022 01:25 PM,techsummary_95771.pdf (1514.04 KB),Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha KKamal HDM, Sh. Ghan Shyam Sr.Asstt.",Narender verma,26-Aug-2022 01:23 PM,finsummary_95771.pdf (906.63 KB),04-May-2023,"INR 1,482,289",60.0,Ram Singh Thakur,04-May-2023 01:02 PM,AOC.pdf (1356.00 KB),work awarded to Sh. Tapender Kumar Govt. Contractor,1.0,295702.0,Tapender Thakur,INR,"1,099,190",Finance,SUMMARY,Narender verma,26-Aug-2022 01:15 PM,finance_95771.pdf,BOQ Comparative Chart,1.0,295106.0,Akshay Verma,15-Aug-2022 11:36 PM,Rejected-Finance,L2,26-Aug-2022,Technical,SUMMARY,Narender verma,18-Aug-2022 12:40 PM,technical_95771.pdf
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,295782.0,Pankaj,16-Aug-2022 09:30 AM,Rejected-Finance,L3,26-Aug-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,295698.0,Sunil Kumar,16-Aug-2022 10:16 AM,Rejected-Finance,L4,26-Aug-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,295702.0,Tapender Thakur,16-Aug-2022 10:05 AM,Accepted-AOC,L1,04-May-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES DIRECTIONS, , FORM-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,294964.0,V2N Construction,09-Aug-2022 01:55 PM,Rejected-Finance,L5,26-Aug-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
