S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.2,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1.1,Bank Name
1.0,340973.0,Unipro Techno Infrastructure Pvt Ltd,INR,"317,898,240","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",2023_HPIPH_71386_1,EE-JSV-HMR-E-tenders-2022-23,Source Strengthening of LWSS Bamson Mewa Project in Tehsil Touni Devi District Hamirpur,Chief Engineer,Internal,Supdtt W ACF EE EED SE SED,Sanjay Kumar,31-May-2023 01:24 PM,finsummary_107459.pdf (1344.28 KB),Finance,Proceeding,Sanjay Kumar,31-May-2023 01:21 PM,finance_107459.pdf,BOQ Comparative Chart,Technical,Proceeding,Sanjay Kumar,27-Apr-2023 04:55 PM,technical_107459.pdf,31-May-2023,"INR 317,898,240",730.0,Sanjay Kumar,31-May-2023 01:25 PM,AOC.pdf (1344.00 KB),AOC,Dr SHAM kUMAR CE,Internal,Supdt W AC HPF AED EE EED SE SED,Sanjay Kumar,27-Apr-2023 04:58 PM,27-Apr-2023 05:00 PM,techsummary_107459.pdf (4819.82 KB),1.0,338052.0,HARJEET SINGH,09-Apr-2023 09:34 PM,Rejected-AOC,..,31-May-2023,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",EE-JSV-HMR-E-tenders-2022-23,2023_HPIPH_71386_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,EE JSV DIVISION HAMIRPUR,EE JSV DIVISION HAMIRPUR,1.0,Corrigendum,Date,,Source Strengthening of LWSS Bamson Mewa Project in Tehsil Touni Devi District Hamirpur,"Sub Head Construction of 4 Nos Percolation well, C/O Thrust Block for protection of Rising main , C/O RCC OHST 5,00,000 Liter cap. with 15 meter staging height C/O RCC OHST 8,00,000 Liter cap. with 15 meter staging height, C/O RCC under Ground stor",Please refer Tender documents. ,NA ,"36,67,27,453",Civil Works,NA ,Tender,120.0,730.0,EE JSV DIVISION HAMIRPUR,177001.0,Chief Engineer Jal Shakti Vibhag Hamirpur Zone  ,Chief Engineer Jal Shakti Vibhag Hamirpur Zone  ,04-Apr-2023 11:30 AM ,EE JSV DIVISION HAMIRPUR,No ,No,"36,99,775",No,fixed,,EE JSV DIVISION HAMIRPUR,EE JSV DIVISION HAMIRPUR,"2,500",EE JSV DIVISION HAMIRPUR,EE JSV DIVISION HAMIRPUR,No,23-Mar-2023 09:00 AM,10-Apr-2023 11:30 AM,23-Mar-2023 09:00 AM,10-Apr-2023 11:00 AM,NA ,NA ,23-Mar-2023 09:00 AM,10-Apr-2023 11:00 AM,27-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"(i) The earnest money in favour of Executive Engineer, JAL Shakti Division Hamirpur",1.0,ICICI BANK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,340761.0,Lahoty Buildcon Limited,09-Apr-2023 03:59 PM,Rejected-AOC,..,31-May-2023,,,,,,,,,,,,,,,,,2.0,KEY Plan,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The cost of tender form,2.0,ICICI NEFT/RTGS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,340406.0,R.G. INDUSTRIES,10-Apr-2023 10:24 AM,Rejected-AOC,..,31-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with JAL Shakti Vibhag,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341094.0,SIAN INFRA AND REALCON LLP,10-Apr-2023 01:55 AM,Rejected-AOC,.,31-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover of three years.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,340977.0,Swastik Constructions,10-Apr-2023 10:41 AM,Rejected-AOC,..,31-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed similar works during last seven years ending last day of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,340973.0,Unipro Techno Infrastructure Pvt Ltd,08-Apr-2023 06:21 PM,Accepted-AOC,..,31-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,d) Joint venture is not allowed. However the firm shall be free to engage any number of specialist f,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"e) PAN (Permanent Account No.), GST registration and EPF registration",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,i) The authorization letter regarding digital signature certificate (DSC),,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ii) A scanned copy of undertaking in that I have carefully studied all the,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,
