Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
06-Apr-2023 09:00 AM,13-Apr-2023 11:00 AM,06-Apr-2023 09:00 AM,13-Apr-2023 09:00 AM,NA ,NA ,06-Apr-2023 09:00 AM,13-Apr-2023 09:00 AM,18-Apr-2023 10:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"Job 3 Restoration and repair on Una Santoshgarh road by Providing U-shape drain along the road at RD 4-360 to 4-917 RHS , Tehsil and District Una HP Deposit work","Job 3 Restoration and repair on Una Santoshgarh road by Providing U-shape drain along the road at RD 4-360 to 4-917 RHS , Tehsil and District Una HP Deposit work",Please refer to Bidding Documents ,NA ,"12,84,222",Civil Works - Roads,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 3 Restoration and repair on Una Santoshgarh ro,2023_PWD_71941_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"26,000",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Arvind Chaudhary,17-Apr-2023 01:57 PM,18-Apr-2023 10:00 AM,techsummary_108241.pdf (165.29 KB),PWD,2023_PWD_71941_1,Job 3 Restoration and repair on Una Santoshgarh ro,"Job 3 Restoration and repair on Una Santoshgarh road by Providing U-shape drain along the road at RD 4-360 to 4-917 RHS , Tehsil and District Una HP Deposit work",06-May-2023,"INR 1,284,222",30.0,Baldev Singh,27-Sep-2023 07:18 PM,Awardletter.pdf (1189.00 KB),Awardletter,E.E. Una Division,Internal,"Supdt - A Supdt-Est. Divisional Head Draughtsman , Sr. DAO, and AE to EE",Baldev Singh,19-Apr-2023 03:44 PM,finsummary_108241.pdf (627.18 KB),1.0,341330.0,Charanjeet Singh Govt Contractor,11-Apr-2023 07:02 PM,Rejected-Finance,Not L-1,19-Apr-2023,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,17-Apr-2023 01:50 PM,technical_108241.pdf,Finance,Proceedingregardingopeningoffinancialbids,Baldev Singh,19-Apr-2023 02:40 PM,finance_108241.pdf,BOQ Comparative Chart,1.0,341081.0,Vikas puri,INR,"1,014,535"
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341887.0,Isha constructions,13-Apr-2023 08:59 AM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341891.0,MAHESH ANGRA,12-Apr-2023 09:37 PM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341752.0,MOHIT BEDI,12-Apr-2023 05:37 PM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,341893.0,Satish Kumar,12-Apr-2023 10:22 PM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,341082.0,SUMIT SEHGAL,11-Apr-2023 06:58 PM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,341081.0,Vikas puri,11-Apr-2023 06:55 PM,Accepted-AOC,ok,27-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,341540.0,VIKAS SHARMA,12-Apr-2023 10:25 PM,Rejected-Finance,Not L-1,19-Apr-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Additional Condition sheet may be uploaded duly signed as per bid documents page-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
