Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,"5,000",Nil,Nil,No,"4,40,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,21-Apr-2023 11:00 AM,01-May-2023 11:30 AM,21-Apr-2023 11:00 AM,01-May-2023 11:00 AM,NA ,NA ,21-Apr-2023 11:00 AM,01-May-2023 11:00 AM,10-May-2023 11:00 AM,PWD,No.SEVII/NABARD/ 737-56 Dated 17/04/2023,2023_PWD_72346_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Metalling/Tarring of Kandu Panjoh road ( Upper Panjoh ) Km. 0/0 to 3/560 (SH Retaining walls , Cross drainage GSB, WBM Gr.II, WBM Gr-II, tarring work, Drain Parapets and road furniture etc. including five year routine maintenance ) under NABARD RIDF-","Metalling/Tarring of Kandu Panjoh road ( Upper Panjoh ) Km. 0/0 to 3/560 (SH Retaining walls , Cross drainage GSB, WBM Gr.II, WBM Gr-II, tarring work, Drain Parapets and road furniture etc. including five year routine maintenance ) under NABARD RIDF-",Please refer Tender documents. ,NA ,"2,20,07,571",Civil Works - Roads,NA ,Tender,75.0,365.0,Chamba,176310.0,NA ,NA ,NA ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,Superintending Engineer 7th Circle HPPWD Dalhousie,Superintending Engineer 7th Circle HPPWD Dalhousie,1.0,344692.0,Des Raj and Co.,01-May-2023 10:39 AM,Rejected-Finance,5th lowest,20-May-2023,Technical,Bid opening Summary,Kanav Barota,02-May-2023 11:52 AM,technical_108843.pdf,Finance,Finance bid opening summary,Deepak Mahajan,11-May-2023 03:50 PM,finance_108843.pdf,BOQ Comparative Chart,1.0,344205.0,Manesh Mehta,INR,"16,184,435",PWD,2023_PWD_72346_2,No.SEVII/NABARD/ 737-56 Dated 17/04/2023,"Metalling/Tarring of Kandu Panjoh road ( Upper Panjoh ) Km. 0/0 to 3/560 (SH Retaining walls , Cross drainage GSB, WBM Gr.II, WBM Gr-II, tarring work, Drain Parapets and road furniture etc. including five year routine maintenance ) under NABARD RIDF-",Superintending Engineer,Internal,"Dealing Assistant Superintendent Gr-II Engineer Officer Executive Engineer design Executive Engineer, Chamba Division HPPWD Chamba",Kanav Barota,04-May-2023 06:25 PM,10-May-2023 11:00 AM,techsummary_108843.pdf (2437.32 KB),SE,Internal,Dealing Assistant Supdt.FrII (W) EO and EE D,Rajeev Kumar,20-May-2023 01:30 PM,finsummary_108843.pdf (179.75 KB),20-May-2023,"INR 19,482,890",365.0,Rajeev Kumar,20-May-2023 01:48 PM,2041-50dsated20.5.2023.pdf (1206.00 KB),"Metalling/Tarring of Kandu Panjoh road ( Upper Panjoh ) Km. 0/0 to 3/560 (SH Retaining walls , Cross drainage"
,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. Scanned copy of e-Payment,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,344523.0,Kamal Thakur,01-May-2023 10:18 AM,Rejected-Finance,4th lowest,20-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. Scanned copy of e-Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,344205.0,Manesh Mehta,30-Apr-2023 07:55 PM,Accepted-AOC,Work awarded to the contractor and contractor has submit the required performance security,20-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,344610.0,M/S SAHAB SINGH THAKUR ENGINEERS & CONTRACTORS,01-May-2023 08:39 AM,Rejected-Finance,2nd lowest,20-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,344425.0,Surinder Pal Dhall,29-Apr-2023 08:45 PM,Rejected-Finance,3rd lowest,20-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Q.I. as per Section-2 Cl (4.2 g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
