Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,28-Jan-2023 10:30 AM,08-Feb-2023 11:30 AM,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,13-Feb-2023 03:00 PM,1.0,CORRIGENDUM,Date,,PWD,ANNUAL MAINTENANCE PLAN ON BIJHARI CHALSAI GHANGOT,2023_PWD_67529_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,"1,15,700",No,fixed,,Nil,Nil,"ANNUAL MAINTENANCE PLAN ON BIJHARI CHALSAI GHANGOT ROAD, CHAKMOH TO SATHWIN ROAD","PROVIDING AND LAYING BITUMINOUS CONCRETE 30MM THICK IN KM. 0/00 TO 4/00 AND 0/00 TO 2/00 RESPECTIVELY WITH PAVER FINISHER) (DRRP NO. HP-03-05- VR0012, VR0013).",Please refer Tender documents. ,NA ,"83,11,555",Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,"2,000",Nil,Nil,No,1.0,ICICI BANK,PWD,2023_PWD_67529_1,ANNUAL MAINTENANCE PLAN ON BIJHARI CHALSAI GHANGOT,"ANNUAL MAINTENANCE PLAN ON BIJHARI CHALSAI GHANGOT ROAD, CHAKMOH TO SATHWIN ROAD",Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Rajinder Singh,13-Feb-2023 01:00 PM,13-Feb-2023 03:00 PM,techsummary_101725.pdf (1580.82 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Rajinder Singh,27-Feb-2023 02:30 PM,finsummary_101725.pdf (662.83 KB),06-May-2023,"INR 8,311,555",60.0,Rajinder Singh,06-May-2023 11:28 AM,him.pdf (426.00 KB),"ANNUAL MAINTENANCE PLAN ON BIJHARI CHALSAI GHANGOT ROAD, CHAKMOH TO SATHWIN ROAD",Finance,FIN BID SUMMARY,Rajinder Singh,27-Feb-2023 01:24 PM,finance_101725.pdf,BOQ Comparative Chart,1.0,320846.0,HIMALAYAN TECHNO GOVT CONTRACTOR,INR,"7,642,766",1.0,320496.0,anil thakur,07-Feb-2023 07:28 PM,Rejected-Finance,L1L2L3L4L5,27-Feb-2023,Technical,bidsummary,Rajinder Singh,13-Feb-2023 12:59 PM,technical_101725.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,320852.0,Gian Chand Contactor,08-Feb-2023 07:13 AM,Rejected-Finance,L1L2L3L4L5,27-Feb-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,320846.0,HIMALAYAN TECHNO GOVT CONTRACTOR,07-Feb-2023 09:40 PM,Accepted-AOC,L 1,06-May-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,317976.0,KASMIR SINGH CONTACTOR,08-Feb-2023 08:15 AM,Rejected-Finance,L1L2L3L4L5,27-Feb-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,317457.0,S.S.Chauhans Construction Private Limted,07-Feb-2023 07:18 PM,Rejected-Finance,L1L2L3L4L5,27-Feb-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Turn Over duly signed by the C.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
