Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
1.0,Fee/PreQual/Technical,.pdf,Cost of tender - indicated in schedule E at Sr. No. (ii),PWD,Tender/ 6239-88 dated 28.07.2022,2022_PWD_63315_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Improvement of black spot on Kolar Bilaspur road km. 0/0 to 12/00. (SH-C/O C.C. R wall and parapet from RD. 10/605 to 10/620).,Improvement of black spot on Kolar Bilaspur road km. 0/0 to 12/00. (SH-C/O C.C. R wall and parapet from RD. 10/605 to 10/620).,Please refer tender document ,NA ,"12,79,300",Civil Works - Roads,NA ,Tender,75.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"25,600",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,05-Aug-2022 04:30 PM,12-Aug-2022 11:00 AM,05-Aug-2022 05:00 PM,12-Aug-2022 10:30 AM,NA ,NA ,05-Aug-2022 05:00 PM,12-Aug-2022 10:30 AM,16-Aug-2022 04:40 PM,500.0,Nil,Nil,No,1.0,ICICI BANK,PWD,2022_PWD_63315_1,Tender/ 6239-88 dated 28.07.2022,Improvement of black spot on Kolar Bilaspur road km. 0/0 to 12/00. (SH-C/O C.C. R wall and parapet from RD. 10/605 to 10/620).,Er. K. L. Chaudhary,Internal,"Sh. Vishal Upadhyay DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,16-Aug-2022 04:31 PM,16-Aug-2022 04:40 PM,techsummary_95453.pdf (1316.34 KB),Er. K. L. Chaudhary,Internal,"Sh. Vishal Upadhyay DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,06-Sep-2022 03:53 PM,finsummary_95453.pdf (281.29 KB),26-May-2023,"INR 1,279,300",90.0,Dalip Singh Tomar,26-May-2023 01:26 PM,aoc.pdf (1062.00 KB),AOC,1,294834,ASLAM,08-Aug-2022 08:37 PM,Rejected-Technical,Not Qualified,16-Aug-2022,Technical,Bid Opening Summary,Kishan Lal Chaudhary,16-Aug-2022 04:26 PM,technical_95453.pdf,1.0,295266.0,Mumtaj Ali Civil Contractor,INR,"1,340,138",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,06-Sep-2022 03:49 PM,finance_95453.pdf,BOQ Comparative Chart
,,.pdf,Earnest money-indicated in schedule F at sr. No. (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,2,295344,Balbinder Kumar,11-Aug-2022 04:16 PM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,Copy of Contractor registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,295442,FAREED HASHMI,11-Aug-2022 11:23 PM,Rejected-Finance,L2,06-Sep-2022,,,,,,,,,,,,,,,,
,,.pdf,Copy of GST Registration (Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,295253,IQBAL SINGH,10-Aug-2022 08:54 PM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,List of incomplete works in hand general rule sr. No 28.1 duly signed by the concerned officer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,294851,IQUBAL,08-Aug-2022 08:16 PM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,Bid will be rejected if any incomplete work noticed beyond stipulated period without genuine reasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,294843,Iran,08-Aug-2022 08:26 PM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership/Affidavit etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,295091,Islam,10-Aug-2022 10:42 AM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,"If contractor takes machinery on hire basis, affidavit is required from the owner/provider a/w proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,295266,Mumtaj Ali Civil Contractor,10-Aug-2022 10:42 PM,Accepted-AOC,Work Completed,26-May-2023,,,,,,,,,,,,,,,,
,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,295469,Nazar Ali,12-Aug-2022 07:48 AM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,295318,REHMAN MOHD,11-Aug-2022 07:21 PM,Rejected-Technical,Not Qualified,16-Aug-2022,,,,,,,,,,,,,,,,
