Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
PWD,Nagrota 04-04,2023_PWD_71907_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,04-Apr-2023 05:00 PM,12-Apr-2023 11:30 AM,04-Apr-2023 05:00 PM,12-Apr-2023 10:00 AM,NA ,NA ,04-Apr-2023 05:00 PM,12-Apr-2023 10:00 AM,28-Apr-2023 11:00 AM,1.0,ICICI BANK,"63,150",No,fixed,,Nil,Nil,"1,500",Nil,Nil,No,Construction of PG Hostel for Boys in Dr RPGMC Tanda District Kangra (HP) (SH-Construction of boundary wall and Gate).,Construction of PG Hostel for Boys in Dr RPGMC Tanda District Kangra (HP) (SH-Construction of boundary wall and Gate).,Please refer Tender documents. ,NA ,"31,60,189",Civil Works - Buildings,NA ,Tender,120.0,60.0,Tanda,176047.0,NA ,NA ,NA ,O/o EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,Executive Engineer,O/o EE HP PWD Division Tanda at Nagrota Bagwan,Executive Engineer,Internal,AE DAO SUpdt HDM,Suresh Kumar Walia,26-Apr-2023 12:41 PM,28-Apr-2023 11:00 AM,techsummary_108180.pdf (693.07 KB),PWD,2023_PWD_71907_1,Nagrota 04-04,Construction of PG Hostel for Boys in Dr RPGMC Tanda District Kangra (HP) (SH-Construction of boundary wall and Gate).,08-May-2023,"INR 3,160,189",60.0,Suresh Kumar Walia,16-May-2023 03:06 PM,award.pdf (284.00 KB),Award,Executive Engineer,Internal,AE DAO Supdt HDM,Suresh Kumar Walia,06-May-2023 10:38 AM,finsummary_108180.pdf (184.05 KB),1.0,341242.0,Saini,INR,"2,579,663",Finance,sum,Suresh Kumar Walia,06-May-2023 10:36 AM,finance_108180.pdf,BOQ Comparative Chart,1.0,341339.0,ARUN KUMAR,11-Apr-2023 07:00 PM,Rejected-Technical,Document not received as per requirement,26-Apr-2023,Technical,SUM,Suresh Kumar Walia,26-Apr-2023 12:39 PM,technical_108180.pdf
,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,340740.0,PARDEEP KUMAR,12-Apr-2023 09:03 AM,Rejected-Finance,Lowest 2,06-May-2023,,,,,
,,,,,,,,,,,,,,,,.pdf,"GST Registration , Pan No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341242.0,Saini,11-Apr-2023 09:55 AM,Accepted-AOC,Award,16-May-2023,,,,,
,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
