Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
Executive Engineer R B M C Shimla,Executive Engineer R B M C Shimla,"11,000",No,fixed,,Executive Engineer R B M C Shimla,Shimla,1.0,DD - Demand Draft,350.0,Executive Engineer R B M C Shimla,Shimla,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form in shape of DD and Earnest money in shape of FDR as per E procurement noticeCost of for,Restoration of rain Damages near Primary School Bakhrai in ward No 25 Malyana (SH Construction of Retaining wall Length 10 00 mtrs) RD 0 30 to 0 50,Restoration of rain Damages near Primary School Bakhrai in ward No 25 Malyana (SH Construction of Retaining wall Length 10 00 mtrs) RD 0 30 to 0 50,Please refer Tender Documents ,NA ,"5,49,412",Civil Works,NA ,Tender,120.0,60.0,Shimla,171001.0,NA ,NA ,NA ,MC Shimla,No ,No,Municipal Corporation Shimla,3814Dated25062022,2022_MC_62424_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,04-Jul-2022 05:00 PM,16-Jul-2022 02:00 PM,04-Jul-2022 05:00 PM,15-Jul-2022 05:00 PM,NA ,NA ,04-Jul-2022 05:00 PM,15-Jul-2022 05:00 PM,22-Jul-2022 04:15 PM,1.0,291372.0,vinod kumar,INR,"455,550",Municipal Corporation Shimla,2022_MC_62424_1,3814Dated25062022,Restoration of rain Damages near Primary School Bakhrai in ward No 25 Malyana (SH Construction of Retaining wall Length 10 00 mtrs) RD 0 30 to 0 50,Executive Engineer,Internal,"AGM SJPNL, AO",Rajesh Thakur,22-Jul-2022 04:03 PM,22-Jul-2022 04:15 PM,techsummary_94115.pdf (331.24 KB),Finance,BOS,Gopesh Behl,22-Jul-2022 04:20 PM,finance_94115.pdf,BOQ Comparative Chart,23-May-2023,"INR 616,984",60.0,Rajesh Thakur,23-May-2023 03:03 PM,2022_MC_62424_1.pdf (484.00 KB),AOC,1,291442,Devi Prakash Sharma,15-Jul-2022 03:28 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,EE,Internal,AGM SJPNL AO,Rajesh Thakur,23-May-2023 03:02 PM,finsummary_94115.pdf (314.77 KB),Technical,BOS,Gopesh Behl,22-Jul-2022 02:56 PM,technical_94115.pdf
,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Certificate of registration with HPPWD in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,291197,GIAN SHARMA GOVT CONTRECTOR,14-Jul-2022 02:36 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Income Tax GST and EPF registration PAN Permanent Account No and GST No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,291301,Hukam Singh,15-Jul-2022 02:42 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Scanned Copy of tender documents i.e. NIT (E-procurement notice) Performa and Form MW-7 duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,291376,Lokesh Bali,15-Jul-2022 08:31 AM,Rejected-Finance,Rejected,23-May-2023,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Affidavit duly signed with reference to condition No. 10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,291447,Mandeep Thakur,15-Jul-2022 04:39 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,Scanned copy of Letter Head with reference to condition No. 10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,291037,manoj kumar,12-Jul-2022 03:00 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,290696,Pankaj Chauhan,15-Jul-2022 02:14 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,291373,Pradeep Singh,15-Jul-2022 08:38 AM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,291438,RAMESH VIJ,15-Jul-2022 03:15 PM,Not Admitted-Fee/PreQual/Technical,Others-Document not submitted,22-Jul-2022,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,291374,Sandeep,15-Jul-2022 08:23 AM,Rejected-Finance,Rejected,23-May-2023,,,,,,,,,,,
