Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At
Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,20-Jul-2021 11:54 AM,finsummary_72551.pdf (407.17 KB),30-May-2023,"INR 1,590,439",90.0,Dalip Singh Tomar,30-May-2023 05:25 PM,aoc.pdf (991.00 KB),AOC,PWD,2021_PWD_48406_2,tender/2021-22-785-834 dated 11.05.2021,Construction of link road to village Dadhiyat in G.P. Chhachheti km.0/0 to 1/300.,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,07-Jul-2021 12:32 PM,07-Jul-2021 04:00 PM,techsummary_72551.pdf (739.73 KB),Finance,fin bid opening summary,Kishan Lal Chaudhary,20-Jul-2021 11:50 AM,finance_72551.pdf,BOQ Comparative Chart,1.0,218591.0,Nazar Ali,INR,"1,814,425",Technical,Bid Opening Summary,Dalip Singh Tomar,07-Jul-2021 11:36 AM,technical_72551.pdf,1.0,218823.0,Balinder Dutt,23-Jun-2021 08:56 PM,Rejected-Finance,L2,20-Jul-2021,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),Executive engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),PWD,tender/2021-22-785-834 dated 11.05.2021,2021_PWD_48406_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,16-Jun-2021 04:30 PM,25-Jun-2021 11:00 AM,16-Jun-2021 05:00 PM,24-Jun-2021 05:00 PM,NA ,NA ,16-Jun-2021 05:00 PM,24-Jun-2021 05:00 PM,07-Jul-2021 04:00 PM,500.0,Nil,Nil,No,Construction of link road to village Dadhiyat in G.P. Chhachheti km.0/0 to 1/300.,"(SH-P/L G-III and 20mm thick premix carpet surfacing in km.0/0 to 1/300, V-shape drain in RD.0/0 to 1/0).Under SCSP.",Please refer tender document. ,NA ,,Civil Works - Roads,NA ,Tender,75.0,90.0,Painta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,ICICI BANK,"31,800",No,fixed,,Nil,Nil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,218853.0,Basti Ram,24-Jun-2021 10:13 AM,Rejected-Finance,L3,20-Jul-2021,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,218592.0,mahender,24-Jun-2021 11:15 AM,Rejected-Finance,L4,20-Jul-2021,,,.pdf,Contractors registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,218384.0,Mohan Singh,21-Jun-2021 06:21 PM,Rejected-Finance,L5,20-Jul-2021,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,218591.0,Nazar Ali,24-Jun-2021 03:47 PM,Accepted-AOC,Security deducted,30-May-2023,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,218390.0,NITIN SHARMA,21-Jun-2021 06:35 PM,Rejected-Finance,L7,20-Jul-2021,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,218254.0,SATISH KUMAR,21-Jun-2021 04:36 PM,Rejected-Finance,L6,20-Jul-2021,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him (General Rule Sr.No.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
