EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
"83,500",Yes,fixed,,EE Chopal,Chopal,PWD,CHD_12735-12834_1,2023_PWD_68001_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender,C/o Salana Jhina road km. 0/0 to 5/0,"Providing and laying Grading-I and Grading-II in between km. 0/0 to 3/0, HPC 900mm dia at different RDs, C/o katcha side drain km. 0/0 to 3/0, Improvement of Geometrics, removal of existing slips and regrading in between different RDs",As per SBD ,NA ,"49,85,454",Civil Works - Roads,NA ,Rate Contract,90.0,NA ,Chopal,171211.0,NA ,NA ,NA ,Divisional Office,No ,No,03-Feb-2023 06:00 PM,13-Feb-2023 11:00 AM,03-Feb-2023 06:00 PM,10-Feb-2023 05:00 PM,NA ,NA ,03-Feb-2023 06:00 PM,10-Feb-2023 05:00 PM,13-Mar-2023 11:00 AM,500.0,EE Chopal,Chopal,Yes,1.0,DD - Demand Draft,Executive Engineer,HPPWD Division Chopal,1.0,321005.0,BHARAT BHUSHAN,08-Feb-2023 04:49 PM,Rejected-Technical,Non responsive,09-Mar-2023,Technical,TER,Jai Ram Thakur,09-Mar-2023 11:07 AM,,1.0,321041.0,Ramesh Kumar Ranaik,INR,"6,098,984",Finance,Bid Opening Summary,Jai Ram Thakur,01-May-2023 04:57 PM,finance_102443.pdf,BOQ Comparative Chart,PWD,2023_PWD_68001_1,CHD_12735-12834_1,C/o Salana Jhina road km. 0/0 to 5/0,Executive Engineer,Internal,Supdt Gr.II HDM and AE Chopal,Jai Ram Thakur,09-Mar-2023 11:47 AM,13-Mar-2023 11:00 AM,techsummary_102443.pdf (459.34 KB),Er Rakesh Thakur,Internal,AE HDM Supdt Gr II,Jai Ram Thakur,01-May-2023 05:04 PM,finsummary_102443.pdf (466.46 KB),01-May-2023,"INR 6,098,984",90.0,Jai Ram Thakur,01-May-2023 05:23 PM,AOC.pdf (805.00 KB),Work awarded to the contractor after negotiation.
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,2.0,321488.0,Kuldeep Bhandari,10-Feb-2023 03:09 PM,Rejected-Technical,Non responsive,09-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration of 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,321050.0,Manjeev Kumar,09-Feb-2023 02:23 PM,Rejected-AOC,Rejected,01-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,321414.0,Narain Singh Chauhan,10-Feb-2023 09:30 AM,Rejected-AOC,Rejected,01-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done/work in hand certificate rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,320816.0,Om Prakash Chauhan,07-Feb-2023 06:26 PM,Rejected-Technical,Non responsive,09-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machineries clause 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,321041.0,Ramesh Kumar Ranaik,10-Feb-2023 11:44 AM,Accepted-AOC,Accepted,01-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover dully certified from CA clause 28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,321227.0,SANDEEP KUMAR,09-Feb-2023 01:08 PM,Rejected-Technical,Non responsive,09-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No. Registration of Labour Act 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of true and correctness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No Gazetted of Govt. employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other important documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
