Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
28-Jan-2023 10:30 AM,08-Feb-2023 11:30 AM,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,13-Feb-2023 03:00 PM,1.0,ICICI BANK,"2,000",Nil,Nil,No,"1,15,400",No,fixed,,Nil,Nil,"ANNUAL MAINTENANCE PLAN ON SOUR TO DAIN ROAD, SANGIANA DA TIYALA TO LAKOH ROAD, MASLANA BHUTLAR ROAD","PROVIDING AND LAYING BITUMINOUS CONCRETE 30MM THICK IN KM. 0/00 TO 3/00, 0/00 TO 1/00 AND 0/00 TO 2/00 RESPECTIVELY WITH PAVER FINISHER) (UNDER PMGSY DRRP NO. HP-03-05- VR0031, VR0113 AND VR0115)",Please refer Tender documents. ,NA ,"82,84,404",Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,1.0,CORRIGENDUM,Date,,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,PWD,"ANNUAL MAINTENANCE PLAN ON SOUR TO DAIN ROAD,",2023_PWD_67520_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,Finance,FIN BID SUMMARY,Rajinder Singh,27-Feb-2023 01:23 PM,finance_101720.pdf,BOQ Comparative Chart,1.0,320848.0,HIMALAYAN TECHNO GOVT CONTRACTOR,INR,"7,642,766",1.0,318465.0,Gian Chand Contactor,08-Feb-2023 07:59 AM,Rejected-Finance,L1L2L3L3,27-Feb-2023,Technical,bidopensummary,Rajinder Singh,13-Feb-2023 12:52 PM,technical_101720.pdf,Executive Engineer,Internal,"Tender Assistant, Supdt, HDM,DAO",Rajinder Singh,13-Feb-2023 12:54 PM,13-Feb-2023 03:00 PM,techsummary_101720.pdf (1400.10 KB),PWD,2023_PWD_67520_1,"ANNUAL MAINTENANCE PLAN ON SOUR TO DAIN ROAD,","ANNUAL MAINTENANCE PLAN ON SOUR TO DAIN ROAD, SANGIANA DA TIYALA TO LAKOH ROAD, MASLANA BHUTLAR ROAD",06-May-2023,"INR 8,284,404",60.0,Rajinder Singh,06-May-2023 11:30 AM,him.pdf (426.00 KB),"ANNUAL MAINTENANCE PLAN ON SOUR TO DAIN ROAD, SANGIANA DA TIYALA TO LAKOH ROAD, MASLANA BHUTLAR ROAD",Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Rajinder Singh,27-Feb-2023 02:25 PM,finsummary_101720.pdf (660.67 KB)
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,,,,,,,,,,,,2.0,320848.0,HIMALAYAN TECHNO GOVT CONTRACTOR,08-Feb-2023 10:13 AM,Accepted-AOC,L 1,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,3.0,320714.0,OM PARKASH SHARMA AND SONS,07-Feb-2023 08:15 PM,Rejected-Finance,L1L2L3L3,27-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,4.0,317456.0,S.S.Chauhans Construction Private Limted,07-Feb-2023 07:41 PM,Rejected-Finance,L1L2L3L3,27-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Turn Over duly signed by the C.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
