Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.2,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder
EE,Internal,Supdt HDM DAO,Vinod Kanwar,19-May-2023 05:24 PM,finsummary_104653.pdf (91.11 KB),30-May-2023,"INR 8,523,608",60.0,Rajinder Singh,30-May-2023 05:52 PM,Omparkash.pdf (157.00 KB),ANNUAL MAINTENANCE PLAN ON SALAUNI BIJHARI DEOTSIDH ROAD,PWD,2023_PWD_69351_1,PW-BSR-E-105-22-23-19279-378 dt. 16.02.2023,ANNUAL MAINTENANCE PLAN ON SALAUNI BIJHARI DEOTSIDH ROAD.,Executive Engineer,Internal,"Supdt.,HDM,DAO",Rajinder Singh,13-Mar-2023 05:32 PM,14-Mar-2023 11:00 AM,techsummary_104653.pdf (1792.61 KB),Technical,Bid Summary,Rajinder Singh,13-Mar-2023 05:31 PM,technical_104653.pdf,1.0,330469.0,anil thakur,02-Mar-2023 05:36 PM,Rejected-Finance,L 2,19-May-2023,1.0,330873.0,OM PARKASH SHARMA AND SONS,INR,"7,245,066",Finance,fin bid,Vinod Kanwar,19-May-2023 05:19 PM,finance_104653.pdf,BOQ Comparative Chart,24-Feb-2023 10:30 AM,03-Mar-2023 12:00 PM,24-Feb-2023 10:30 AM,03-Mar-2023 11:30 AM,NA ,NA ,24-Feb-2023 10:30 AM,03-Mar-2023 11:30 AM,14-Mar-2023 11:00 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,PWD,PW-BSR-E-105-22-23-19279-378 dt. 16.02.2023,2023_PWD_69351_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,17,800",No,fixed,,Nil,Nil,"2,000",Nil,Nil,No,ANNUAL MAINTENANCE PLAN ON SALAUNI BIJHARI DEOTSIDH ROAD.,"P/L BITUMINOUS CONCRETE 30MM THICK IN 10/00 TO 11/00, 12/00 TO 14/00 AND 16/00 TO 18/00 WITH PAVER FINISHER) (DRRP NO. HP-03-03 VR0124 UNDER PMGSY INCENTIVE).",Please refer Tender documents. ,NA ,"85,23,608",Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,330561.0,Karan Raj Singh,01-Mar-2023 07:07 PM,Rejected-Finance,L 5,19-May-2023,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,330178.0,KASMIR SINGH CONTACTOR,03-Mar-2023 10:15 AM,Rejected-Finance,L 6,19-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,330696.0,MOHINDER PAL GOVT. CONTRACTOR,02-Mar-2023 10:35 AM,Rejected-Finance,L 3,19-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,330993.0,MSC Roads and Bridges Private Limited,02-Mar-2023 07:35 PM,Rejected-Finance,L 4,19-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,330873.0,OM PARKASH SHARMA AND SONS,02-Mar-2023 04:51 PM,Accepted-AOC,Work Awarded,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,329240.0,S.S.Chauhans Construction Private Limted,02-Mar-2023 05:51 PM,Rejected-Finance,L 2,19-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Turn Over duly signed by the C.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
