Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed
Technical,Summary,Arun Vashisht,13-Apr-2023 05:55 PM,technical_107469.pdf,1.0,340382.0,ARUN KUMAR,05-Apr-2023 02:06 PM,Accepted-AOC,Accepted,17-May-2023,Finance,Summary,Arun Vashisht,06-May-2023 12:36 PM,finance_107469.pdf,BOQ Comparative Chart,1.0,340382.0,ARUN KUMAR,INR,"30,872,334",SE,Internal,DAO EE (F) EE(D),Arun Vashisht,06-May-2023 12:43 PM,finsummary_107469.pdf (698.73 KB),17-May-2023,"INR 30,872,334",547.0,Arun Vashisht,17-May-2023 03:07 PM,71394.pdf (1353.00 KB),AOC,PWD,2023_PWD_71394_1,SEIX/WS/E-TENDER/22-23-9385-94 DT 13.3.23,"Construction of Kodu Bela to Paral via Jatt Beli road km 0/0 to 7/515 SH Formation cutting, Retaining walls, Cross Drainage Works, GSB, WBM II, WBM III, Tarring, Cement Concrete Pavement, Drain and Parapet including five years routine maintenance U",SE,Internal,DAO EE Fatehpur EE (D),Arun Vashisht,13-Apr-2023 06:02 PM,18-Apr-2023 11:00 AM,techsummary_107469.pdf (7341.05 KB),PWD,SEIX/WS/E-TENDER/22-23-9385-94 DT 13.3.23,2023_PWD_71394_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,23-Mar-2023 10:00 AM,06-Apr-2023 11:00 AM,23-Mar-2023 10:00 AM,05-Apr-2023 05:00 PM,NA ,NA ,23-Mar-2023 10:00 AM,05-Apr-2023 05:00 PM,18-Apr-2023 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Copy of document of online payment on account of Bid document as per Section 1(2),SUPERINTENDING ENGINEER 9TH CIRCLE HPPWD NURPUR,SUPERINTENDING ENGINEER 9TH CIRCLE HPPWD NURPUR,"Construction of Kodu Bela to Paral via Jatt Beli road km 0/0 to 7/515 SH Formation cutting, Retaining walls, Cross Drainage Works, GSB, WBM II, WBM III, Tarring, Cement Concrete Pavement, Drain and Parapet including five years routine maintenance U","Construction of Kodu Bela to Paral via Jatt Beli road km 0/0 to 7/515 SH Formation cutting, Retaining walls, Cross Drainage Works, GSB, WBM II, WBM III, Tarring, Cement Concrete Pavement, Drain and Parapet including five years routine maintenance U",Please refer Tender documents. ,NA ,"5,05,97,180",Civil Works,NA ,Tender,75.0,547.0,FATEHPUR,176053.0,NA ,NA ,NA ,Fatehpur,No ,No,1.0,ICICI BANK,"10,12,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No
,,,,,2.0,340214.0,M/s R.K Mahajan Govt Contractor,05-Apr-2023 12:53 PM,Rejected-Finance,Reject,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of document of online payment on account of Bid security as per Section 1,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,
,,,,,3.0,340584.0,Nishchal Mahajan,05-Apr-2023 02:29 PM,Rejected-Finance,Reject,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration certificate, Legal status as per ITB Section 2 4.2 (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.0,340534.0,rajat thakur govt contractor,05-Apr-2023 03:52 PM,Rejected-Finance,Reject,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid Registration under EPF miscellaneous Provision Act. 1952 ITB Sec. 2(4.1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.0,340271.0,V S SAINI,03-Apr-2023 06:16 PM,Rejected-Finance,Reject,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover certificate from CA for last financial year with Profit and loss report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate of similar Nature for last five years duly signed by the concerned Executive E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of work in hand/ existing commitments duly signed by the Executive Engineer concerned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery/equipments with ownership/ hired /lease, buying proof.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of availability of technical Persons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
