Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Technical,Verified,MRIDUL TALUKDAR,15-Feb-2023 05:02 PM,,"Chief Engineer (Roads), PWRD, Assam",Internal,,MRIDUL TALUKDAR,15-Feb-2023 05:04 PM,15-Feb-2023 05:30 PM,techsummary_44183.pdf (421.39 KB),Finance,financial opened,MRIDUL TALUKDAR,15-Feb-2023 08:55 PM,,BOQ Comparative Chart,08-May-2023,INR 1.08215E+7,270.0,BHABANANDA DEKA,08-May-2023 04:54 PM,MMPPNA292a.pdf (236.00 KB),Awarded as L1 Bidder,Public Works Roads Department,2022_PWD_27897_292,CE/DEV/TB/235/2022-23/01,"MMPPNA_22_23_292 Construction of road from Samoguri-Okhalchuk road from Ch. 0.00 m to 1800.00 m including routine maintenance for 4 (four) years under Mukhya Mantrir Paki Path Nirman Achani for the year 2022-23, Majuli LAC","Chief Engineer (Roads), PWRD, Assam",Internal,,BHABANANDA DEKA,08-May-2023 04:52 PM,finsummary_44183.pdf (257.92 KB),1,169323,DEBAJIT BARUAH,21-Dec-2022 12:55 PM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,1.0,169583.0,Sri Prasanta Bhagawati,INR,10821500.0,AOC,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Documents,Public Works Roads Department,CE/DEV/TB/235/2022-23/01,2022_PWD_27897_292,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"MMPPNA_22_23_292 Construction of road from Samoguri-Okhalchuk road from Ch. 0.00 m to 1800.00 m including routine maintenance for 4 (four) years under Mukhya Mantrir Paki Path Nirman Achani for the year 2022-23, Majuli LAC","MMPPNA_22_23_292 Construction of road from Samoguri-Okhalchuk road from Ch. 0.00 m to 1800.00 m including routine maintenance for 4 (four) years under Mukhya Mantrir Paki Path Nirman Achani for the year 2022-23, Majuli LAC",Please refer Tender documents. ,NA ,"1,23,38,000",Civil Works,NA ,Tender,180.0,270.0,Majuli,781003.0,"Development Branch, O/o the CE (Roads)PWRD, Assam  ","O/o the Chief Engineer,(Roads)PWRD, Assam , Chandmari, Guwahati-781003 ",14-Dec-2022 12:00 PM ,"Development Branch, O/o the CE (Roads)PWRD, Assam",No ,No,"2,56,000",Yes,fixed,,Nil,Nil,"2,560",Nil,Nil,No,1.0,SBI Bank,05-Dec-2022 09:00 AM,23-Dec-2022 02:30 PM,05-Dec-2022 09:00 AM,22-Dec-2022 02:00 PM,05-Dec-2022 09:00 AM ,14-Dec-2022 12:00 PM ,15-Dec-2022 02:00 PM,22-Dec-2022 02:00 PM,15-Feb-2023 05:30 PM,"Chief Engineer, Roads, PWRD","O/o the Chief Engineer,(Roads)PWRD, Assam , Chandmari, Guwahati-781003",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,169273,Dipali Saikia,21-Dec-2022 02:28 PM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,170044,ganesh dey,22-Dec-2022 11:55 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 05:02 PM,,,,,,AOC,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,169292,Lakhyajit Kaman,20-Dec-2022 08:34 PM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,169033,lekhan payeng,21-Dec-2022 05:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 05:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,169934,M/S SYNERGY DEVELOPERS,22-Dec-2022 12:27 AM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,169709,PABITRA CHETIA,22-Dec-2022 11:35 AM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,169835,Provat Pegu,21-Dec-2022 08:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2023 05:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,169666,Satyajit Morang,22-Dec-2022 09:12 AM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,168481,Sri Keshab Doley,20-Dec-2022 01:26 AM,Rejected-AOC,Rejected,08-May-2023 04:55 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
