Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding
30-May-2023,"INR 2,432,557",30.0,Rajinder Singh,30-May-2023 07:54 PM,surinder.pdf (159.00 KB),Balance Work for the Construction of Link Road from Jansooh to Majra,Executive Engineer,Internal,Spdt HDM DAO,Rajinder Singh,25-Mar-2023 05:33 PM,finsummary_105525.pdf (487.34 KB),Executive Engineer,Internal,Supdt. HDM DAO,Rajinder Singh,21-Mar-2023 05:19 PM,25-Mar-2023 11:00 AM,techsummary_105525.pdf (1346.04 KB),PWD,2023_PWD_70003_1,Balance Work for the Construction of Link Road fro,Balance Work for the Construction of Link Road from Jansooh to Majra,Finance,Financial bid opening summary,Rajinder Singh,25-Mar-2023 04:12 PM,finance_105525.pdf,BOQ Comparative Chart,1.0,331319.0,surender kumar,INR,"2,371,744",Technical,tech bid opening summary,Rajinder Singh,21-Mar-2023 05:09 PM,technical_105525.pdf,1.0,333012.0,Ashok Kumar,08-Mar-2023 10:05 PM,Rejected-Technical,Non Responsive,21-Mar-2023,1.0,ICICI BANK,Balance Work for the Construction of Link Road from Jansooh to Majra,"P/L GSB, WMM, Tarring in Km. 0/00 to 0/229 and 0/519 to 1/200) (Under NABARD RIDF- XXV).",Please refer Tender documents. ,NA ,"24,32,557",Civil Works - Roads,NA ,Tender,75.0,30.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,"44,000",No,fixed,,Nil,Nil,Executive Engineer,Barsar Dvision HPPWD Barsar,1.0,Terms and Condition,Other,,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form,03-Mar-2023 10:30 AM,09-Mar-2023 12:00 PM,03-Mar-2023 10:30 AM,09-Mar-2023 11:30 AM,NA ,NA ,03-Mar-2023 10:30 AM,09-Mar-2023 11:30 AM,25-Mar-2023 11:00 AM,500.0,Nil,Nil,No,PWD,Balance Work for the Construction of Link Road fro,2023_PWD_70003_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,332756.0,RAFEEK MOHAMMAD,08-Mar-2023 01:25 PM,Rejected-Technical,Non Responsive,21-Mar-2023,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,332764.0,Rajinder Kumar,08-Mar-2023 04:05 PM,Rejected-Technical,Non Responsive,21-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,331288.0,ROHIT KAPIL,03-Mar-2023 04:26 PM,Rejected-Finance,L 2,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,331308.0,sanjeev kumar,03-Mar-2023 04:58 PM,Rejected-Finance,L 3,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,331319.0,surender kumar,03-Mar-2023 05:28 PM,Accepted-AOC,Work Complete,30-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Affidavit Bidder should not have morethan 2 contracts at a time each of Rs. 100.0Lakhsormore in c,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,11. Bidder must upload the working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,12. Hot mix plant should be within the radius of 30.00 km(Thirty kilometer),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,13. Bidders quoting their rates in violation at the Notification letter No. PBW(B)A(3)1/2020-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,dated Shimla-2 the 07/10/2021 will be debarred for next 6 Months .,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
