Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,Nil,Nil,No,21-Jan-2023 05:00 PM,28-Jan-2023 11:00 AM,21-Jan-2023 05:00 PM,28-Jan-2023 09:00 AM,NA ,NA ,21-Jan-2023 05:00 PM,28-Jan-2023 09:00 AM,31-Jan-2023 10:00 AM,PWD,Job 7 Construction of Playground including paver b,2023_PWD_67384_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Job 7 Construction of Playground including paver block near Canteen and Gymnasium of SDWG Govt. Degree College Beetan,Tehail Haroli Distt. Una Under Deposit work","Job 7 Construction of Playground including paver block near Canteen and Gymnasium of SDWG Govt. Degree College Beetan,Tehail Haroli Distt. Una Under Deposit work",Please refer to Bidding Documents ,NA ,"9,99,755",Civil Works - Buildings,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"20,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"Er. Rajesh Kumar,EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,30-Jan-2023 07:43 PM,31-Jan-2023 10:00 AM,techsummary_101551.pdf (480.16 KB),PWD,2023_PWD_67384_1,Job 7 Construction of Playground including paver b,"Job 7 Construction of Playground including paver block near Canteen and Gymnasium of SDWG Govt. Degree College Beetan,Tehail Haroli Distt. Una Under Deposit work",25-May-2023,"INR 999,755",60.0,Baldev Singh,01-Dec-2023 12:20 PM,Awardletter.pdf (1243.00 KB),Awardletter,"Er. Dev Raj, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,22-Feb-2023 05:15 PM,finsummary_101551.pdf (1204.01 KB),1.0,317199.0,Atul Shrma,28-Jan-2023 12:15 AM,Rejected-Finance,Not L-1,22-Feb-2023,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,30-Jan-2023 07:02 PM,technical_101551.pdf,1.0,316670.0,RENUKA,INR,"699,828.5",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,04-Feb-2023 03:56 PM,finance_101551.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,2.0,317104.0,BONSRA CONSTRUCTION COMPANY,27-Jan-2023 04:37 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,3.0,317161.0,Jaiveer Singh,27-Jan-2023 08:56 PM,Rejected-Finance,As per meeting of draw of lots,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,4.0,316688.0,MOHIT BEDI,26-Jan-2023 01:40 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,5.0,316631.0,Om Parkash Govt Contrator,27-Jan-2023 08:52 AM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,6.0,316778.0,PRABHJOT SINGH GOVT CONTRACTOR,27-Jan-2023 11:20 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,7.0,317061.0,Ram Sahore Govt Contractor,27-Jan-2023 02:52 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,8.0,316670.0,RENUKA,27-Jan-2023 08:55 PM,Accepted-AOC,ok,01-Dec-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,9.0,317190.0,SATWINDER SINGH,28-Jan-2023 02:47 AM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,10.0,316974.0,Smt Jeevan Bhardwaj,27-Jan-2023 08:25 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,11.0,316627.0,unique engg. solutions,27-Jan-2023 10:41 AM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Condition sheet may be uploaded duly signed as per bid documents page-144,,,,,,,,,,,,,,,,,,,,,,,,,12.0,316921.0,VIKAS SHARMA,27-Jan-2023 06:29 PM,Rejected-Finance,Not L-1,22-Feb-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
