Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
01-Apr-2023 05:00 PM,10-Apr-2023 11:30 AM,01-Apr-2023 05:00 PM,10-Apr-2023 11:00 AM,NA ,NA ,03-Apr-2023 09:00 AM,10-Apr-2023 11:00 AM,11-Apr-2023 04:45 PM,1.0,ICICI BANK,"53,670",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 20277-347 dt 31-3-23,2023_HPIPH_71820_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,Providing LWSS Nahan town from Giri river at Dadahu Tehsil Nahan Distt Sirmour HP,White washing distempering painting and repair work of Type I Qtr 4 Nos set Ground floor and 4 No set of 1st floor and Type III 2 Nos set Ground floor and Type III 2 Nos set ground floor 1st floor and ground floor c/o septic tank and parking shed and,Please refer Tender documents. ,NA ,"26,83,156",Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Corrigendum,Other,,400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,Er Ashish Rana,Internal,JDM HDM EE,Ashish Rana,15-Apr-2023 07:52 PM,finsummary_108044.pdf (293.53 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2023_HPIPH_71820_4,NHN-SMROO-722- 20277-347 dt 31-3-23,Providing LWSS Nahan town from Giri river at Dadahu Tehsil Nahan Distt Sirmour HP,1.0,341090.0,m/s suresh kumar,INR,"1,784,940",11-May-2023,"INR 2,683,156",90.0,Ashish Rana,11-May-2023 11:38 AM,AOC.pdf (782.00 KB),Award to Contractor,Technical,Technical Summary,Ashish Rana,11-Apr-2023 04:37 PM,technical_108044.pdf,Finance,Financial Summary,Ashish Rana,11-Apr-2023 05:17 PM,finance_108044.pdf,BOQ Comparative Chart,1.0,341143.0,krishan chand,10-Apr-2023 08:02 AM,Rejected-Finance,Reject,15-Apr-2023,ER Ashish Rana EE,Internal,TA Supdt HDM DAo EE,Ashish Rana,11-Apr-2023 04:40 PM,11-Apr-2023 04:45 PM,techsummary_108044.pdf (320.09 KB)
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,341167.0,KUSHDEEP SINGH,09-Apr-2023 10:40 PM,Rejected-Finance,Reject,15-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration in HPJSV as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,341090.0,m/s suresh kumar,09-Apr-2023 01:49 PM,Accepted-AOC,AOC,11-May-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,341154.0,Nitin Singh Thakur,09-Apr-2023 09:14 PM,Rejected-Finance,Reject,15-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,341125.0,Rajesh Sharma,09-Apr-2023 07:28 PM,Rejected-Finance,Reject,15-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,340948.0,Sanjev Kumar,08-Apr-2023 01:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,340673.0,tanushree trader,10-Apr-2023 12:25 AM,Rejected-Finance,Reject,15-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit specifying that the benefit availed under earnest money exemption has not been exhauste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,341180.0,vineet kshetri,10-Apr-2023 12:45 AM,Rejected-Finance,Reject,15-Apr-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
