Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.2,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description
06-May-2023,"INR 7,518,073",60.0,Rajinder Singh,06-May-2023 11:26 AM,him.pdf (426.00 KB),"ANNUAL MAINTENANCE PLAN ON LINK ROAD TO VILLAGE GHUMARWIN, DARKOTI JHANJIANI MASLANA KHURD AND LINK ROAD TO BIAR KHURD",Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Rajinder Singh,27-Feb-2023 02:42 PM,finsummary_101733.pdf (476.79 KB),Executive Engineer,Internal,"Tender Assistant, Supdt, HDM, DAO",Rajinder Singh,13-Feb-2023 12:50 PM,13-Feb-2023 03:00 PM,techsummary_101733.pdf (1350.46 KB),PWD,2023_PWD_67534_1,ANNUAL MAINTENANCE PLAN ON LINK ROAD TO VILLAGE GH,"ANNUAL MAINTENANCE PLAN ON LINK ROAD TO VILLAGE GHUMARWIN, DARKOTI JHANJIANI MASLANA KHURD AND LINK ROAD TO BIAR KHURD",Finance,FIN BID SUMMARY,Rajinder Singh,27-Feb-2023 02:16 PM,finance_101733.pdf,BOQ Comparative Chart,1.0,320854.0,HIMALAYAN TECHNO GOVT CONTRACTOR,INR,"6,942,069",Technical,BIDOPENSUMMARY,Rajinder Singh,13-Feb-2023 12:46 PM,technical_101733.pdf,1.0,320856.0,Gian Chand Contactor,08-Feb-2023 08:10 AM,Rejected-Finance,L1L2L3L4,27-Feb-2023,"ANNUAL MAINTENANCE PLAN ON LINK ROAD TO VILLAGE GHUMARWIN, DARKOTI JHANJIANI MASLANA KHURD AND LINK ROAD TO BIAR KHURD","PROVIDING AND LAYING BITUMINOUS CONCRETE 30MM THICK IN KM. 0/00 TO 1/200, 0/00 TO 1/00, 2/00 TO 3/250 AND 0/00 TO 1/00, 2/00 TO 3/00 RESPECTIVELY WITH PAVER FINISHER) (DRRP NO. HP-03-05- VR0021, VR0023 AND VR0112).",Please refer Tender documents. ,NA ,"75,18,073",Civil Works - Roads,NA ,Tender,60.0,60.0,Barsar,174305.0,NA ,NA ,NA ,EE Barsar,No ,No,"2,000",Nil,Nil,No,Executive Engineer,Executive Engineer Barsar Division HPPWD Barsar,1.0,ICICI BANK,28-Jan-2023 10:30 AM,08-Feb-2023 11:30 AM,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,NA ,NA ,28-Jan-2023 10:30 AM,08-Feb-2023 10:30 AM,13-Feb-2023 03:00 PM,"1,07,700",Yes,fixed,,Nil,Nil,1.0,CORRIGENDUM,Date,,PWD,ANNUAL MAINTENANCE PLAN ON LINK ROAD TO VILLAGE GH,2023_PWD_67534_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1. Cost of Tender Form
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,320854.0,HIMALAYAN TECHNO GOVT CONTRACTOR,07-Feb-2023 09:57 PM,Accepted-AOC,L 1,06-May-2023,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2. EMD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,317959.0,KASMIR SINGH CONTACTOR,08-Feb-2023 08:16 AM,Rejected-Finance,L1L2L3L4,27-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3. Contractor Registration
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,317461.0,S.S.Chauhans Construction Private Limted,07-Feb-2023 07:22 PM,Rejected-Finance,L1L2L3L4,27-Feb-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4. Similar Work Done certificate (Only Completed Work)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"5. GST No. with latest clearance return, EPF No. with latest clearance return, Labour License, PAN C"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6. List of Machinery tools and plant with ownership documents/ Affidavit Magistrate/ Notary.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. Affidavit that information submitted by bidder is true and correct attested by Magistrate/ Notary
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8. Work in hand certificate countersigned by the Engineer in Charge not below the rank of Executive
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Last Five Years Turn Over duly signed by the C.A.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10. Affidavit regarding seen the site
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,11. Bidder must upload the working programme
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,12. Hot mix plant should be within the radius of 30.00 km(Thirty kilometer)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,13. Bidders quoting their rates in violation at the Notification letter No. PBW(B)A(3)1/2020-1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,dated Shimla-2 the 07/10/2021 will be debarred for next 6 Months .
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ
