Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Tender Stage
Executive Engineer,Internal,HDM DAO SUPDT,Vishwa Nath Prasher,26-Jan-2021 03:40 PM,finsummary_49594.pdf (140.15 KB),26-Jan-2021,"INR 14,894,629",548.0,Vishwa Nath Prasher,26-Jan-2021 03:41 PM,Awardwarehouse.pdf (2591.00 KB),Award letter dated 12/03/2020,PWD,2020_PWD_34150_1,PW-BLP1-CB-eproc/19-15418-55 dt 10.12.19,Construction of warehouse for proper storage of Voting machines (EVM) and VVPATs at Bilaspur HP,Executive Engineer,Internal,HDM DAO SUPDT,Atma Ram Kalia,27-Jan-2020 05:39 PM,27-Jan-2020 05:40 PM,techsummary_49594.pdf (285.02 KB),Technical,Technical bid opening summary,Atma Ram Kalia,27-Jan-2020 05:38 PM,technical_49594.pdf,1.0,146667.0,Kartar Singh,25-Jan-2020 06:13 PM,Accepted-AOC,1st lowest,26-Jan-2021 03:46 PM,Finance,Financial bid opening summary,Vishwa Nath Prasher,26-Jan-2021 03:39 PM,finance_49594.pdf,BOQ Comparative Chart,1.0,146667.0,Kartar Singh,INR,"19,300,755",AOC,"5,000","EE Division No.1, HPPWD Bilaspur",Bilaspur,No,PWD,PW-BLP1-CB-eproc/19-15418-55 dt 10.12.19,2020_PWD_34150_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,17-Jan-2020 06:45 PM,27-Jan-2020 11:00 AM,17-Jan-2020 06:45 PM,27-Jan-2020 10:30 AM,NA ,NA ,17-Jan-2020 06:45 PM,27-Jan-2020 10:30 AM,27-Jan-2020 05:40 PM,1.0,Fee/PreQual/Technical,.pdf,Tender form cost and EMD indicated in schedule F.,"1,82,000",No,fixed,,"EE Division No.1, HPPWD Bilaspur",Bilaspur,Construction of warehouse for proper storage of Voting machines (EVM) and VVPATs at Bilaspur HP,Construction of building portion including WS SI and septic tank rain harvesting tank and site development.,Please refer Tender documents. ,NA ,"1,48,94,629",Civil Works - Buildings,Construction of building portion including WS SI a ,Tender,120.0,548.0,Bilaspur,174001.0,NA ,NA ,NA ,"Division No.1, HPPWD Bilaspur",No ,No,1.0,DD - Demand Draft,Executive Engineer,"Division No.1, HPPWD Bilaspur",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146344.0,Virender Kumar Modgil,23-Jan-2020 06:21 PM,Rejected-Finance,Non responsive,26-Jan-2021 03:45 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per General Rule 23.,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST EPF and PAN Number refer General Rule 26.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate duly signed by the concerned EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of correctness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of machinery, tools and plants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover for last five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of equipments for building for quality control as per Sr. No. 6.14 of schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 of SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
