Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,000","The Executive Engineer, Nagaon W R Division",Nagaon,No,REJUVENATION OF KOLLONG RIVER (Construction of embankment along the left bank of Kollong River at Misa Kalbasti area),REJUVENATION OF KOLLONG RIVER (Construction of embankment along the left bank of Kollong River at Misa Kalbasti area),Please refer Tender documents. ,NA ,"65,44,376",Civil Works,NA ,Tender,180.0,90.0,NAGAON,782001.0,NA ,NA ,NA ,GUWAHATI,No ,No,1.0,SBI Bank,17-Jul-2020 06:00 PM,10-Aug-2020 02:00 PM,17-Jul-2020 06:05 PM,07-Aug-2020 02:00 PM,NA ,NA ,27-Jul-2020 10:00 AM,07-Aug-2020 02:00 PM,20-Oct-2020 12:10 PM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,Department of Water Resources||Chief Engineer - DoWR,NAGAON/2019-20/SOPD-ODS/III,2020_DoWR_18164_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"1,30,888",Yes,percentage,2.0%,"The Executive Engineer, Nagaon W R Division",Nagaon,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,AOC,1.0,85888.0,SRI NITYANANDA NATH,INR,4973636.83,R. SARMA,Internal,"G.C. Sarma, S. Pathak, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,20-Oct-2020 12:05 PM,20-Oct-2020 12:10 PM,techsummary_28054.pdf (233.73 KB),Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_18164_1,NAGAON/2019-20/SOPD-ODS/III,REJUVENATION OF KOLLONG RIVER (Construction of embankment along the left bank of Kollong River at Misa Kalbasti area),Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,20-Oct-2020 12:00 PM,technical_28054.pdf,27-Jan-2021,INR 4973636.83,90.0,Jayanta Kumar Barman,27-Jan-2021 03:16 PM,wr_1515_1.PDF (279.00 KB),REJUVENATION OF KOLLONG RIVER (Construction of embankment along the left bank of Kollong River at Misa Kalbasti area),Finance,Updated CS may be prepared,Jayanta Kumar Barman,27-Jan-2021 03:10 PM,,BOQ Comparative Chart,1,85507,Ankuran Adhyapak,07-Aug-2020 08:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Oct-2020 12:00 PM,Director Design,Internal,"G.C. Sarma, R. Deka, M. Deka, S. Dey",Jayanta Kumar Barman,27-Jan-2021 03:13 PM,finsummary_28054.pdf (233.73 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85975,BIJAY BUCHA,07-Aug-2020 12:49 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Oct-2020 12:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,85910,DURGA PRASAD UPADHYA,07-Aug-2020 12:09 PM,Rejected-AOC,Not Qualified for AOC,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,85792,GLOBAL ENTERPRISE,06-Aug-2020 11:56 AM,Rejected-AOC,Not Qualified for AOC,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,85789,M/S GLOBAL CONSTRUCTION GROUP,06-Aug-2020 11:48 AM,Rejected-AOC,Not Qualified for AOC,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,85889,PABITRA KUMAR DEKA JV M/S KALYAN AND ASSOCIATES,07-Aug-2020 12:03 PM,Rejected-AOC,Not Qualified for AOC,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,85887,PARVIZ AHMED,06-Aug-2020 04:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Oct-2020 12:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,85793,RAIS UDDIN AHMED,06-Aug-2020 11:34 AM,Rejected-AOC,Not Qualified for AOC,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,85888,SRI NITYANANDA NATH,07-Aug-2020 11:30 AM,Accepted-AOC,PROPER,27-Jan-2021 03:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,85809,Sri Pankaj Laskar,05-Aug-2020 09:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Oct-2020 12:00 PM,,,,,,,AOC
