Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE HPPWD Kasauli,EE Kasauli HPPWD,06-May-2020 10:00 AM,21-May-2020 11:00 AM,06-May-2020 11:00 AM,20-May-2020 04:00 PM,NA ,NA ,06-May-2020 11:00 AM,20-May-2020 04:00 PM,22-May-2020 12:20 PM,AMP for 2020-21 for Barotiwala Gunai road,AMP for 2020-21 for Barotiwala Gunai road SH P/L renewal coat by provding 30 mm thick bituminous concrete thermoplastic edge line in km 13/0 to 14/0,Please refer Tender documents. ,NA ,"10,78,105",Civil Works,NA ,Tender,90.0,90.0,Kasauli,173204.0,NA ,NA ,NA ,EE Office Kasauli,No ,No,1.0,DD - Demand Draft,500.0,EE Kasauli,Kasauli,No,"21,600",No,fixed,,EE Kasauli,Kasauli,PWD,No/PW/Ksli/NIT-20-175-85 dated 27/4/20,2020_PWD_36954_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),AOC,1.0,159002.0,DCC BUILDCON PVT. LTD.,20-May-2020 10:56 AM,Accepted-AOC,accepted,04-Jan-2021 03:28 PM,Technical,Bid Opening Summary,Satish Kumar,22-May-2020 11:58 AM,technical_54522.pdf,1.0,159002.0,DCC BUILDCON PVT. LTD.,INR,"1,169,700",Finance,Financial Bid Opening Summary,Satish Kumar,23-May-2020 11:42 AM,finance_54522.pdf,BOQ Comparative Chart,PWD,2020_PWD_36954_1,No/PW/Ksli/NIT-20-175-85 dated 27/4/20,AMP for 2020-21 for Barotiwala Gunai road,Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Deepak Walia Supdt Gr-II Sh Amar Nath Arora HDM,Satish Kumar,22-May-2020 12:10 PM,22-May-2020 12:20 PM,techsummary_54522.pdf (64.29 KB),Er Rajesh kumar,Internal,Er Satish Kuamr AE Subathu Sh Deepak Walia Supdt Gr-II Sh Amar Nath Arora HDM,Satish Kumar,23-May-2020 11:44 AM,finsummary_54522.pdf (55.56 KB),10-Sep-2020,"INR 1,078,105",90.0,Rajesh Kumar,04-Jan-2021 03:25 PM,AOC211.pdf (541.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),AOC,2.0,158999.0,YOG RAJ SHARMA,20-May-2020 10:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-May-2020 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of GST,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
