S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3","S/R to Cancer Hospital Building at IGMC Shimla. (SH- Dismantling work, Steel Work, P/F Pre-painted Sheet roofing, Ridges and valley etc.)","S/R to Cancer Hospital Building at IGMC Shimla. (SH- Dismantling work, Steel Work, P/F Pre-painted Sheet roofing, Ridges and valley etc.)",As per bidding documents ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,90.0,IGMC,171001.0,NA ,NA ,NA ,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No ,No,07-Dec-2020 05:00 PM,18-Dec-2020 11:00 AM,07-Dec-2020 05:00 PM,17-Dec-2020 05:00 PM,NA ,NA ,07-Dec-2020 05:00 PM,17-Dec-2020 05:00 PM,28-Dec-2020 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender document as per schedule F (6.3) and Earnest Money as per schedule F (6.5),PWD,SD-III-CB-Tender/2021-20351 dated 23-11-2020,2020_PWD_42980_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,500.0,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,No,"25,810",No,fixed,,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",Shimla,AOC,1,192103,babu ram,17-Dec-2020 12:47 PM,Rejected-AOC,L3,28-Jan-2021 10:31 AM,Technical,Bid opening summary,Ajay Kumar Soni,21-Dec-2020 03:23 PM,technical_63713.pdf,Finance,Bid opening summary,Ajay Kumar Soni,29-Dec-2020 11:20 AM,finance_63713.pdf,BOQ Comparative Chart,1.0,192036.0,Sanjeev thakur,INR,"1,187,717",ER.A.K.SONI,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Naresh Kumar,Ajay Kumar Soni,28-Dec-2020 01:34 PM,28-Dec-2020 02:00 PM,techsummary_63713.pdf (181.65 KB),PWD,2020_PWD_42980_1,SD-III-CB-Tender/2021-20351 dated 23-11-2020,"S/R to Cancer Hospital Building at IGMC Shimla. (SH- Dismantling work, Steel Work, P/F Pre-painted Sheet roofing, Ridges and valley etc.)",16-Jan-2021,"INR 1,290,433",60.0,Ajay Kumar Soni,28-Jan-2021 10:26 AM,42980_1.pdf (369.00 KB),AOC,ER.A.K.SONI,Internal,Sh. Padam Sharma. Sh.R.S.Thakur. Sh.Naresh Kumar,Ajay Kumar Soni,29-Dec-2020 11:29 AM,finsummary_63713.pdf (120.64 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration as per general Rule 23 and as per invitation of bid.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,192143,DARSHAN KUMAR,17-Dec-2020 03:41 PM,Rejected-AOC,L9,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration as per General Rule No 21. Copy of GST No./ Copy of Tin No. and Copy of PAN Card.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,192090,FURKAN AHEMED,17-Dec-2020 11:07 AM,Rejected-AOC,L8,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under Employees Provident Funds and Miscellaneous Provision Act. 1952.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,192124,PARMOD KUMAR,17-Dec-2020 02:52 PM,Rejected-AOC,L6,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD Form No-8,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,192116,PIUSH VIJ,17-Dec-2020 01:49 PM,Rejected-AOC,L4,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Gazetted and non-Gazetted HPPWD employees related to him (General Rule No 16).,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,192135,Prikshit Sharma,17-Dec-2020 03:05 PM,Rejected-AOC,L7,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of no relative working in PWD, Information furnished in the bid is correct in all respect.",,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,192160,RAKESH,17-Dec-2020 04:32 PM,Rejected-Technical,ok,28-Dec-2020 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Machinery Tools plant and ownership as per sr. No. 6.19 of schedule F Clause 18.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,192008,Ranjan Sood,16-Dec-2020 04:04 PM,Rejected-AOC,L2,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for last Five years as given by CA.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,192036,Sanjeev thakur,17-Dec-2020 10:41 AM,Accepted-AOC,L1,28-Jan-2021 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per schedule F (6.9) and Work in hand certificate as per schedule F (6.10),,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,192141,SHASHI BHARDWAJ,17-Dec-2020 04:52 PM,Rejected-Technical,ok,28-Dec-2020 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
