S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,correction in uniit,Financial Bid,,Special repair to Paonta Puruwala Singhpura Bhagani Dak Pathar road (MDR-94) km. 0/0 to 26/500 (SH-Providing and laying GSB WBM G-III and 20mm. Thick premix carpet surfacing in km. 10/600 to 11/300 and 80mm. thick interlocking paver blocks ISI Marked,Special repair to Paonta Puruwala Singhpura Bhagani Dak Pathar road (MDR-94) km. 0/0 to 26/500 (SH-Providing and laying GSB WBM G-III and 20mm. Thick premix carpet surfacing in km. 10/600 to 11/300 and 80mm. thick interlocking paver blocks ISI Marked,Please refer tender document ,NA ,,Civil Works - Roads,NA ,Tender,90.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"1,500",Nil,Nil,No,1.0,ICICI BANK,PWD,Tender/2020-21-6591-6640 dated 26.10.2020,2020_PWD_42465_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"47,200",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),13-Nov-2020 04:30 PM,26-Nov-2020 11:30 AM,13-Nov-2020 05:00 PM,25-Nov-2020 05:00 PM,NA ,NA ,13-Nov-2020 05:00 PM,25-Nov-2020 05:00 PM,28-Nov-2020 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,27-Nov-2020 05:14 PM,28-Nov-2020 11:30 AM,techsummary_62943.pdf (742.63 KB),PWD,2020_PWD_42465_1,Tender/2020-21-6591-6640 dated 26.10.2020,Special repair to Paonta Puruwala Singhpura Bhagani Dak Pathar road (MDR-94) km. 0/0 to 26/500 (SH-Providing and laying GSB WBM G-III and 20mm. Thick premix carpet surfacing in km. 10/600 to 11/300 and 80mm. thick interlocking paver blocks ISI Marked,01-Jan-2021,"INR 2,643,821",180.0,Kishan Lal Chaudhary,01-Jan-2021 11:39 AM,aoc.pdf (1025.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,11-Dec-2020 03:29 PM,finsummary_62943.pdf (524.25 KB),1.0,189065.0,Chanana Cont. Works,25-Nov-2020 10:31 AM,Accepted-AOC,L1,01-Jan-2021 11:43 AM,Technical,Bid opening summary,Kishan Lal Chaudhary,27-Nov-2020 05:09 PM,technical_62943.pdf,Finance,fin bid opening summary,Kishan Lal Chaudhary,11-Dec-2020 03:21 PM,finance_62943.pdf,BOQ Comparative Chart,1.0,189065.0,Chanana Cont. Works,INR,"2,596,014",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,189169.0,Manoj Chawla,25-Nov-2020 02:56 PM,Rejected-Finance,L4,11-Dec-2020 03:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,188955.0,RAMNIK THAKUR,24-Nov-2020 10:09 AM,Rejected-Finance,L3,11-Dec-2020 03:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,189309.0,SONU SHARMA,25-Nov-2020 04:54 PM,Rejected-Finance,L2,11-Dec-2020 03:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
