EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"10,600",No,fixed,,Nil,Nil,21-Nov-2020 04:30 PM,04-Dec-2020 11:30 AM,21-Nov-2020 05:00 PM,03-Dec-2020 05:00 PM,NA ,NA ,21-Nov-2020 05:00 PM,03-Dec-2020 05:00 PM,07-Dec-2020 04:00 PM,350.0,Nil,Nil,No,PWD,Tender/2020-21-6984-7032 dated 10.11.2020,2020_PWD_42466_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,"Repair and maintenanc to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road km. 0/0 to 26/500 (SH-Providing and laying ISI Marked 80mm.thick interlocking concrete block pavement blocks in km. 14/250 to 14/310, 14/900 to 14/955 and 16/120 to 16/","Repair and maintenanc to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road km. 0/0 to 26/500 (SH-Providing and laying ISI Marked 80mm.thick interlocking concrete block pavement blocks in km. 14/250 to 14/310, 14/900 to 14/955 and 16/120 to 16/",please refer tender document  ,NA ,,Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,ICICI BANK,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),AOC,PWD,2020_PWD_42466_2,Tender/2020-21-6984-7032 dated 10.11.2020,"Repair and maintenanc to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road km. 0/0 to 26/500 (SH-Providing and laying ISI Marked 80mm.thick interlocking concrete block pavement blocks in km. 14/250 to 14/310, 14/900 to 14/955 and 16/120 to 16/",Er. K. L. Chaudhary,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,07-Dec-2020 03:46 PM,07-Dec-2020 04:00 PM,techsummary_62947.pdf (714.40 KB),Er. K. L. Chaudhary,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,18-Dec-2020 01:10 PM,finsummary_62947.pdf (439.09 KB),01-Jan-2021,"INR 528,356",90.0,Kishan Lal Chaudhary,01-Jan-2021 11:30 AM,aoc.pdf (949.00 KB),AOC,1.0,190231.0,Shamshad Ali Contractor,INR,"507,844",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,18-Dec-2020 01:03 PM,finance_62947.pdf,BOQ Comparative Chart,1.0,190301.0,DEEP CHAND,03-Dec-2020 04:32 PM,Rejected-Finance,L2,18-Dec-2020 01:13 PM,Technical,Bid opening summary,Kishan Lal Chaudhary,07-Dec-2020 03:44 PM,technical_62947.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,190235.0,DHARMENDER VERMA,03-Dec-2020 04:05 PM,Rejected-Finance,L3,18-Dec-2020 01:13 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,190231.0,Shamshad Ali Contractor,03-Dec-2020 09:44 AM,Accepted-AOC,L1,01-Jan-2021 11:34 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
