Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of Kufri Nihon Kheel Damela road in G.P. Kufri Km 0/0 to 8/100 (Portion Nihon to Damela Km 5/500 to 8/100 (Under SCSP).,Providing and laying soling in Km 5/500 to 8/100,As per bid documents ,NA ,,Civil Works - Roads,NA ,Tender,120.0,91.0,Padhar,175012.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),1.0,ICICI BANK,PWD,PW-MDI-Tender-NIT- 16984-17011 dated 04.12.2020,2021_PWD_43631_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,350.0,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,08-Jan-2021 10:00 AM,20-Jan-2021 11:30 AM,08-Jan-2021 10:00 AM,19-Jan-2021 05:00 PM,NA ,NA ,08-Jan-2021 10:00 AM,19-Jan-2021 05:00 PM,27-Jan-2021 11:00 AM,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","17,700",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,AOC,1.0,195456.0,BALI RAM,INR,"2,409,839",Finance,fbosummary,Jitender Kumar,27-Jan-2021 01:01 PM,finance_64823.pdf,BOQ Comparative Chart,1.0,195456.0,BALI RAM,18-Jan-2021 01:07 PM,Accepted-AOC,AOC,29-Jan-2021 04:12 PM,Technical,summary,Jitender Kumar,20-Jan-2021 04:58 PM,technical_64823.pdf,Er. J.K. Gupta,Internal,AE Padhar DAO Supdt. HDM,Jitender Kumar,23-Jan-2021 01:10 PM,27-Jan-2021 11:00 AM,techsummary_64823.pdf (132.60 KB),PWD,2021_PWD_43631_1,PW-MDI-Tender-NIT- 16984-17011 dated 04.12.2020,Construction of Kufri Nihon Kheel Damela road in G.P. Kufri Km 0/0 to 8/100 (Portion Nihon to Damela Km 5/500 to 8/100 (Under SCSP).,28-Jan-2021,"INR 2,409,839",91.0,Jitender Kumar,29-Jan-2021 04:08 PM,AOC43631.PDF (197.00 KB),AOC,Er. J.K. Gupta,Internal,AE Padhar DAO Supdt. HDM,Jitender Kumar,27-Jan-2021 01:08 PM,finsummary_64823.pdf (150.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,195659.0,Jai Singh,15-Jan-2021 01:57 PM,Rejected-Technical,Non-Responsive,23-Jan-2021 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,195461.0,KAMLESH KUMAR,12-Jan-2021 04:06 PM,Rejected-Finance,L-2,27-Jan-2021 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
