EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,64,400",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,14-Sep-2020 11:30 AM,29-Sep-2020 11:30 AM,14-Sep-2020 11:30 AM,28-Sep-2020 05:00 PM,NA ,NA ,14-Sep-2020 11:30 AM,28-Sep-2020 05:00 PM,14-Oct-2020 11:00 AM,1.0,ICICI BANK,Construction of Uhl Valley road (Portion Riyagri to Tikkar) Km 31/0 to 43/705 under NABARD RIDF-XXII.,"Construction of balance work of 5/7 mtr. wide formation cutting, retaining wall, cross drainage works, parapets, wire crates in dumping sites in Km 37/0 to 43/705",As per bid documents ,NA ,"2,31,85,507",Civil Works - Roads,NA ,Tender,120.0,365.0,Mandi,175001.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),PWD,PW-MDI-Tender-NIT- 7354-89 dated 07.08.2020,2020_PWD_40617_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"5,000","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,AOC,Er. J.K. Gupta,Internal,DAO Supdt. HDM,Jitender Kumar,09-Oct-2020 04:47 PM,14-Oct-2020 11:00 AM,techsummary_59915.pdf (193.34 KB),PWD,2020_PWD_40617_1,PW-MDI-Tender-NIT- 7354-89 dated 07.08.2020,Construction of Uhl Valley road (Portion Riyagri to Tikkar) Km 31/0 to 43/705 under NABARD RIDF-XXII.,27-Jan-2021,"INR 25,990,612",365.0,Jitender Kumar,29-Jan-2021 04:04 PM,AOCuhalvalley40617.PDF (227.00 KB),AOC,Er. J.K. Gupta,Internal,AE Jhatingri DAO Supdt. HDM,Jitender Kumar,15-Oct-2020 12:44 PM,finsummary_59915.pdf (146.03 KB),1.0,180004.0,Ajmer Singh,28-Sep-2020 02:25 PM,Accepted-AOC,AOC,29-Jan-2021 04:08 PM,Technical,summary,Jitender Kumar,30-Sep-2020 01:36 PM,technical_59915.pdf,1.0,180004.0,Ajmer Singh,INR,"25,990,612",Finance,fbosummary,Jitender Kumar,15-Oct-2020 12:36 PM,finance_59915.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,180040.0,DURGA PARSAHD,28-Sep-2020 04:19 PM,Rejected-Technical,Non-Responsive,09-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,179950.0,KRISHAN CHAND SAINI,28-Sep-2020 12:57 PM,Rejected-Finance,L-3,15-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,179976.0,Revati Ram Contractor,28-Sep-2020 12:50 PM,Rejected-Finance,L-2,15-Oct-2020 12:46 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of registration under Employee Provident Funds and Miscellaneous provision Act, 1952",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
