EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,13,000",Yes,fixed,,EE Tauni Devi,Hamirpur,13-Aug-2020 06:30 PM,20-Aug-2020 11:00 AM,13-Aug-2020 06:30 PM,20-Aug-2020 10:30 AM,NA ,NA ,13-Aug-2020 06:30 PM,20-Aug-2020 10:30 AM,27-Aug-2020 10:30 AM,PWD,PWD/TDD-6562-6619dt.28.07.2020,2020_PWD_39816_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,000","Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,Up-gradation of ree to Ranger via Patlander road Km. 0/0 to 13/225,"Removal of formation deficiency ,R/wall, C.D.GSB,G-II,G-II and tarring ,V-shape drain,Crash barrier and parapets etc. Under Nabard RIDF-XXV",Please refer Tender documents. ,NA ,"4,80,49,389",Civil Works,NA ,Tender,90.0,545.0,Executive Engineer Tauni Devi Division,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,1.0,DD - Demand Draft,AOC,PWD,2020_PWD_39816_1,PWD/TDD-6562-6619dt.28.07.2020,Up-gradation of ree to Ranger via Patlander road Km. 0/0 to 13/225,EE,Internal,Supdt/HDM/AE,Arvind Lakhanpal,25-Aug-2020 06:18 PM,27-Aug-2020 10:30 AM,techsummary_58749.pdf (506.54 KB),EE,Internal,Supdt/HDM/AE,Arvind Lakhanpal,03-Jan-2021 09:46 PM,finsummary_58749.pdf (442.11 KB),17-Jan-2021,"INR 48,049,389",545.0,Arvind Lakhanpal,25-Jan-2021 10:30 AM,REERANGAR.pdf (482.00 KB),AOC,1.0,174104.0,MSC Roads and Bridges Private Limited,19-Aug-2020 01:29 PM,Accepted-AOC,L,25-Jan-2021 10:34 AM,Technical,Pre tech bid,Arvind Lakhanpal,20-Aug-2020 05:19 PM,technical_58749.pdf,1.0,174104.0,MSC Roads and Bridges Private Limited,INR,"69,463,165",Finance,Summary,Arvind Lakhanpal,27-Aug-2020 11:45 AM,finance_58749.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,174237.0,OM PARKASH SHARMA AND SONS,19-Aug-2020 09:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Aug-2020 05:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,173297.0,S.S.Chauhans Construction Private Limted,19-Aug-2020 12:17 PM,Rejected-AOC,H,25-Jan-2021 10:34 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
