Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",2020_HPIPH_42382_1,BLP-BLP00-736,"Augmentation of source of water supply schemes of GP Talyana, Hawan, Bhulswai, Harlog, Sarwin Khas, Balh Churadi and other adjoining GP from Satluj river Block Ghumarwin Distt. Bilaspur HP. (SH Lowering arrangement of submersible pump at source, Sit",1.0,188910.0,Unipro Techno Infrastructure Pvt Ltd,INR,0,Er Arvind Kumar Verma Executive Engineer,Internal,"Sh Sanjay Kumar Shah DAO Gr-I Sh Ravinder Kishore Senior Assistant , Sh Rajesh Malhotra DHD",ARVIND KUMAR VERMA,14-Dec-2020 03:38 PM,finsummary_62820.pdf (102.87 KB),19-Dec-2020,"INR 158,786,004",730.0,ARVIND KUMAR VERMA,16-Jan-2021 11:59 AM,Awardletter.pdf (9074.00 KB),"The work has been awarded to M/S Kashmiri Lal Construction Pvt. Ltd,825, Gandhi Chowk, Ranikhet-263645 District Almora (Uttarakhand) vide T/o No.23045-54 dt.19-12-2020",Finance,BOQ comparative chart generated successfully,ARVIND KUMAR VERMA,10-Dec-2020 04:24 PM,finance_62820.pdf,BOQ Comparative Chart,Technical,Three bidders have been participated in the e tender process documents of all bidders downloaded successfully.,ARVIND KUMAR VERMA,25-Nov-2020 11:45 AM,technical_62820.pdf,Er. Arvind Kumar Verma,Internal,"Sanjay Kumar DAO GR-1, Rajesh Malhotra D/man",ARVIND KUMAR VERMA,10-Dec-2020 04:02 PM,10-Dec-2020 04:10 PM,techsummary_62820.pdf (2426.70 KB),1.0,188969.0,BRIJ GOPAL CONSTRUCTION COMPANY PVT LTD,24-Nov-2020 05:12 PM,Accepted-AOC,Accepted,16-Jan-2021 12:03 PM,AOC,"17,15,200",No,fixed,,Jal Shakti Division Bilaspur,EE Jal Shakti Division Bilaspu,"2,500",Jal Shakti Division Bilaspur,EE Jal Shakti Division Bilaspur,No,1.0,ICICI BANK,"HP Irrigation and Public Health||Bilaspur Circle,Irrigation and Public Health,HP||Bilaspur,Irrigation and Public Health,HP",BLP-BLP00-736,2020_HPIPH_42382_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer,Jal Shakti Division Bilaspur (H.P),1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form proof,11-Nov-2020 05:00 PM,25-Nov-2020 11:30 AM,11-Nov-2020 05:00 PM,25-Nov-2020 11:00 AM,11-Nov-2020 05:00 PM ,24-Nov-2020 05:00 PM ,11-Nov-2020 05:00 PM,25-Nov-2020 11:00 AM,10-Dec-2020 04:10 PM,"Augmentation of source of water supply schemes of GP Talyana, Hawan, Bhulswai, Harlog, Sarwin Khas, Balh Churadi and other adjoining GP from Satluj river Block Ghumarwin Distt. Bilaspur HP. (SH Lowering arrangement of submersible pump at source, Sit","Augmentation of source of water supply schemes of GP Talyana, Hawan, Bhulswai, Harlog, Sarwin Khas, Balh Churadi and other adjoining GP from Satluj river Block Ghumarwin Distt. Bilaspur HP. (SH Lowering arrangement of submersible pump at source, Sit",Please refer tender document  ,NA ,,Civil Works,NA ,Tender,120.0,730.0,Under JSV Section Talyana Sub Division Kandrour,174001.0,O/O The Chief Engineer (HZ) JSV Hamirpur (H.P) ,O/O The Chief Engineer (HZ) JSV Hamirpur (H.P) ,18-Nov-2020 12:00 PM ,Jal Shakti Division Bilaspur (H.P),No ,No,AOC
,,,,2.0,188969.0,BRIJ GOPAL CONSTRUCTION COMPANY PVT LTD,INR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,189100.0,Kashmirilal Constructions Pvt. Ltd.,24-Nov-2020 04:51 PM,Accepted-AOC,Accepted,16-Jan-2021 12:03 PM,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,Earnest money proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3.0,189100.0,Kashmirilal Constructions Pvt. Ltd.,INR,"158,786,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,188910.0,Unipro Techno Infrastructure Pvt Ltd,23-Nov-2020 05:49 PM,Accepted-AOC,Accepted,16-Jan-2021 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt. departme,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Certificate of EPF registration. If not registered then the successful bidder should get reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover of last three years i.e. 2017-18 to 2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN (Permanent Account No.), GST registration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized by t,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A scanned copy of undertaking (as per Chapter IV of Form 12) that I have carefully studied all the t,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Make/ model of the proposed pumping machinery along with the characteristic curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
