Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"4,000","The Executive Engineer, Sivasagar W.R. Division",Sivasagar,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"3,75,301",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W.R. Division",Sivasagar,Raising and Strengthening to Demow Bund L/B from Demow Chari-Ali to Dhai-Ali from Ch.10350 m. to end point Dhai-Ali. (Phase-I),Raising and Strengthening to Demow Bund L/B from Demow Chari-Ali to Dhai-Ali from Ch.10350 m. to end point Dhai-Ali. (Phase-I),Please refer Tender documents. ,NA ,"1,87,65,048",Civil Works,NA ,Tender,180.0,90.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh",1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,SIV/RIDF/DHAIALI/2020-21/1,2020_DoWR_18879_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,07-Oct-2020 06:00 PM,28-Oct-2020 02:00 PM,07-Oct-2020 06:00 PM,27-Oct-2020 02:00 PM,NA ,NA ,22-Oct-2020 10:00 AM,27-Oct-2020 02:00 PM,03-Nov-2020 03:35 PM,AOC,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Additional Chief Engineer, UAZ, W.R. Department, Dibrugarh, Director, Design and Planning, Deputy Director, Design and Planning, Assistant Executive Engineer (TC), O/o the ACE, UAZ, WRD",Bhupen Bora,20-Jan-2021 12:43 PM,finsummary_29212.pdf (754.57 KB),Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,03-Nov-2020 03:57 PM,finance_29212.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Additional Chief Engineer, UAZ, W.R. Department, Dibrugarh, Director, Design and Planning, Deputy Director, Design and Planning, Assistant Executive Engineer (TC), O/o the ACE, UAZ, WRD",Joy Sekhar Chakraborty,03-Nov-2020 03:31 PM,03-Nov-2020 03:35 PM,techsummary_29212.pdf (754.58 KB),20-Jan-2021,INR 18765048.36,90.0,Bhupen Bora,20-Jan-2021 01:21 PM,mili.pdf (1023.00 KB),Raising and Strengthening to Demow Bund L/B from Demow Chari-Ali to Dhai-Ali from Ch.10350 m. to end point Dhai-Ali. (Phase-I),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,03-Nov-2020 03:29 PM,technical_29212.pdf,1.0,96308.0,LILAJYOTI PHUKAN,INR,14432051.48,1,96264,BHABENDRA NATH KONWAR-RATUL SARMAH-JV,27-Oct-2020 01:03 PM,Rejected-AOC,Not qualified for AOC,20-Jan-2021 01:32 PM,Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_18879_1,SIV/RIDF/DHAIALI/2020-21/1,Raising and Strengthening to Demow Bund L/B from Demow Chari-Ali to Dhai-Ali from Ch.10350 m. to end point Dhai-Ali. (Phase-I),AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96166,BIJOY KUMAR BERIA,23-Oct-2020 07:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Nov-2020 03:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96191,DEVI PRASAD DEHINGIA,27-Oct-2020 01:41 PM,Rejected-AOC,Not qualified for AOC,20-Jan-2021 01:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96229,LAKHI DIHINGIA,27-Oct-2020 12:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Nov-2020 03:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96308,LILAJYOTI PHUKAN,26-Oct-2020 11:40 PM,Accepted-AOC,Proper,20-Jan-2021 01:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96352,MANAB JYOTI KALITA,27-Oct-2020 11:53 AM,Rejected-AOC,Not qualified for AOC,20-Jan-2021 01:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96318,M/s KALITA CONSTRUCTION,27-Oct-2020 11:40 AM,Rejected-AOC,Not qualified for AOC,20-Jan-2021 01:32 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96265,PUTU GOGOI,27-Oct-2020 12:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Nov-2020 03:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96226,RINTU GOGOI,27-Oct-2020 12:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Nov-2020 03:29 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96312,ROHIT SAH,27-Oct-2020 11:58 AM,Rejected-AOC,Not qualified for AOC,20-Jan-2021 01:32 PM,,,,,AOC
