Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,000","Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,Routine and maintenance of road from Routine and maintenance of road from Tauni Devi Uhal Kakkar Bajrol Jungle Beri road Km.15/0 to 30/915 MDR-105) (Under PBMC) 15/0 to 30/915 for the year 2020-21,Routine and maintenance of road from Routine and maintenance of road from Tauni Devi Uhal Kakkar Bajrol Jungle Beri road Km.15/0 to 30/915 MDR-105) (Under PBMC) 15/0 to 30/915 for the year 2020-21,Please refer Tender documents. ,NA ,"14,38,754",Civil Works,NA ,Tender,90.0,365.0,Executive Engineer Tauni Devi Division,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,21-Sep-2020 09:00 AM,26-Sep-2020 11:00 AM,21-Sep-2020 09:00 AM,26-Sep-2020 10:30 AM,NA ,NA ,21-Sep-2020 09:00 AM,26-Sep-2020 10:30 AM,09-Oct-2020 03:30 PM,PWD,PW/TDD/NIT/21-9965dt.29.08.,2020_PWD_40946_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,1.0,DD - Demand Draft,"29,000",Yes,fixed,,EE Tauni Devi,Hamirpur,AOC,PWD,2020_PWD_40946_1,PW/TDD/NIT/21-9965dt.29.08.,Routine and maintenance of road from Routine and maintenance of road from Tauni Devi Uhal Kakkar Bajrol Jungle Beri road Km.15/0 to 30/915 MDR-105) (Under PBMC) 15/0 to 30/915 for the year 2020-21,EE,Internal,SUPDT/HDM/AE,Arvind Lakhanpal,08-Oct-2020 03:34 PM,09-Oct-2020 03:30 PM,techsummary_60403.pdf (1024.08 KB),EE,Internal,SUpdt/HDM/AE,Arvind Lakhanpal,03-Jan-2021 08:16 PM,finsummary_60403.pdf (229.27 KB),18-Jan-2021,"INR 1,438,754",365.0,Arvind Lakhanpal,25-Jan-2021 10:56 AM,PBMCKakkar.pdf (426.00 KB),AOC,1.0,179530.0,ANIL KUMAR,25-Sep-2020 07:05 PM,Rejected-AOC,Higher,25-Jan-2021 11:00 AM,Technical,Summary,Arvind Lakhanpal,08-Oct-2020 03:06 PM,technical_60403.pdf,Finance,Summary,Arvind Lakhanpal,03-Jan-2021 08:14 PM,finance_60403.pdf,BOQ Comparative Chart,1.0,179527.0,SURJIT SINGH GOVT CONTRACTOR,INR,"1,389,616",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,179382.0,DESH RAJ GOVT CONTRACTOR,25-Sep-2020 12:48 PM,Rejected-Technical,Not Admitted,08-Oct-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,179523.0,Sourabh Pathania Govt Contractor,25-Sep-2020 06:38 PM,Rejected-Technical,Not Admitted,08-Oct-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,179527.0,SURJIT SINGH GOVT CONTRACTOR,25-Sep-2020 07:02 PM,Accepted-AOC,Lowest,25-Jan-2021 11:00 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit containing the reality that the contractor has not more than two work in hand (General,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
