Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE HPPWD Kasauli,EE HPPWD Kasauli,PWD,No/PW/Ksli/NIT-19- 175-85 dated27/4/20,2020_PWD_36971_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Kasauli,Kasauli,No,C/O Jabli Rajpuri road in km 0/0 to 2/500,C/O Jabli Rajpuri road in km 0/0 to 2/500 SH C/P 900 mm dia RCC Hume Pipe Culvert at Rd 0/140 and 0/470 wing wall,Please refer Tender documents. ,NA ,"5,37,315",Civil Works,NA ,Tender,90.0,60.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),1.0,DD - Demand Draft,06-May-2020 10:00 AM,21-May-2020 11:00 AM,06-May-2020 11:00 AM,20-May-2020 04:00 PM,NA ,NA ,06-May-2020 11:00 AM,20-May-2020 04:00 PM,22-May-2020 03:30 PM,"10,800",No,fixed,,EE Kasauli,Kasauli,AOC,Finance,Financial bid opening summary,Satish Kumar,23-May-2020 10:54 AM,finance_54551.pdf,BOQ Comparative Chart,1.0,159037.0,SOURAV VERMA,INR,"581,087",1.0,158953.0,DEV RAJ,19-May-2020 08:43 PM,Rejected-AOC,accepted,20-Aug-2020 06:06 PM,Technical,Bid Opening Summary,Satish Kumar,22-May-2020 03:18 PM,technical_54551.pdf,Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Deepak walia Supdt Gr-II Sh Amar Nath Arora HDM,Satish Kumar,22-May-2020 03:25 PM,22-May-2020 03:30 PM,techsummary_54551.pdf (65.24 KB),PWD,2020_PWD_36971_1,No/PW/Ksli/NIT-19- 175-85 dated27/4/20,C/O Jabli Rajpuri road in km 0/0 to 2/500,17-Jul-2020,"INR 537,315",90.0,Rajesh Kumar,20-Aug-2020 06:06 PM,AOC118.pdf (354.00 KB),AOC,Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Deepak Walia Supdt Gr-II Sh Amar Nath Arora HDM,Satish Kumar,23-May-2020 10:57 AM,finsummary_54551.pdf (56.64 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,159037.0,SOURAV VERMA,20-May-2020 01:14 PM,Accepted-AOC,accepted,20-Aug-2020 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,158956.0,VIKAS KUMAR,20-May-2020 11:59 AM,Rejected-AOC,accepted,20-Aug-2020 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,158994.0,YOG RAJ SHARMA,20-May-2020 10:40 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-May-2020 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
