Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,PWD,CB/Tender/2020-21 3052-3101 dt. 07.07.2020,2020_PWD_38853_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of Balance work of Fisheries complex at Fish Seed farm Badripur,Paonta Sahib, District Sirmour (HP) (SH C/O Office cum parking in ground floor and 2 Nos. Type-II quarter at First floor and Second floor including water supply and sanitar","Construction of Balance work of Fisheries complex at Fish Seed farm Badripur,Paonta Sahib, District Sirmour (HP) (SH C/O Office cum parking in ground floor and 2 Nos. Type-II quarter at First floor and Second floor including water supply and sanitar",Please refer tender document ,NA ,"19,75,526",Civil Works - Buildings,NA ,Tender,90.0,270.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"37,150",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,16-Jul-2020 04:30 PM,30-Jul-2020 11:30 AM,16-Jul-2020 05:00 PM,29-Jul-2020 05:00 PM,NA ,NA ,16-Jul-2020 05:00 PM,29-Jul-2020 05:00 PM,05-Aug-2020 03:05 PM,500.0,EE Paonta Sahib,Paonta Sahib,Yes,1.0,ICICI BANK,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,05-Aug-2020 11:29 AM,05-Aug-2020 03:05 PM,techsummary_57396.pdf (693.30 KB),PWD,2020_PWD_38853_2,CB/Tender/2020-21 3052-3101 dt. 07.07.2020,"Construction of Balance work of Fisheries complex at Fish Seed farm Badripur,Paonta Sahib, District Sirmour (HP) (SH C/O Office cum parking in ground floor and 2 Nos. Type-II quarter at First floor and Second floor including water supply and sanitar",1.0,170082.0,jagdish,28-Jul-2020 08:59 AM,Rejected-Finance,L2,31-Aug-2020 04:59 PM,Technical,Summary,Kishan Lal Chaudhary,05-Aug-2020 11:26 AM,technical_57396.pdf,Finance,Fin bid opening summary,Kishan Lal Chaudhary,31-Aug-2020 04:50 PM,finance_57396.pdf,BOQ Comparative Chart,AOC
,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,2.0,170412.0,SANCHIT GOEL,29-Jul-2020 11:59 AM,Accepted-AOC,L1,31-Aug-2020 05:01 PM,,,,,,,,,,,,AOC
,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
