Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee,.pdf,Cost of Tender and EMD,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh",20-Feb-2020 06:00 PM,02-Mar-2020 02:00 PM,20-Feb-2020 06:00 PM,29-Feb-2020 02:00 PM,NA ,NA ,24-Feb-2020 10:00 AM,29-Feb-2020 02:00 PM,03-Jul-2020 10:55 AM,"4,000","The Executive Engineer,Majuli W.R.Division","Garamur,Majuli",No,1.0,SBI Bank,Immediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 1),Immediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 1),Please refer Tender documents. ,NA ,"2,04,81,403",Civil Works,NA ,Tender,180.0,60.0,Majuli,785104.0,NA ,NA ,NA ,Dibrugarh,No ,No,Department of Water Resources||Chief Engineer - DoWR,MAJU/SDRF/CTKR/2019-20/1,2020_DoWR_16686_1,Yes,Open Tender,Works,Works,3.0,No,No,Online,No,No,No,"4,09,628",Yes,percentage,2.0%,"The Executive Engineer,Majuli W.R. Division","Garamur,Majuli",AOC,Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,03-Jul-2020 02:00 PM,,BOQ Comparative Chart,06-Aug-2020,INR 20481403.64,60.0,Shamim Akhtar Laskar,06-Aug-2020 11:44 AM,RATANPURPK-1.pdf (902.00 KB),Immediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 1),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"ACE,UAZ/DIRECTOR/DY.DURECTOR/EE/AEE,CONCERNED/A.O./TECH.ASSTT.WITH.DSC",Shamim Akhtar Laskar,06-Aug-2020 11:33 AM,finsummary_25422.pdf (755.12 KB),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,03-Jul-2020 10:50 AM,technical_25422.pdf,1,76808,Ajay Agarwal,28-Feb-2020 07:51 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,Department of Water Resources||Chief Engineer - DoWR,2020_DoWR_16686_1,MAJU/SDRF/CTKR/2019-20/1,Immediate Measures to recoup flood damaged of country side slope of B/Dyke from Ch. 24th Km. to 28th Km. (Chataikur to Ratanpur area)in the form of back berm under SDRF for 2019-20 (Package 1),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Additional Chief Engineer, UAZ, W.R. Department, Dibrugarh, Deputy Director, Design and Planning, EE, Majuli W. R. Division, Assistant Executive Engineer (TC), O/o the ACE, UAZ, WRD",Joy Sekhar Chakraborty,03-Jul-2020 10:51 AM,03-Jul-2020 10:55 AM,techsummary_25422.pdf (754.58 KB),AOC
2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,76717,JATINDRA BORUAH,27-Feb-2020 07:00 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,76860,MANAB JYOTI KALITA,28-Feb-2020 07:39 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,76370,NAGENDRA BAGIRI,28-Feb-2020 05:22 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,76491,NEMI CHAND KABRA,27-Feb-2020 03:15 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,76327,Ojha Gafur JV,25-Feb-2020 08:16 AM,Accepted-AOC,PROPER,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,76853,PRADIP HAZARIKA,29-Feb-2020 12:48 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,76705,pulin borgohain,29-Feb-2020 09:22 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,76393,RANJAN KUTUM,29-Feb-2020 11:40 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,06-Aug-2020 11:44 AM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,76866,Rohit Sah,28-Feb-2020 08:11 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,03-Jul-2020 10:50 AM,,,,,,,,,,,,AOC
