Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"5,000",As mentiond in the E-Tender.,As mentiond in the E- Tender.,No,1.0,Date Extension Notice,Date,,31-May-2019 10:00 AM,03-Jul-2019 03:00 PM,31-May-2019 10:00 AM,03-Jul-2019 02:00 PM,NA ,NA ,12-Jun-2019 02:00 PM,03-Jul-2019 02:00 PM,05-Sep-2019 06:00 PM,1.0,DD - Demand Draft,"Director of Mdical Education , ASSAM","Director of Medical Education, Assam, Guwahati-781022",1.0,Fee/PreQual/Technical,.pdf,PreQualification,Health and Family Welfare Department||Directorate of Medical Education-HFWD,"DME/various/111/2019/6835, DATED 24/05/2019",2019_HFWD_12890_1,Yes,Open Tender,Supply,Goods,2.0,No,Yes,Offline,No,No,No,"10,00,000",No,fixed,,As mentiond in the E-Tender.,As mentiond in the E-Tender.,supply installation of various Equipment/instruments for all Medical College Hospitals of Assam and Dental Colleges Assam,supply installation of various Equipment instruments for all Medical College Hospitals of Assam and Dental Colleges Assam,Please refer Tender documents. ,NA ,"1,00,00,000",Medical Equipments/Waste,NA ,Tender,365.0,25.0,Medical College Hospitals and SCI Assam,781032.0,"Director of Medical Education, Assam ","Director of Medical Education, Assam, Guwahati-781022 ",11-Jun-2019 11:00 AM ,"DME, ASSAM, Sixmile, Khanapara",No ,No,AOC,Technical,Bid Opening Committee Meeting,Kalpana Saikia,05-Sep-2019 05:43 PM,technical_20229.pdf,1,60515,Alliance Scientific,02-Jul-2019 04:15 PM,Accepted-AOC,Approved list as per Minutes of the Finance Committee meeting and Technical Committee meeting,03-Aug-2020 08:22 PM,Finance,Minutes of the Finance Committee Meeting,Bhupen Chandra Sarma,17-Jul-2020 03:59 PM,finance_20229.pdf,BOQ Comparative Chart,Health and Family Welfare Department||Directorate of Medical Education-HFWD,2019_HFWD_12890_1,"DME/various/111/2019/6835, DATED 24/05/2019",supply installation of various Equipment/instruments for all Medical College Hospitals of Assam and Dental Colleges Assam,Dr. K. Bhuyan,Internal,,Kalpana Saikia,05-Sep-2019 05:56 PM,05-Sep-2019 06:00 PM,techsummary_20229.pdf (963.54 KB),1.0,60515.0,Alliance Scientific,INR,77728.0,Prof A K Barman,Internal,,Bhupen Chandra Sarma,17-Jul-2020 04:24 PM,finsummary_20229.pdf (2267.99 KB),02-Aug-2020,INR 1.0E+7,25.0,Bhupen Chandra Sarma,03-Aug-2020 08:22 PM,Approvelist111_6835.pdf (663.00 KB),Approved list as per Minutes of the Finance Committee meeting and Technical Committee meeting,1.0,Corrigendum,Corrigendum for Revocation of Tender due to typographical mistake.,05-Sep-2019 05:22 PM,TechVarious.PDF ,951.61,Technical Opening,AOC
,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,60556,BioMedix Optotechnik And Devices Pvt Ltd,24-Jun-2019 10:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Sep-2019 05:43 PM,,,,,,,,,,,,,,,,,,2.0,60760.0,Fujifilm India Private Limited,INR,23059676.0,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,60591,CANNON DEVICES PRIVATE LIMITED,26-Jun-2019 06:40 PM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,3.0,60918.0,M B Traders,INR,2452939.0,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,.pdf,SBOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,60760,Fujifilm India Private Limited,27-Jun-2019 09:30 AM,Accepted-AOC,Approved list as per Minutes of the Finance Committee meeting and Technical Committee meeting,03-Aug-2020 08:22 PM,,,,,,,,,,,,,,,,,,4.0,60921.0,Vikas Medical Devices,INR,649600.0,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,61135,MAINDEOR ENTERPRISE,03-Jul-2019 01:03 PM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,60918,M B Traders,02-Jul-2019 09:58 PM,Accepted-AOC,Approved list as per Minutes of the Finance Committee meeting and Technical Committee meeting,03-Aug-2020 08:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,60867,M/s Marak Supply and Agencies,01-Jul-2019 02:42 PM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,60903,NJD TRADERS,02-Jul-2019 01:44 PM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,61080,Prognosys Medical Systems Pvt Ltd,03-Jul-2019 10:52 AM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,61118,Schiller Healthcare India Pvt LTd,03-Jul-2019 09:04 AM,Rejected-Finance,Minutes of the Finance Committee meeting,17-Jul-2020 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
