S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Tender Stage
1.0,DD - Demand Draft,AMP for the year 2020-21 for Chandi ghyan road and Patta Johar ji road,AMP for the year 2020-21 for Chandi ghyan road and Patta Johar ji road SH P/L renewal coat by Providing 30 mm thick Bituminous Concrete Thermoplastic edge line in km 5/0 to 6/0 and 4/00 to 5/00 respectively,Please refer Tender documents. ,NA ,"20,80,913",Civil Works,NA ,Tender,75.0,90.0,Kasauli,173204.0,NA ,NA ,NA ,Kasauli,No ,No,"41,600",No,fixed,,EE HPPWD Kasauli,Kasauli,PWD,No/P/ksli/N/18595-605dt12/2/20,2020_PWD_35091_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE HPPWD Kasauli,EE HPPWD kasauli,17-Feb-2020 10:00 AM,03-Mar-2020 10:00 AM,17-Feb-2020 11:00 AM,02-Mar-2020 04:00 PM,NA ,NA ,17-Feb-2020 11:00 AM,02-Mar-2020 04:00 PM,05-Mar-2020 03:10 PM,500.0,EE HPPWD Kasauli,Kasauli,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F 6.3),AOC,PWD,2020_PWD_35091_1,No/P/ksli/N/18595-605dt12/2/20,AMP for the year 2020-21 for Chandi ghyan road and Patta Johar ji road,Er Rajesh Kumar,Internal,Er Satish Kumar AE Subathu Sh Amar Nath Arora HDM Sh Deepak Walia Supdt Gr-II,Satish Kumar,05-Mar-2020 03:02 PM,05-Mar-2020 03:10 PM,techsummary_51455.pdf (62.92 KB),Finance,Finacial Bid Opening Summary,Satish Kumar,05-Mar-2020 04:04 PM,finance_51455.pdf,BOQ Comparative Chart,1.0,151980.0,Asphalt Carpet Construction Company,02-Mar-2020 01:05 PM,Accepted-AOC,accepted,20-Aug-2020 02:57 PM,Technical,Bid Opening Summary,Satish Kumar,05-Mar-2020 11:37 AM,technical_51455.pdf,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F 6.5),AOC,,,,,,,,,,,,,,,,,,2.0,152002.0,Ravinder Kumar Gupta,02-Mar-2020 02:32 PM,Rejected-AOC,accepted,20-Aug-2020 02:57 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 ).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
