Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,EE CHOPAL,CHOPAL,No,EE CHOPAL,HPPWD CHOPAL,"48,000",No,fixed,,EE CHOPAL,CHOPAL,01-Jun-2020 04:00 PM,10-Jun-2020 11:00 AM,01-Jun-2020 04:00 PM,06-Jun-2020 05:00 PM,NA ,NA ,01-Jun-2020 04:00 PM,06-Jun-2020 05:00 PM,26-Jun-2020 10:45 AM,1.0,DD - Demand Draft,Periodical maintenance on NEREWA BASSA TO VILLAGE DHADU road km 0/0 to 6/500,"Providing and laying renewal coat between km 0/0 to 1/500 and G-III, Bituminous macadam and essential V-Shap side drain for correction",Please refer Tender documents. ,NA ,"23,25,800",Civil Works - Roads,NA ,Tender,120.0,60.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,PWD,PW_CH_CBE9/2020-65-165 dt 29-04-2020,2020_PWD_37709_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,Er KS Pal,Internal,Suptt DAO DHD TA,Kamal Singh Pal,26-Jun-2020 10:42 AM,26-Jun-2020 10:45 AM,techsummary_55541.pdf (218.58 KB),PWD,2020_PWD_37709_1,PW_CH_CBE9/2020-65-165 dt 29-04-2020,Periodical maintenance on NEREWA BASSA TO VILLAGE DHADU road km 0/0 to 6/500,19-Aug-2020,"INR 4,235,376",60.0,Yogesh Sharma,19-Aug-2020 04:03 PM,71.pdf (196.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,19-Aug-2020 03:59 PM,finsummary_55541.pdf (17.99 KB),1.0,161441.0,Uttej Rathour,INR,"4,235,376",Finance,Bid Opening Summary,Yogesh Sharma,19-Aug-2020 03:56 PM,finance_55541.pdf,BOQ Comparative Chart,1.0,161465.0,HP PWD,06-Jun-2020 04:27 PM,Rejected-Technical,Non Responsive,26-Jun-2020 10:42 AM,Technical,Bid Opening Summary,Kamal Singh Pal,26-Jun-2020 10:39 AM,technical_55541.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,161485.0,khyali ram,06-Jun-2020 04:46 PM,Rejected-Technical,Non Responsive,26-Jun-2020 10:42 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,161389.0,Lok Pal Rathour,06-Jun-2020 04:37 PM,Rejected-AOC,Rejected,19-Aug-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,161419.0,Trilok Singh Rathour,06-Jun-2020 04:46 PM,Rejected-Technical,Non Responsive,26-Jun-2020 10:42 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,161441.0,Uttej Rathour,06-Jun-2020 03:36 PM,Accepted-AOC,Accepted,19-Aug-2020 04:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
