EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"14,26,100",No,fixed,,Executive Engineer Flood Prot. Division Gagret,Gagret,HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,GGT-UNA01-752 No. 14142-212 dt 20.03.2020 (Job-2),2020_HPIPH_36402_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"Providing Multi Villages Piped Water Supply Scheme for Gagret Constituency in Gagret Amb Block Distt. Una (H.P.) Phase-1st (UNDER JAL JEEVAN MISSION) in single package on Turn-key job basis including trial testing run, period 3 months defect and","Providing, Laying, jointing and testing of GMS GMSERW pipe in Rising mains of various dia, Supply and Errection of Submersible Centrifugal Pumping Machinery including all accessories (ii) Construction of Pump house, Boundary wall around the pump hou",As per NIT ,NA ,"13,93,59,412",Civil Works,NA ,Tender,120.0,365.0,Works,177201.0,Chief Engineer (HZ) JSV Hamirpur ,Chief Engineer (HZ) JSV Hamirpur (HP) ,06-May-2020 11:00 AM ,Executive Engineer Flood Prot. Division Gagret,No ,No,1.0,Corrigendum-2,Date,,1.0,Fee/PreQual/Technical,.pdf,Bid security as per NIT condition No 3 (I),Executive Engineer Flood Prot. Division Gagret,Executive Engineer Flood Prot. Division Gagret,20-Mar-2020 05:00 PM,11-May-2020 12:30 PM,20-Mar-2020 05:00 PM,11-May-2020 11:00 AM,20-Mar-2020 05:00 PM ,11-May-2020 11:00 AM ,20-Mar-2020 05:00 PM,11-May-2020 11:00 AM,26-May-2020 10:30 AM,"2,500",Executive Engineer Flood Prot. Division Gagret,Gagret,Yes,AOC,Er. B. S. Rana,Internal,As per document attached,Parveen Kumar Sharma,14-Aug-2020 02:59 PM,finsummary_53690.pdf (35.90 KB),1.0,157916.0,R.G. INDUSTRIES,INR,"134,900,000",HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,2020_HPIPH_36402_1,GGT-UNA01-752 No. 14142-212 dt 20.03.2020 (Job-2),"Providing Multi Villages Piped Water Supply Scheme for Gagret Constituency in Gagret Amb Block Distt. Una (H.P.) Phase-1st (UNDER JAL JEEVAN MISSION) in single package on Turn-key job basis including trial testing run, period 3 months defect and",Er. B. S. Rana,Internal,As per document attached,Parveen Kumar Sharma,25-May-2020 12:46 PM,26-May-2020 10:30 AM,techsummary_53690.pdf (35.90 KB),1.0,157760.0,Kashmirilal Constructions Pvt. Ltd.,09-May-2020 05:27 PM,Rejected-Finance,Higher quoted rates,14-Aug-2020 02:59 PM,14-Aug-2020,"INR 134,900,000",365.0,Parveen Kumar Sharma,14-Aug-2020 03:07 PM,Award-Letter-RG-Ind-11.8.2020.pdf (2130.00 KB),As per document attached,Finance,As per document attached,Parveen Kumar Sharma,26-May-2020 12:30 PM,finance_53690.pdf,BOQ Comparative Chart,Technical,As per document attached,Parveen Kumar Sharma,25-May-2020 12:32 PM,technical_53690.pdf,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Pre bid meeting,Other,,,,.pdf,Cost of bid as per NIT condition No 3 (ii),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,157846.0,National India Construction Co.,10-May-2020 04:45 PM,Rejected-Finance,Higher quoted rates,14-Aug-2020 02:59 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of registration as per NIT condition No 3 (iii),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,157916.0,R.G. INDUSTRIES,11-May-2020 10:44 AM,Accepted-AOC,Lowest quoted rates,14-Aug-2020 03:07 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of EPF as per NIT condition No 3 (iv),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,157840.0,S.k.sharma contractor and engineer,09-May-2020 05:53 PM,Rejected-Finance,Higher quoted rates,14-Aug-2020 02:59 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover of last three year as per NIT condition No 3 (v),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre qualification criteria proof as per NIT condition No 3 (vi),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, GST, EPF registration as per NIT condition No 3 (vii)",,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done Experience certificates as per NIT condition No 3 (viii),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature certificate as per NIT condition No 3 (ix),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of undertaking as per NIT condition No 3 (x),,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
